X,Y,PILE ID,Pile Color,X,Y,Z
-93.9994211152363,34.9200154317763,5.66-S1.R019.E,Yellow,13688160.06,3012067.276,69.45891869
-93.9995101846661,34.9200332895575,5.66-S1.R019.F,Yellow,13688132.58,3012067.276,69.44690635
-93.999596985261,34.9200506923836,5.66-S1.R019.G,Dark Blue,13688105.8,3012067.276,69.4352
-93.9996837534798,34.9200680886495,5.66-S1.R019.H,Yellow,13688079.03,3012067.276,69.42349802
-93.999772823023,34.9200859462388,5.66-S1.R019.I,Yellow,13688051.55,3012067.276,69.41148568
-93.9998618926045,34.920103803763,5.66-S1.R019.J,Yellow,13688024.07,3012067.276,69.39947334
-93.9999509622245,34.9201216612222,5.66-S1.R019.K,Yellow,13687996.59,3012067.276,69.387461
-94.000029108855,34.9201373286846,5.66-S1.R019.L,Yellow,13687972.48,3012067.276,69.37692179
-93.9990709042687,34.9200017741376,5.66-S1.R020.A,Yellow,13688263.24,3012087.276,69.49402179
-93.9991381600438,34.9200152586511,5.66-S1.R020.B,Yellow,13688242.49,3012087.276,69.48495134
-93.9992272294124,34.9200331166389,5.66-S1.R020.C,Yellow,13688215.01,3012087.276,69.472939
-93.9993162988195,34.9200509745615,5.66-S1.R020.D,Yellow,13688187.53,3012087.276,69.46092666
-93.9994053358524,34.9200688259206,5.66-S1.R020.E,Yellow,13688160.06,3012087.276,69.44891869
-93.9994944053363,34.9200866837131,5.66-S1.R020.F,Yellow,13688132.58,3012087.276,69.43690635
-93.9995812059838,34.9201040865502,5.66-S1.R020.G,Dark Blue,13688105.8,3012087.276,69.4252
-93.9996679742553,34.9201214828271,5.66-S1.R020.H,Yellow,13688079.03,3012087.276,69.41349802
-93.9997570438525,34.9201393404277,5.66-S1.R020.I,Yellow,13688051.55,3012087.276,69.40148568
-93.9998461134881,34.9201571979632,5.66-S1.R020.J,Yellow,13688024.07,3012087.276,69.38947334
-93.9999351831621,34.9201750554337,5.66-S1.R020.K,Yellow,13687996.59,3012087.276,69.377461
-94.0000133298401,34.9201907229061,5.66-S1.R020.L,Yellow,13687972.48,3012087.276,69.36692179
-93.9990551246616,34.9200551682368,5.66-S1.R021.A,Yellow,13688263.24,3012107.276,69.48402179
-93.9991223804775,34.9200686527588,5.66-S1.R021.B,Yellow,13688242.49,3012107.276,69.47495134
-93.9992114499001,34.9200865107579,5.66-S1.R021.C,Yellow,13688215.01,3012107.276,69.462939
-93.9993005193612,34.9201043686918,5.66-S1.R021.D,Yellow,13688187.53,3012107.276,69.45092666
-93.9993895564482,34.9201222200622,5.66-S1.R021.E,Yellow,13688160.06,3012107.276,69.43891869
-93.9994786259861,34.9201400778661,5.66-S1.R021.F,Yellow,13688132.58,3012107.276,69.42690635
-93.9995654266863,34.9201574807142,5.66-S1.R021.G,Dark Blue,13688105.8,3012107.276,69.4152
-93.9996521950105,34.9201748770021,5.66-S1.R021.H,Yellow,13688079.03,3012107.276,69.40349802
-93.9997412646617,34.920192734614,5.66-S1.R021.I,Yellow,13688051.55,3012107.276,69.39148568
-93.9998303343513,34.9202105921608,5.66-S1.R021.J,Yellow,13688024.07,3012107.276,69.37947334
-93.9999194040794,34.9202284496426,5.66-S1.R021.K,Yellow,13687996.59,3012107.276,69.367461
-93.9999975508047,34.9202441171249,5.66-S1.R021.L,Yellow,13687972.48,3012107.276,69.35692179
-93.9990393450341,34.9201085623333,5.66-S1.R022.A,Yellow,13688263.24,3012127.276,69.47402179
-93.9991066008908,34.9201220468639,5.66-S1.R022.B,Yellow,13688242.49,3012127.276,69.46495134
-93.9991956703675,34.9201399048742,5.66-S1.R022.C,Yellow,13688215.01,3012127.276,69.452939
-93.9992847398827,34.9201577628195,5.66-S1.R022.D,Yellow,13688187.53,3012127.276,69.44092666
-93.9993737770237,34.9201756142012,5.66-S1.R022.E,Yellow,13688160.06,3012127.276,69.42891869
-93.9994628466156,34.9201934720163,5.66-S1.R022.F,Yellow,13688132.58,3012127.276,69.41690635
-93.9995496473685,34.9202108748754,5.66-S1.R022.G,Dark Blue,13688105.8,3012127.276,69.4052
-93.9996364157453,34.9202282711744,5.66-S1.R022.H,Yellow,13688079.03,3012127.276,69.39349802
-93.9997254854505,34.9202461287976,5.66-S1.R022.I,Yellow,13688051.55,3012127.276,69.38148568
-93.9998145551942,34.9202639863558,5.66-S1.R022.J,Yellow,13688024.07,3012127.276,69.36947334
-93.9999036249763,34.9202818438489,5.66-S1.R022.K,Yellow,13687996.59,3012127.276,69.357461
-93.9999817717491,34.9202975113411,5.66-S1.R022.L,Yellow,13687972.48,3012127.276,69.34692179
-93.9990235653864,34.9201619564271,5.66-S1.R023.A,Yellow,13688263.24,3012147.276,69.46402179
-93.9990908212838,34.9201754409662,5.66-S1.R023.B,Yellow,13688242.49,3012147.276,69.45495134
-93.9991798908146,34.9201932989879,5.66-S1.R023.C,Yellow,13688215.01,3012147.276,69.442939
-93.9992689603837,34.9202111569445,5.66-S1.R023.D,Yellow,13688187.53,3012147.276,69.43092666
-93.9993579975788,34.9202290083375,5.66-S1.R023.E,Yellow,13688160.06,3012147.276,69.41891869
-93.9994470672248,34.9202468661639,5.66-S1.R023.F,Yellow,13688132.58,3012147.276,69.40690635
-93.9995338680303,34.9202642690341,5.66-S1.R023.G,Dark Blue,13688105.8,3012147.276,69.3952
-93.9996206364597,34.920281665344,5.66-S1.R023.H,Yellow,13688079.03,3012147.276,69.38349802
-93.999709706219,34.9202995229786,5.66-S1.R023.I,Yellow,13688051.55,3012147.276,69.37148568
-93.9997987760167,34.920317380548,5.66-S1.R023.J,Yellow,13688024.07,3012147.276,69.35947334
-93.9998878458529,34.9203352380525,5.66-S1.R023.K,Yellow,13687996.59,3012147.276,69.347461
-93.999965992673,34.9203509055546,5.66-S1.R023.L,Yellow,13687972.48,3012147.276,69.33692179
-93.9990077857182,34.9202153505183,5.66-S1.R024.A,Yellow,13688263.24,3012167.276,69.45402179
-93.9990750416565,34.9202288350659,5.66-S1.R024.B,Yellow,13688242.49,3012167.276,69.44495134
-93.9991641112413,34.9202466930989,5.66-S1.R024.C,Yellow,13688215.01,3012167.276,69.432939
-93.9992531808645,34.9202645510668,5.66-S1.R024.D,Yellow,13688187.53,3012167.276,69.42092666
-93.9993422181135,34.9202824024711,5.66-S1.R024.E,Yellow,13688160.06,3012167.276,69.40891869
-93.9994312878136,34.9203002603089,5.66-S1.R024.F,Yellow,13688132.58,3012167.276,69.39690635
-93.9995180886717,34.92031766319,5.66-S1.R024.G,Dark Blue,13688105.8,3012167.276,69.3852
-93.9996048571538,34.920335059511,5.66-S1.R024.H,Yellow,13688079.03,3012167.276,69.37349802
-93.9996939269671,34.9203529171569,5.66-S1.R024.I,Yellow,13688051.55,3012167.276,69.36148568
-93.9997829968189,34.9203707747376,5.66-S1.R024.J,Yellow,13688024.07,3012167.276,69.34947334
-93.999872066709,34.9203886322534,5.66-S1.R024.K,Yellow,13687996.59,3012167.276,69.337461
-93.9999502135767,34.9204042997654,5.66-S1.R024.L,Yellow,13687972.48,3012167.276,69.32692179
-93.9989920060297,34.9202687446068,5.66-S1.R025.A,Yellow,13688263.24,3012187.276,69.44402179
-93.9990592620088,34.920282229163,5.66-S1.R025.B,Yellow,13688242.49,3012187.276,69.43495134
-93.9991483316476,34.9203000872073,5.66-S1.R025.C,Yellow,13688215.01,3012187.276,69.422939
-93.9992374013248,34.9203179451865,5.66-S1.R025.D,Yellow,13688187.53,3012187.276,69.41092666
-93.9993264386279,34.9203357966021,5.66-S1.R025.E,Yellow,13688160.06,3012187.276,69.39891869
-93.999415508382,34.9203536544512,5.66-S1.R025.F,Yellow,13688132.58,3012187.276,69.38690635
-93.9995023092928,34.9203710573434,5.66-S1.R025.G,Dark Blue,13688105.8,3012187.276,69.3752
-93.9995890778276,34.9203884536753,5.66-S1.R025.H,Yellow,13688079.03,3012187.276,69.36349802
-93.9996781476949,34.9204063113325,5.66-S1.R025.I,Yellow,13688051.55,3012187.276,69.35148568
-93.9997672176007,34.9204241689246,5.66-S1.R025.J,Yellow,13688024.07,3012187.276,69.33947334
-93.9998562875449,34.9204420264516,5.66-S1.R025.K,Yellow,13687996.59,3012187.276,69.327461
-93.9999344344599,34.9204576939736,5.66-S1.R025.L,Yellow,13687972.48,3012187.276,69.31692179
-93.9989762263208,34.9203221386927,5.66-S1.R026.A,Yellow,13688263.24,3012207.276,69.43402179
-93.9990434823407,34.9203356232574,5.66-S1.R026.B,Yellow,13688242.49,3012207.276,69.42495134
-93.9991325520336,34.920353481313,5.66-S1.R026.C,Yellow,13688215.01,3012207.276,69.412939
-93.9992216217648,34.9203713393035,5.66-S1.R026.D,Yellow,13688187.53,3012207.276,69.40092666
-93.999310659122,34.9203891907304,5.66-S1.R026.E,Yellow,13688160.06,3012207.276,69.38891869
-93.9993997289301,34.9204070485908,5.66-S1.R026.F,Yellow,13688132.58,3012207.276,69.37690635
-93.9994865298935,34.920424451494,5.66-S1.R026.G,Dark Blue,13688105.8,3012207.276,69.3652
-93.9995732984809,34.920441847837,5.66-S1.R026.H,Yellow,13688079.03,3012207.276,69.35349802
-93.9996623684023,34.9204597055055,5.66-S1.R026.I,Yellow,13688051.55,3012207.276,69.34148568
-93.9997514383622,34.9204775631089,5.66-S1.R026.J,Yellow,13688024.07,3012207.276,69.32947334
-93.9998405083604,34.9204954206472,5.66-S1.R026.K,Yellow,13687996.59,3012207.276,69.317461
-93.9999186553228,34.9205110881791,5.66-S1.R026.L,Yellow,13687972.48,3012207.276,69.30692179
-93.9989604465916,34.9203755327759,5.66-S1.R027.A,Yellow,13688263.24,3012227.276,69.42402179
-93.9990277026523,34.9203890173491,5.66-S1.R027.B,Yellow,13688242.49,3012227.276,69.41495134
-93.9991167723992,34.920406875416,5.66-S1.R027.C,Yellow,13688215.01,3012227.276,69.402939
-93.9992058421845,34.9204247334179,5.66-S1.R027.D,Yellow,13688187.53,3012227.276,69.39092666
-93.9992948795956,34.9204425848561,5.66-S1.R027.E,Yellow,13688160.06,3012227.276,69.37891869
-93.9993839494578,34.9204604427278,5.66-S1.R027.F,Yellow,13688132.58,3012227.276,69.36690635
-93.9994707504739,34.920477845642,5.66-S1.R027.G,Dark Blue,13688105.8,3012227.276,69.3552
-93.9995575191139,34.920495241996,5.66-S1.R027.H,Yellow,13688079.03,3012227.276,69.34349802
-93.9996465890894,34.9205130996758,5.66-S1.R027.I,Yellow,13688051.55,3012227.276,69.33148568
-93.9997356591033,34.9205309572905,5.66-S1.R027.J,Yellow,13688024.07,3012227.276,69.31947334
-93.9998247291555,34.9205488148402,5.66-S1.R027.K,Yellow,13687996.59,3012227.276,69.307461
-93.9999028761654,34.920564482382,5.66-S1.R027.L,Yellow,13687972.48,3012227.276,69.29692179
-93.998944666842,34.9204289268564,5.66-S1.R028.A,Yellow,13688263.24,3012247.276,69.41402179
-93.9990119229436,34.9204424114382,5.66-S1.R028.B,Yellow,13688242.49,3012247.276,69.40495134
-93.9991009927445,34.9204602695164,5.66-S1.R028.C,Yellow,13688215.01,3012247.276,69.392939
-93.9991900625838,34.9204781275296,5.66-S1.R028.D,Yellow,13688187.53,3012247.276,69.38092666
-93.999279100049,34.9204959789791,5.66-S1.R028.E,Yellow,13688160.06,3012247.276,69.36891869
-93.9993681699651,34.9205138368621,5.66-S1.R028.F,Yellow,13688132.58,3012247.276,69.35690635
-93.999454971034,34.9205312397874,5.66-S1.R028.G,Dark Blue,13688105.8,3012247.276,69.3452
-93.9995417397266,34.9205486361524,5.66-S1.R028.H,Yellow,13688079.03,3012247.276,69.33349802
-93.9996308097561,34.9205664938435,5.66-S1.R028.I,Yellow,13688051.55,3012247.276,69.32148568
-93.999719879824,34.9205843514696,5.66-S1.R028.J,Yellow,13688024.07,3012247.276,69.30947334
-93.9998089499304,34.9206022090305,5.66-S1.R028.K,Yellow,13687996.59,3012247.276,69.297461
-93.9998870969876,34.9206178765822,5.66-S1.R028.L,Yellow,13687972.48,3012247.276,69.28692179
-93.9989288870721,34.9204823209343,5.66-S1.R029.A,Yellow,13688263.24,3012267.276,69.40402179
-93.9989961432144,34.9204958055247,5.66-S1.R029.B,Yellow,13688242.49,3012267.276,69.39495134
-93.9990852130694,34.9205136636142,5.66-S1.R029.C,Yellow,13688215.01,3012267.276,69.382939
-93.9991742829628,34.9205315216386,5.66-S1.R029.D,Yellow,13688187.53,3012267.276,69.37092666
-93.9992633204819,34.9205493730995,5.66-S1.R029.E,Yellow,13688160.06,3012267.276,69.35891869
-93.9993523904522,34.9205672309938,5.66-S1.R029.F,Yellow,13688132.58,3012267.276,69.34690635
-93.9994391915737,34.9205846339301,5.66-S1.R029.G,Dark Blue,13688105.8,3012267.276,69.3352
-93.999525960319,34.9206020303061,5.66-S1.R029.H,Yellow,13688079.03,3012267.276,69.32349802
-93.9996150304025,34.9206198880085,5.66-S1.R029.I,Yellow,13688051.55,3012267.276,69.31148568
-93.9997041005244,34.9206377456459,5.66-S1.R029.J,Yellow,13688024.07,3012267.276,69.29947334
-93.9997931706848,34.9206556032181,5.66-S1.R029.K,Yellow,13687996.59,3012267.276,69.287461
-93.9998713177895,34.9206712707798,5.66-S1.R029.L,Yellow,13687972.48,3012267.276,69.27692179
-93.9989131072818,34.9205357150095,5.66-S1.R030.A,Yellow,13688263.24,3012287.276,69.39402179
-93.998980363465,34.9205491996084,5.66-S1.R030.B,Yellow,13688242.49,3012287.276,69.38495134
-93.9990694333739,34.9205670577092,5.66-S1.R030.C,Yellow,13688215.01,3012287.276,69.372939
-93.9991585033214,34.920584915745,5.66-S1.R030.D,Yellow,13688187.53,3012287.276,69.36092666
-93.9992475408946,34.9206027672172,5.66-S1.R030.E,Yellow,13688160.06,3012287.276,69.34891869
-93.9993366109188,34.9206206251228,5.66-S1.R030.F,Yellow,13688132.58,3012287.276,69.33690635
-93.999423412093,34.9206380280701,5.66-S1.R030.G,Dark Blue,13688105.8,3012287.276,69.3252
-93.9995101808909,34.9206554244572,5.66-S1.R030.H,Yellow,13688079.03,3012287.276,69.31349802
-93.9995992510285,34.9206732821709,5.66-S1.R030.I,Yellow,13688051.55,3012287.276,69.30148568
-93.9996883212045,34.9206911398195,5.66-S1.R030.J,Yellow,13688024.07,3012287.276,69.28947334
-93.9997773914189,34.9207089974031,5.66-S1.R030.K,Yellow,13687996.59,3012287.276,69.277461
-93.999855538571,34.9207246649747,5.66-S1.R030.L,Yellow,13687972.48,3012287.276,69.26692179
-93.9988973274712,34.9205891090821,5.66-S1.R031.A,Yellow,13688263.24,3012307.276,69.38402179
-93.9989645836951,34.9206025936896,5.66-S1.R031.B,Yellow,13688242.49,3012307.276,69.37495134
-93.9990536536582,34.9206204518017,5.66-S1.R031.C,Yellow,13688215.01,3012307.276,69.362939
-93.9991427236596,34.9206383098488,5.66-S1.R031.D,Yellow,13688187.53,3012307.276,69.35092666
-93.9992317612868,34.9206561613322,5.66-S1.R031.E,Yellow,13688160.06,3012307.276,69.33891869
-93.9993208313651,34.9206740192492,5.66-S1.R031.F,Yellow,13688132.58,3012307.276,69.32690635
-93.999407632592,34.9206914222075,5.66-S1.R031.G,Dark Blue,13688105.8,3012307.276,69.3152
-93.9994944014425,34.9207088186056,5.66-S1.R031.H,Yellow,13688079.03,3012307.276,69.30349802
-93.9995834716341,34.9207266763306,5.66-S1.R031.I,Yellow,13688051.55,3012307.276,69.29148568
-93.9996725418642,34.9207445339905,5.66-S1.R031.J,Yellow,13688024.07,3012307.276,69.27947334
-93.9997616121326,34.9207623915854,5.66-S1.R031.K,Yellow,13687996.59,3012307.276,69.267461
-93.9998397593321,34.920778059167,5.66-S1.R031.L,Yellow,13687972.48,3012307.276,69.25692179
-93.9988815476402,34.920642503152,5.66-S1.R032.A,Yellow,13688263.24,3012327.276,69.37402179
-93.9989488039049,34.920655987768,5.66-S1.R032.B,Yellow,13688242.49,3012327.276,69.36495134
-93.999037873922,34.9206738458915,5.66-S1.R032.C,Yellow,13688215.01,3012327.276,69.352939
-93.9991269439775,34.9206917039498,5.66-S1.R032.D,Yellow,13688187.53,3012327.276,69.34092666
-93.9992159816588,34.9207095554446,5.66-S1.R032.E,Yellow,13688160.06,3012327.276,69.32891869
-93.9993050517911,34.9207274133729,5.66-S1.R032.F,Yellow,13688132.58,3012327.276,69.31690635
-93.9993918530706,34.9207448163422,5.66-S1.R032.G,Dark Blue,13688105.8,3012327.276,69.3052
-93.9994786219738,34.9207622127513,5.66-S1.R032.H,Yellow,13688079.03,3012327.276,69.29349802
-93.9995676922194,34.9207800704877,5.66-S1.R032.I,Yellow,13688051.55,3012327.276,69.28148568
-93.9996567625035,34.9207979281589,5.66-S1.R032.J,Yellow,13688024.07,3012327.276,69.26947334
-93.999745832826,34.9208157857651,5.66-S1.R032.K,Yellow,13687996.59,3012327.276,69.257461
-93.9998239800729,34.9208314533565,5.66-S1.R032.L,Yellow,13687972.48,3012327.276,69.24692179
-93.9988657677889,34.9206958972193,5.66-S1.R033.A,Yellow,13688263.24,3012347.276,69.36402179
-93.9989330240944,34.9207093818438,5.66-S1.R033.B,Yellow,13688242.49,3012347.276,69.35495134
-93.9990220941655,34.9207272399786,5.66-S1.R033.C,Yellow,13688215.01,3012347.276,69.342939
-93.9991111642751,34.9207450980483,5.66-S1.R033.D,Yellow,13688187.53,3012347.276,69.33092666
-93.9992002020103,34.9207629495543,5.66-S1.R033.E,Yellow,13688160.06,3012347.276,69.31891869
-93.9992892721967,34.9207808074939,5.66-S1.R033.F,Yellow,13688132.58,3012347.276,69.30690635
-93.9993760735288,34.9207982104743,5.66-S1.R033.G,Dark Blue,13688105.8,3012347.276,69.2952
-93.9994628424847,34.9208156068944,5.66-S1.R033.H,Yellow,13688079.03,3012347.276,69.28349802
-93.9995519127844,34.920833464642,5.66-S1.R033.I,Yellow,13688051.55,3012347.276,69.27148568
-93.9996409831225,34.9208513223246,5.66-S1.R033.J,Yellow,13688024.07,3012347.276,69.25947334
-93.999730053499,34.9208691799421,5.66-S1.R033.K,Yellow,13687996.59,3012347.276,69.247461
-93.9998082007934,34.9208848475435,5.66-S1.R033.L,Yellow,13687972.48,3012347.276,69.23692179
-93.9988499879172,34.9207492912839,5.66-S1.R034.A,Yellow,13688263.24,3012367.276,69.35402179
-93.9989172442635,34.9207627759169,5.66-S1.R034.B,Yellow,13688242.49,3012367.276,69.34495134
-93.9990063143887,34.920780634063,5.66-S1.R034.C,Yellow,13688215.01,3012367.276,69.332939
-93.9990953845523,34.920798492144,5.66-S1.R034.D,Yellow,13688187.53,3012367.276,69.32092666
-93.9991844223415,34.9208163436614,5.66-S1.R034.E,Yellow,13688160.06,3012367.276,69.30891869
-93.9992734925819,34.9208342016123,5.66-S1.R034.F,Yellow,13688132.58,3012367.276,69.29690635
-93.9993602939668,34.9208516046037,5.66-S1.R034.G,Dark Blue,13688105.8,3012367.276,69.2852
-93.9994470629753,34.9208690010348,5.66-S1.R034.H,Yellow,13688079.03,3012367.276,69.27349802
-93.999536133329,34.9208868587938,5.66-S1.R034.I,Yellow,13688051.55,3012367.276,69.26148568
-93.9996252037211,34.9209047164876,5.66-S1.R034.J,Yellow,13688024.07,3012367.276,69.24947334
-93.9997142741517,34.9209225741165,5.66-S1.R034.K,Light Green,13687996.59,3012367.276,69.237461
-93.9997924214934,34.9209382417277,5.66-S1.R034.L,Yellow,13687972.48,3012367.276,69.22692179
-93.9988342080251,34.9208026853458,5.66-S1.R035.A,Yellow,13688263.24,3012387.276,69.66103611
-93.9989014644123,34.9208161699874,5.66-S1.R035.B,Yellow,13688242.49,3012387.276,69.65196566
-93.9989905345915,34.9208340281448,5.66-S1.R035.C,Yellow,13688215.01,3012387.276,69.63995332
-93.9990796048091,34.9208518862371,5.66-S1.R035.D,Yellow,13688187.53,3012387.276,69.62794098
-93.9991686426524,34.9208697377658,5.66-S1.R035.E,Yellow,13688160.06,3012387.276,69.61593301
-93.9992577129468,34.920887595728,5.66-S1.R035.F,Light Blue,13688132.58,3012387.276,69.60392067
-93.9993445143843,34.9209049987304,5.66-S1.R035.G,Purple,13688105.8,3012387.276,69.59221432
-93.9994312834455,34.9209223951726,5.66-S1.R035.H,Yellow,13688079.03,3012387.276,69.58051234
-93.9995203538532,34.9209402529428,5.66-S1.R035.I,Yellow,13688051.55,3012387.276,69.5685
-93.9996094242994,34.9209581106481,5.66-S1.R035.J,Light Blue,13688024.07,3012387.276,69.55648766
-93.999698494784,34.9209759682882,5.66-S1.R035.K,Light Green,13687996.59,3012387.276,69.54447532
-93.9997766421732,34.9209916359094,5.66-S1.R035.L,Light Blue,13687972.48,3012387.276,69.53393611
-93.9988131710304,34.9208738676354,5.66-S1.R036.A,Orange,13688263.24,3012413.939,70.99461947
-93.9988804274719,34.9208873522883,5.66-S1.R036.B,Orange,13688242.49,3012413.939,70.87734447
-93.9989694977232,34.9209052104608,5.66-S1.R036.C,Orange,13688215.01,3012413.939,70.72203281
-93.9990585680129,34.9209230685682,5.66-S1.R036.D,Orange,13688187.53,3012413.939,70.56672114
-93.9991476059281,34.920940920112,5.66-S1.R036.E,Light Blue,13688160.06,3012413.939,70.411466
-93.9992366762947,34.9209587780892,5.66-S1.R036.F,Light Blue,13688132.58,3012413.939,70.25615434
-93.9993234778023,34.9209761811064,5.66-S1.R036.G,Purple,13688105.8,3012413.939,70.10479894
-93.9994102469337,34.9209935775632,5.66-S1.R036.H,Light Blue,13688079.03,3012413.939,69.95350006
-93.9994993174135,34.9210114353485,5.66-S1.R036.I,Light Blue,13688051.55,3012413.939,69.7981884
-93.9995883879317,34.9210292930688,5.66-S1.R036.J,Light Blue,13688024.07,3012413.939,69.64287673
-93.9996774584884,34.921047150724,5.66-S1.R036.K,Light Green,13687996.59,3012413.939,69.48756507
-93.9997556059407,34.9210628183585,5.66-S1.R036.L,Light Blue,13687972.48,3012413.939,69.3513
-93.9987973910909,34.9209272616911,5.66-S1.R037.A,Light Blue,13688263.24,3012433.939,70.57462053
-93.9988646475732,34.9209407463526,5.66-S1.R037.B,Light Blue,13688242.49,3012433.939,70.45734553
-93.9989537178785,34.9209586045364,5.66-S1.R037.C,Light Blue,13688215.01,3012433.939,70.30203387
-93.9990427882222,34.9209764626551,5.66-S1.R037.D,Light Blue,13688187.53,3012433.939,70.1467222
-93.9991318261915,34.9209943142102,5.66-S1.R037.E,Light Blue,13688160.06,3012433.939,69.99146706
-93.9992208966121,34.9210121721988,5.66-S1.R037.F,Light Blue,13688132.58,3012433.939,69.8361554
-93.9993076981724,34.9210295752269,5.66-S1.R037.G,Dark Blue,13688105.8,3012433.939,69.6848
-93.9993944673564,34.9210469716948,5.66-S1.R037.H,Light Blue,13688079.03,3012433.939,69.53350112
-93.9994835378902,34.9210648294914,5.66-S1.R037.I,Yellow,13688051.55,3012433.939,69.37818946
-93.9995726084625,34.921082687223,5.66-S1.R037.J,Yellow,13688024.07,3012433.939,69.2228778
-93.9996616790732,34.9211005448895,5.66-S1.R037.K,Light Green,13687996.59,3012433.939,69.06756613
-93.999739826573,34.9211162125339,5.66-S1.R037.L,Yellow,13687972.48,3012433.939,68.93130106
-93.998781611131,34.9209806557442,5.66-S1.R038.A,Light Blue,13688263.24,3012453.939,70.54462053
-93.9988488676541,34.9209941404143,5.66-S1.R038.B,Light Blue,13688242.49,3012453.939,70.42734553
-93.9989379380135,34.9210119986094,5.66-S1.R038.C,Light Blue,13688215.01,3012453.939,70.27203387
-93.9990270084112,34.9210298567394,5.66-S1.R038.D,Light Blue,13688187.53,3012453.939,70.1167222
-93.9991160464345,34.9210477083058,5.66-S1.R038.E,Light Blue,13688160.06,3012453.939,69.96146706
-93.9992051169091,34.9210655663056,5.66-S1.R038.F,Light Blue,13688132.58,3012453.939,69.8061554
-93.9992919185221,34.9210829693448,5.66-S1.R038.G,Dark Blue,13688105.8,3012453.939,69.6548
-93.9993786877587,34.9211003658236,5.66-S1.R038.H,Light Blue,13688079.03,3012453.939,69.50350112
-93.9994677583466,34.9211182236316,5.66-S1.R038.I,Yellow,13688051.55,3012453.939,69.34818946
-93.999556828973,34.9211360813745,5.66-S1.R038.J,Yellow,13688024.07,3012453.939,69.1928778
-93.9996458996377,34.9211539390524,5.66-S1.R038.K,Light Green,13687996.59,3012453.939,69.03756613
-93.9997240471849,34.9211696067066,5.66-S1.R038.L,Yellow,13687972.48,3012453.939,68.90130106
-93.9987658311507,34.9210340497946,5.66-S1.R039.A,Light Blue,13688263.24,3012473.939,70.51462053
-93.9988330877147,34.9210475344733,5.66-S1.R039.B,Light Blue,13688242.49,3012473.939,70.39734553
-93.9989221581281,34.9210653926796,5.66-S1.R039.C,Light Blue,13688215.01,3012473.939,70.24203387
-93.9990112285798,34.921083250821,5.66-S1.R039.D,Light Blue,13688187.53,3012473.939,70.0867222
-93.9991002666572,34.9211011023986,5.66-S1.R039.E,Light Blue,13688160.06,3012473.939,69.93146706
-93.9991893371858,34.9211189604098,5.66-S1.R039.F,Light Blue,13688132.58,3012473.939,69.7761554
-93.9992761388515,34.92113636346,5.66-S1.R039.G,Dark Blue,13688105.8,3012473.939,69.6248
-93.9993629081408,34.9211537599499,5.66-S1.R039.H,Light Blue,13688079.03,3012473.939,69.47350112
-93.9994519787827,34.9211716177692,5.66-S1.R039.I,Yellow,13688051.55,3012473.939,69.31818946
-93.999541049463,34.9211894755234,5.66-S1.R039.J,Yellow,13688024.07,3012473.939,69.1628778
-93.9996301201818,34.9212073332125,5.66-S1.R039.K,Light Green,13687996.59,3012473.939,69.00756613
-93.9997082677764,34.9212230008767,5.66-S1.R039.L,Yellow,13687972.48,3012473.939,68.87130106
-93.9987500511501,34.9210874438424,5.66-S1.R040.A,Orange,13688263.24,3012493.939,70.48462053
-93.9988173077549,34.9211009285296,5.66-S1.R040.B,Light Blue,13688242.49,3012493.939,70.36734553
-93.9989063782223,34.9211187867472,5.66-S1.R040.C,Light Blue,13688215.01,3012493.939,70.21203387
-93.9989954487281,34.9211366448999,5.66-S1.R040.D,Light Blue,13688187.53,3012493.939,70.0567222
-93.9990844868595,34.9211544964889,5.66-S1.R040.E,Light Blue,13688160.06,3012493.939,69.90146706
-93.9991735574422,34.9211723545114,5.66-S1.R040.F,Light Blue,13688132.58,3012493.939,69.7461554
-93.9992603591605,34.9211897575726,5.66-S1.R040.G,Dark Blue,13688105.8,3012493.939,69.5948
-93.9993471285024,34.9212071540735,5.66-S1.R040.H,Yellow,13688079.03,3012493.939,69.44350112
-93.9994361991984,34.9212250119041,5.66-S1.R040.I,Yellow,13688051.55,3012493.939,69.28818946
-93.9995252699328,34.9212428696696,5.66-S1.R040.J,Yellow,13688024.07,3012493.939,69.1328778
-93.9996143407056,34.9212607273701,5.66-S1.R040.K,Light Green,13687996.59,3012493.939,68.97756613
-93.9996924883476,34.9212763950442,5.66-S1.R040.L,Yellow,13687972.48,3012493.939,68.84130106
-93.9987342711292,34.9211408378875,5.66-S1.R041.A,Orange,13688263.24,3012513.939,70.45462053
-93.9988015277748,34.9211543225832,5.66-S1.R041.B,Light Blue,13688242.49,3012513.939,70.33734553
-93.9988905982962,34.9211721808122,5.66-S1.R041.C,Light Blue,13688215.01,3012513.939,70.18203387
-93.9989796688561,34.9211900389762,5.66-S1.R041.D,Light Blue,13688187.53,3012513.939,70.0267222
-93.9990687070415,34.9212078905765,5.66-S1.R041.E,Light Blue,13688160.06,3012513.939,69.87146706
-93.9991577776782,34.9212257486103,5.66-S1.R041.F,Light Blue,13688132.58,3012513.939,69.7161554
-93.9992445794492,34.9212431516825,5.66-S1.R041.G,Dark Blue,13688105.8,3012513.939,69.5648
-93.9993313488437,34.9212605481944,5.66-S1.R041.H,Light Blue,13688079.03,3012513.939,69.41350112
-93.9994204195937,34.9212784060363,5.66-S1.R041.I,Yellow,13688051.55,3012513.939,69.25818946
