PILE ID,Pile Color,X,Y,Z
5.65-S3.R070.I,Yellow,13688370.81,3012813.939,68.93214247
5.65-S3.R070.J,Yellow,13688343.33,3012813.939,68.77802271
5.65-S3.R070.K,Yellow,13688315.86,3012813.939,68.62395904
5.65-S3.R070.L,Yellow,13688291.74,3012813.939,68.48868361
5.66-S1.R001.A,Yellow,13688263.24,3011707.276,69.88402179
5.66-S1.R001.B,Yellow,13688242.49,3011707.276,69.87495134
5.66-S1.R001.C,Yellow,13688215.01,3011707.276,69.862939
5.66-S1.R001.D,Yellow,13688187.53,3011707.276,69.85092666
5.66-S1.R001.E,Yellow,13688160.06,3011707.276,69.83891869
5.66-S1.R001.F,Light Blue,13688132.58,3011707.276,69.82690635
5.66-S1.R001.G,Purple,13688105.8,3011707.276,69.8152
5.66-S1.R001.H,Yellow,13688079.03,3011707.276,69.80349802
5.66-S1.R001.I,Light Blue,13688051.55,3011707.276,69.79148568
5.66-S1.R001.J,Yellow,13688024.07,3011707.276,69.77947334
5.66-S1.R001.K,Light Blue,13687996.59,3011707.276,69.767461
5.66-S1.R001.L,Yellow,13687972.48,3011707.276,69.75692179
5.66-S1.R002.A,Yellow,13688263.24,3011727.276,69.67402179
5.66-S1.R002.B,Yellow,13688242.49,3011727.276,69.66495134
5.66-S1.R002.C,Yellow,13688215.01,3011727.276,69.652939
5.66-S1.R002.D,Yellow,13688187.53,3011727.276,69.64092666
5.66-S1.R002.E,Yellow,13688160.06,3011727.276,69.62891869
5.66-S1.R002.F,Light Blue,13688132.58,3011727.276,69.61690635
5.66-S1.R002.G,Dark Blue,13688105.8,3011727.276,69.6052
5.66-S1.R002.H,Yellow,13688079.03,3011727.276,69.59349802
5.66-S1.R002.I,Yellow,13688051.55,3011727.276,69.58148568
5.66-S1.R002.J,Yellow,13688024.07,3011727.276,69.56947334
5.66-S1.R002.K,Yellow,13687996.59,3011727.276,69.557461
5.66-S1.R002.L,Yellow,13687972.48,3011727.276,69.54692179
5.66-S1.R003.A,Yellow,13688263.24,3011747.276,69.66402179
5.66-S1.R003.B,Yellow,13688242.49,3011747.276,69.65495134
5.66-S1.R003.C,Yellow,13688215.01,3011747.276,69.642939
5.66-S1.R003.D,Yellow,13688187.53,3011747.276,69.63092666
5.66-S1.R003.E,Yellow,13688160.06,3011747.276,69.61891869
5.66-S1.R003.F,Yellow,13688132.58,3011747.276,69.60690635
5.66-S1.R003.G,Dark Blue,13688105.8,3011747.276,69.5952
5.66-S1.R003.H,Yellow,13688079.03,3011747.276,69.58349802
5.66-S1.R003.I,Yellow,13688051.55,3011747.276,69.57148568
5.66-S1.R003.J,Yellow,13688024.07,3011747.276,69.55947334
5.66-S1.R003.K,Yellow,13687996.59,3011747.276,69.547461
5.66-S1.R003.L,Yellow,13687972.48,3011747.276,69.53692179
5.66-S1.R004.A,Yellow,13688263.24,3011767.276,69.65402179
5.66-S1.R004.B,Yellow,13688242.49,3011767.276,69.64495134
5.66-S1.R004.C,Yellow,13688215.01,3011767.276,69.632939
5.66-S1.R004.D,Yellow,13688187.53,3011767.276,69.62092666
5.66-S1.R004.E,Yellow,13688160.06,3011767.276,69.60891869
5.66-S1.R004.F,Yellow,13688132.58,3011767.276,69.59690635
5.66-S1.R004.G,Dark Blue,13688105.8,3011767.276,69.5852
5.66-S1.R004.H,Yellow,13688079.03,3011767.276,69.57349802
5.66-S1.R004.I,Yellow,13688051.55,3011767.276,69.56148568
5.66-S1.R004.J,Yellow,13688024.07,3011767.276,69.54947334
5.66-S1.R004.K,Yellow,13687996.59,3011767.276,69.537461
5.66-S1.R004.L,Yellow,13687972.48,3011767.276,69.52692179
5.66-S1.R005.A,Yellow,13688263.24,3011787.276,69.64402179
5.66-S1.R005.B,Yellow,13688242.49,3011787.276,69.63495134
5.66-S1.R005.C,Yellow,13688215.01,3011787.276,69.622939
5.66-S1.R005.D,Yellow,13688187.53,3011787.276,69.61092666
5.66-S1.R005.E,Yellow,13688160.06,3011787.276,69.59891869
5.66-S1.R005.F,Yellow,13688132.58,3011787.276,69.58690635
5.66-S1.R005.G,Dark Blue,13688105.8,3011787.276,69.5752
5.66-S1.R005.H,Yellow,13688079.03,3011787.276,69.56349802
5.66-S1.R005.I,Yellow,13688051.55,3011787.276,69.55148568
5.66-S1.R005.J,Yellow,13688024.07,3011787.276,69.53947334
5.66-S1.R005.K,Yellow,13687996.59,3011787.276,69.527461
5.66-S1.R005.L,Yellow,13687972.48,3011787.276,69.51692179
5.66-S1.R006.A,Yellow,13688263.24,3011807.276,69.63402179
5.66-S1.R006.B,Yellow,13688242.49,3011807.276,69.62495134
5.66-S1.R006.C,Yellow,13688215.01,3011807.276,69.612939
5.66-S1.R006.D,Yellow,13688187.53,3011807.276,69.60092666
5.66-S1.R006.E,Yellow,13688160.06,3011807.276,69.58891869
5.66-S1.R006.F,Yellow,13688132.58,3011807.276,69.57690635
5.66-S1.R006.G,Dark Blue,13688105.8,3011807.276,69.5652
5.66-S1.R006.H,Yellow,13688079.03,3011807.276,69.55349802
5.66-S1.R006.I,Yellow,13688051.55,3011807.276,69.54148568
5.66-S1.R006.J,Yellow,13688024.07,3011807.276,69.52947334
5.66-S1.R006.K,Yellow,13687996.59,3011807.276,69.517461
5.66-S1.R006.L,Yellow,13687972.48,3011807.276,69.50692179
5.66-S1.R007.A,Yellow,13688263.24,3011827.276,69.62402179
5.66-S1.R007.B,Yellow,13688242.49,3011827.276,69.61495134
5.66-S1.R007.C,Yellow,13688215.01,3011827.276,69.602939
5.66-S1.R007.D,Yellow,13688187.53,3011827.276,69.59092666
5.66-S1.R007.E,Yellow,13688160.06,3011827.276,69.57891869
5.66-S1.R007.F,Yellow,13688132.58,3011827.276,69.56690635
5.66-S1.R007.G,Dark Blue,13688105.8,3011827.276,69.5552
5.66-S1.R007.H,Yellow,13688079.03,3011827.276,69.54349802
5.66-S1.R007.I,Yellow,13688051.55,3011827.276,69.53148568
5.66-S1.R007.J,Yellow,13688024.07,3011827.276,69.51947334
5.66-S1.R007.K,Yellow,13687996.59,3011827.276,69.507461
5.66-S1.R007.L,Yellow,13687972.48,3011827.276,69.49692179
5.66-S1.R008.A,Yellow,13688263.24,3011847.276,69.61402179
5.66-S1.R008.B,Yellow,13688242.49,3011847.276,69.60495134
5.66-S1.R008.C,Yellow,13688215.01,3011847.276,69.592939
5.66-S1.R008.D,Yellow,13688187.53,3011847.276,69.58092666
5.66-S1.R008.E,Yellow,13688160.06,3011847.276,69.56891869
5.66-S1.R008.F,Yellow,13688132.58,3011847.276,69.55690635
5.66-S1.R008.G,Dark Blue,13688105.8,3011847.276,69.5452
5.66-S1.R008.H,Yellow,13688079.03,3011847.276,69.53349802
5.66-S1.R008.I,Yellow,13688051.55,3011847.276,69.52148568
5.66-S1.R008.J,Yellow,13688024.07,3011847.276,69.50947334
5.66-S1.R008.K,Yellow,13687996.59,3011847.276,69.497461
5.66-S1.R008.L,Yellow,13687972.48,3011847.276,69.48692179
5.66-S1.R009.A,Yellow,13688263.24,3011867.276,69.60402179
5.66-S1.R009.B,Yellow,13688242.49,3011867.276,69.59495134
5.66-S1.R009.C,Yellow,13688215.01,3011867.276,69.582939
5.66-S1.R009.D,Yellow,13688187.53,3011867.276,69.57092666
5.66-S1.R009.E,Yellow,13688160.06,3011867.276,69.55891869
5.66-S1.R009.F,Yellow,13688132.58,3011867.276,69.54690635
5.66-S1.R009.G,Dark Blue,13688105.8,3011867.276,69.5352
5.66-S1.R009.H,Yellow,13688079.03,3011867.276,69.52349802
5.66-S1.R009.I,Yellow,13688051.55,3011867.276,69.51148568
5.66-S1.R009.J,Yellow,13688024.07,3011867.276,69.49947334
5.66-S1.R009.K,Yellow,13687996.59,3011867.276,69.487461
5.66-S1.R009.L,Yellow,13687972.48,3011867.276,69.47692179
5.66-S1.R010.A,Yellow,13688263.24,3011887.276,69.59402179
5.66-S1.R010.B,Yellow,13688242.49,3011887.276,69.58495134
5.66-S1.R010.C,Yellow,13688215.01,3011887.276,69.572939
5.66-S1.R010.D,Yellow,13688187.53,3011887.276,69.56092666
5.66-S1.R010.E,Yellow,13688160.06,3011887.276,69.54891869
5.66-S1.R010.F,Yellow,13688132.58,3011887.276,69.53690635
5.66-S1.R010.G,Dark Blue,13688105.8,3011887.276,69.5252
5.66-S1.R010.H,Yellow,13688079.03,3011887.276,69.51349802
5.66-S1.R010.I,Yellow,13688051.55,3011887.276,69.50148568
5.66-S1.R010.J,Yellow,13688024.07,3011887.276,69.48947334
5.66-S1.R010.K,Yellow,13687996.59,3011887.276,69.477461
5.66-S1.R010.L,Yellow,13687972.48,3011887.276,69.46692179
5.66-S1.R011.A,Yellow,13688263.24,3011907.276,69.58402179
5.66-S1.R011.B,Yellow,13688242.49,3011907.276,69.57495134
5.66-S1.R011.C,Yellow,13688215.01,3011907.276,69.562939
5.66-S1.R011.D,Yellow,13688187.53,3011907.276,69.55092666
5.66-S1.R011.E,Yellow,13688160.06,3011907.276,69.53891869
5.66-S1.R011.F,Yellow,13688132.58,3011907.276,69.52690635
5.66-S1.R011.G,Dark Blue,13688105.8,3011907.276,69.5152
5.66-S1.R011.H,Light Blue,13688079.03,3011907.276,69.50349802
5.66-S1.R011.I,Yellow,13688051.55,3011907.276,69.49148568
5.66-S1.R011.J,Yellow,13688024.07,3011907.276,69.47947334
5.66-S1.R011.K,Yellow,13687996.59,3011907.276,69.467461
5.66-S1.R011.L,Yellow,13687972.48,3011907.276,69.45692179
5.66-S1.R012.A,Yellow,13688263.24,3011927.276,69.57402179
5.66-S1.R012.B,Yellow,13688242.49,3011927.276,69.56495134
5.66-S1.R012.C,Yellow,13688215.01,3011927.276,69.552939
5.66-S1.R012.D,Yellow,13688187.53,3011927.276,69.54092666
5.66-S1.R012.E,Yellow,13688160.06,3011927.276,69.52891869
5.66-S1.R012.F,Yellow,13688132.58,3011927.276,69.51690635
5.66-S1.R012.G,Dark Blue,13688105.8,3011927.276,69.5052
5.66-S1.R012.H,Yellow,13688079.03,3011927.276,69.49349802
5.66-S1.R012.I,Yellow,13688051.55,3011927.276,69.48148568
5.66-S1.R012.J,Yellow,13688024.07,3011927.276,69.46947334
5.66-S1.R012.K,Light Blue,13687996.59,3011927.276,69.457461
5.66-S1.R012.L,Yellow,13687972.48,3011927.276,69.44692179
5.66-S1.R013.A,Yellow,13688263.24,3011947.276,69.56402179
5.66-S1.R013.B,Yellow,13688242.49,3011947.276,69.55495134
5.66-S1.R013.C,Yellow,13688215.01,3011947.276,69.542939
5.66-S1.R013.D,Yellow,13688187.53,3011947.276,69.53092666
5.66-S1.R013.E,Yellow,13688160.06,3011947.276,69.51891869
5.66-S1.R013.F,Yellow,13688132.58,3011947.276,69.50690635
5.66-S1.R013.G,Dark Blue,13688105.8,3011947.276,69.4952
5.66-S1.R013.H,Yellow,13688079.03,3011947.276,69.48349802
5.66-S1.R013.I,Yellow,13688051.55,3011947.276,69.47148568
5.66-S1.R013.J,Yellow,13688024.07,3011947.276,69.45947334
5.66-S1.R013.K,Yellow,13687996.59,3011947.276,69.447461
5.66-S1.R013.L,Yellow,13687972.48,3011947.276,69.43692179
5.66-S1.R014.A,Yellow,13688263.24,3011967.276,69.55402179
5.66-S1.R014.B,Yellow,13688242.49,3011967.276,69.54495134
5.66-S1.R014.C,Yellow,13688215.01,3011967.276,69.532939
5.66-S1.R014.D,Yellow,13688187.53,3011967.276,69.52092666
5.66-S1.R014.E,Yellow,13688160.06,3011967.276,69.50891869
5.66-S1.R014.F,Yellow,13688132.58,3011967.276,69.49690635
5.66-S1.R014.G,Dark Blue,13688105.8,3011967.276,69.4852
5.66-S1.R014.H,Yellow,13688079.03,3011967.276,69.47349802
5.66-S1.R014.I,Yellow,13688051.55,3011967.276,69.46148568
5.66-S1.R014.J,Yellow,13688024.07,3011967.276,69.44947334
5.66-S1.R014.K,Yellow,13687996.59,3011967.276,69.437461
5.66-S1.R014.L,Yellow,13687972.48,3011967.276,69.42692179
5.66-S1.R015.A,Yellow,13688263.24,3011987.276,69.54402179
5.66-S1.R015.B,Yellow,13688242.49,3011987.276,69.53495134
5.66-S1.R015.C,Yellow,13688215.01,3011987.276,69.522939
5.66-S1.R015.D,Yellow,13688187.53,3011987.276,69.51092666
5.66-S1.R015.E,Yellow,13688160.06,3011987.276,69.49891869
5.66-S1.R015.F,Yellow,13688132.58,3011987.276,69.48690635
5.66-S1.R015.G,Dark Blue,13688105.8,3011987.276,69.4752
5.66-S1.R015.H,Yellow,13688079.03,3011987.276,69.46349802
5.66-S1.R015.I,Yellow,13688051.55,3011987.276,69.45148568
5.66-S1.R015.J,Yellow,13688024.07,3011987.276,69.43947334
5.66-S1.R015.K,Yellow,13687996.59,3011987.276,69.427461
5.66-S1.R015.L,Yellow,13687972.48,3011987.276,69.41692179
5.66-S1.R016.A,Yellow,13688263.24,3012007.276,69.53402179
5.66-S1.R016.B,Yellow,13688242.49,3012007.276,69.52495134
5.66-S1.R016.C,Yellow,13688215.01,3012007.276,69.512939
5.66-S1.R016.D,Yellow,13688187.53,3012007.276,69.50092666
5.66-S1.R016.E,Yellow,13688160.06,3012007.276,69.48891869
5.66-S1.R016.F,Yellow,13688132.58,3012007.276,69.47690635
5.66-S1.R016.G,Dark Blue,13688105.8,3012007.276,69.4652
5.66-S1.R016.H,Yellow,13688079.03,3012007.276,69.45349802
5.66-S1.R016.I,Yellow,13688051.55,3012007.276,69.44148568
5.66-S1.R016.J,Yellow,13688024.07,3012007.276,69.42947334
5.66-S1.R016.K,Yellow,13687996.59,3012007.276,69.417461
5.66-S1.R016.L,Yellow,13687972.48,3012007.276,69.40692179
5.66-S1.R017.A,Yellow,13688263.24,3012027.276,69.52402179
5.66-S1.R017.B,Yellow,13688242.49,3012027.276,69.51495134
5.66-S1.R017.C,Yellow,13688215.01,3012027.276,69.502939
5.66-S1.R017.D,Yellow,13688187.53,3012027.276,69.49092666
5.66-S1.R017.E,Yellow,13688160.06,3012027.276,69.47891869
5.66-S1.R017.F,Yellow,13688132.58,3012027.276,69.46690635
5.66-S1.R017.G,Dark Blue,13688105.8,3012027.276,69.4552
5.66-S1.R017.H,Yellow,13688079.03,3012027.276,69.44349802
5.66-S1.R017.I,Yellow,13688051.55,3012027.276,69.43148568
5.66-S1.R017.J,Light Blue,13688024.07,3012027.276,69.41947334
5.66-S1.R017.K,Light Blue,13687996.59,3012027.276,69.407461
5.66-S1.R017.L,Light Blue,13687972.48,3012027.276,69.39692179
5.66-S1.R018.A,Yellow,13688263.24,3012047.276,69.51402179
5.66-S1.R018.B,Yellow,13688242.49,3012047.276,69.50495134
5.66-S1.R018.C,Yellow,13688215.01,3012047.276,69.492939
5.66-S1.R018.D,Yellow,13688187.53,3012047.276,69.48092666
5.66-S1.R018.E,Yellow,13688160.06,3012047.276,69.46891869
5.66-S1.R018.F,Yellow,13688132.58,3012047.276,69.45690635
5.66-S1.R018.G,Dark Blue,13688105.8,3012047.276,69.4452
5.66-S1.R018.H,Yellow,13688079.03,3012047.276,69.43349802
5.66-S1.R018.I,Yellow,13688051.55,3012047.276,69.42148568
5.66-S1.R018.J,Yellow,13688024.07,3012047.276,69.40947334
5.66-S1.R018.K,Yellow,13687996.59,3012047.276,69.397461
5.66-S1.R018.L,Yellow,13687972.48,3012047.276,69.38692179
5.66-S1.R019.A,Yellow,13688263.24,3012067.276,69.50402179
5.66-S1.R019.B,Yellow,13688242.49,3012067.276,69.49495134
5.66-S1.R019.C,Yellow,13688215.01,3012067.276,69.482939
5.66-S1.R019.D,Yellow,13688187.53,3012067.276,69.47092666
5.66-S1.R019.E,Yellow,13688160.06,3012067.276,69.45891869
5.66-S1.R019.F,Yellow,13688132.58,3012067.276,69.44690635
5.66-S1.R019.G,Dark Blue,13688105.8,3012067.276,69.4352
5.66-S1.R019.H,Yellow,13688079.03,3012067.276,69.42349802
5.66-S1.R019.I,Yellow,13688051.55,3012067.276,69.41148568
5.66-S1.R019.J,Yellow,13688024.07,3012067.276,69.39947334
5.66-S1.R019.K,Yellow,13687996.59,3012067.276,69.387461
5.66-S1.R019.L,Yellow,13687972.48,3012067.276,69.37692179
5.66-S1.R020.A,Yellow,13688263.24,3012087.276,69.49402179
5.66-S1.R020.B,Yellow,13688242.49,3012087.276,69.48495134
5.66-S1.R020.C,Yellow,13688215.01,3012087.276,69.472939
5.66-S1.R020.D,Yellow,13688187.53,3012087.276,69.46092666
5.66-S1.R020.E,Yellow,13688160.06,3012087.276,69.44891869
5.66-S1.R020.F,Yellow,13688132.58,3012087.276,69.43690635
5.66-S1.R020.G,Dark Blue,13688105.8,3012087.276,69.4252
5.66-S1.R020.H,Yellow,13688079.03,3012087.276,69.41349802
5.66-S1.R020.I,Yellow,13688051.55,3012087.276,69.40148568
5.66-S1.R020.J,Yellow,13688024.07,3012087.276,69.38947334
5.66-S1.R020.K,Yellow,13687996.59,3012087.276,69.377461
5.66-S1.R020.L,Yellow,13687972.48,3012087.276,69.36692179
5.66-S1.R021.A,Yellow,13688263.24,3012107.276,69.48402179
5.66-S1.R021.B,Yellow,13688242.49,3012107.276,69.47495134
5.66-S1.R021.C,Yellow,13688215.01,3012107.276,69.462939
5.66-S1.R021.D,Yellow,13688187.53,3012107.276,69.45092666
5.66-S1.R021.E,Yellow,13688160.06,3012107.276,69.43891869
5.66-S1.R021.F,Yellow,13688132.58,3012107.276,69.42690635
5.66-S1.R021.G,Dark Blue,13688105.8,3012107.276,69.4152
5.66-S1.R021.H,Yellow,13688079.03,3012107.276,69.40349802
5.66-S1.R021.I,Yellow,13688051.55,3012107.276,69.39148568
5.66-S1.R021.J,Yellow,13688024.07,3012107.276,69.37947334
5.66-S1.R021.K,Yellow,13687996.59,3012107.276,69.367461
5.66-S1.R021.L,Yellow,13687972.48,3012107.276,69.35692179
5.66-S1.R022.A,Yellow,13688263.24,3012127.276,69.47402179
5.66-S1.R022.B,Yellow,13688242.49,3012127.276,69.46495134
5.66-S1.R022.C,Yellow,13688215.01,3012127.276,69.452939
5.66-S1.R022.D,Yellow,13688187.53,3012127.276,69.44092666
5.66-S1.R022.E,Yellow,13688160.06,3012127.276,69.42891869
5.66-S1.R022.F,Yellow,13688132.58,3012127.276,69.41690635
5.66-S1.R022.G,Dark Blue,13688105.8,3012127.276,69.4052
5.66-S1.R022.H,Yellow,13688079.03,3012127.276,69.39349802
5.66-S1.R022.I,Yellow,13688051.55,3012127.276,69.38148568
5.66-S1.R022.J,Yellow,13688024.07,3012127.276,69.36947334
5.66-S1.R022.K,Yellow,13687996.59,3012127.276,69.357461
5.66-S1.R022.L,Yellow,13687972.48,3012127.276,69.34692179
5.66-S1.R023.A,Yellow,13688263.24,3012147.276,69.46402179
5.66-S1.R023.B,Yellow,13688242.49,3012147.276,69.45495134
5.66-S1.R023.C,Yellow,13688215.01,3012147.276,69.442939
5.66-S1.R023.D,Yellow,13688187.53,3012147.276,69.43092666
5.66-S1.R023.E,Yellow,13688160.06,3012147.276,69.41891869
5.66-S1.R023.F,Yellow,13688132.58,3012147.276,69.40690635
5.66-S1.R023.G,Dark Blue,13688105.8,3012147.276,69.3952
5.66-S1.R023.H,Yellow,13688079.03,3012147.276,69.38349802
5.66-S1.R023.I,Yellow,13688051.55,3012147.276,69.37148568
5.66-S1.R023.J,Yellow,13688024.07,3012147.276,69.35947334
5.66-S1.R023.K,Yellow,13687996.59,3012147.276,69.347461
5.66-S1.R023.L,Yellow,13687972.48,3012147.276,69.33692179
5.66-S1.R024.A,Yellow,13688263.24,3012167.276,69.45402179
5.66-S1.R024.B,Yellow,13688242.49,3012167.276,69.44495134
5.66-S1.R024.C,Yellow,13688215.01,3012167.276,69.432939
5.66-S1.R024.D,Yellow,13688187.53,3012167.276,69.42092666
5.66-S1.R024.E,Yellow,13688160.06,3012167.276,69.40891869
5.66-S1.R024.F,Yellow,13688132.58,3012167.276,69.39690635
5.66-S1.R024.G,Dark Blue,13688105.8,3012167.276,69.3852
5.66-S1.R024.H,Yellow,13688079.03,3012167.276,69.37349802
5.66-S1.R024.I,Yellow,13688051.55,3012167.276,69.36148568
5.66-S1.R024.J,Yellow,13688024.07,3012167.276,69.34947334
5.66-S1.R024.K,Yellow,13687996.59,3012167.276,69.337461
5.66-S1.R024.L,Yellow,13687972.48,3012167.276,69.32692179
5.66-S1.R025.A,Yellow,13688263.24,3012187.276,69.44402179
5.66-S1.R025.B,Yellow,13688242.49,3012187.276,69.43495134
5.66-S1.R025.C,Yellow,13688215.01,3012187.276,69.422939
5.66-S1.R025.D,Yellow,13688187.53,3012187.276,69.41092666
5.66-S1.R025.E,Yellow,13688160.06,3012187.276,69.39891869
5.66-S1.R025.F,Yellow,13688132.58,3012187.276,69.38690635
5.66-S1.R025.G,Dark Blue,13688105.8,3012187.276,69.3752
5.66-S1.R025.H,Yellow,13688079.03,3012187.276,69.36349802
5.66-S1.R025.I,Yellow,13688051.55,3012187.276,69.35148568
5.66-S1.R025.J,Yellow,13688024.07,3012187.276,69.33947334
5.66-S1.R025.K,Yellow,13687996.59,3012187.276,69.327461
5.66-S1.R025.L,Yellow,13687972.48,3012187.276,69.31692179
5.66-S1.R026.A,Yellow,13688263.24,3012207.276,69.43402179
5.66-S1.R026.B,Yellow,13688242.49,3012207.276,69.42495134
5.66-S1.R026.C,Yellow,13688215.01,3012207.276,69.412939
5.66-S1.R026.D,Yellow,13688187.53,3012207.276,69.40092666
5.66-S1.R026.E,Yellow,13688160.06,3012207.276,69.38891869
5.66-S1.R026.F,Yellow,13688132.58,3012207.276,69.37690635
5.66-S1.R026.G,Dark Blue,13688105.8,3012207.276,69.3652
5.66-S1.R026.H,Yellow,13688079.03,3012207.276,69.35349802
5.66-S1.R026.I,Yellow,13688051.55,3012207.276,69.34148568
5.66-S1.R026.J,Yellow,13688024.07,3012207.276,69.32947334
5.66-S1.R026.K,Yellow,13687996.59,3012207.276,69.317461
5.66-S1.R026.L,Yellow,13687972.48,3012207.276,69.30692179
5.66-S1.R027.A,Yellow,13688263.24,3012227.276,69.42402179
5.66-S1.R027.B,Yellow,13688242.49,3012227.276,69.41495134
5.66-S1.R027.C,Yellow,13688215.01,3012227.276,69.402939
5.66-S1.R027.D,Yellow,13688187.53,3012227.276,69.39092666
5.66-S1.R027.E,Yellow,13688160.06,3012227.276,69.37891869
5.66-S1.R027.F,Yellow,13688132.58,3012227.276,69.36690635
5.66-S1.R027.G,Dark Blue,13688105.8,3012227.276,69.3552
5.66-S1.R027.H,Yellow,13688079.03,3012227.276,69.34349802
5.66-S1.R027.I,Yellow,13688051.55,3012227.276,69.33148568
5.66-S1.R027.J,Yellow,13688024.07,3012227.276,69.31947334
5.66-S1.R027.K,Yellow,13687996.59,3012227.276,69.307461
5.66-S1.R027.L,Yellow,13687972.48,3012227.276,69.29692179
5.66-S1.R028.A,Yellow,13688263.24,3012247.276,69.41402179
5.66-S1.R028.B,Yellow,13688242.49,3012247.276,69.40495134
5.66-S1.R028.C,Yellow,13688215.01,3012247.276,69.392939
5.66-S1.R028.D,Yellow,13688187.53,3012247.276,69.38092666
5.66-S1.R028.E,Yellow,13688160.06,3012247.276,69.36891869
5.66-S1.R028.F,Yellow,13688132.58,3012247.276,69.35690635
5.66-S1.R028.G,Dark Blue,13688105.8,3012247.276,69.3452
5.66-S1.R028.H,Yellow,13688079.03,3012247.276,69.33349802
5.66-S1.R028.I,Yellow,13688051.55,3012247.276,69.32148568
5.66-S1.R028.J,Yellow,13688024.07,3012247.276,69.30947334
5.66-S1.R028.K,Yellow,13687996.59,3012247.276,69.297461
5.66-S1.R028.L,Yellow,13687972.48,3012247.276,69.28692179
5.66-S1.R029.A,Yellow,13688263.24,3012267.276,69.40402179
5.66-S1.R029.B,Yellow,13688242.49,3012267.276,69.39495134
5.66-S1.R029.C,Yellow,13688215.01,3012267.276,69.382939
5.66-S1.R029.D,Yellow,13688187.53,3012267.276,69.37092666
5.66-S1.R029.E,Yellow,13688160.06,3012267.276,69.35891869
5.66-S1.R029.F,Yellow,13688132.58,3012267.276,69.34690635
5.66-S1.R029.G,Dark Blue,13688105.8,3012267.276,69.3352
5.66-S1.R029.H,Yellow,13688079.03,3012267.276,69.32349802
5.66-S1.R029.I,Yellow,13688051.55,3012267.276,69.31148568
5.66-S1.R029.J,Yellow,13688024.07,3012267.276,69.29947334
5.66-S1.R029.K,Yellow,13687996.59,3012267.276,69.287461
5.66-S1.R029.L,Yellow,13687972.48,3012267.276,69.27692179
5.66-S1.R030.A,Yellow,13688263.24,3012287.276,69.39402179
5.66-S1.R030.B,Yellow,13688242.49,3012287.276,69.38495134
5.66-S1.R030.C,Yellow,13688215.01,3012287.276,69.372939
5.66-S1.R030.D,Yellow,13688187.53,3012287.276,69.36092666
5.66-S1.R030.E,Yellow,13688160.06,3012287.276,69.34891869
5.66-S1.R030.F,Yellow,13688132.58,3012287.276,69.33690635
5.66-S1.R030.G,Dark Blue,13688105.8,3012287.276,69.3252
5.66-S1.R030.H,Yellow,13688079.03,3012287.276,69.31349802
5.66-S1.R030.I,Yellow,13688051.55,3012287.276,69.30148568
5.66-S1.R030.J,Yellow,13688024.07,3012287.276,69.28947334
5.66-S1.R030.K,Yellow,13687996.59,3012287.276,69.277461
5.66-S1.R030.L,Yellow,13687972.48,3012287.276,69.26692179
5.66-S1.R031.A,Yellow,13688263.24,3012307.276,69.38402179
5.66-S1.R031.B,Yellow,13688242.49,3012307.276,69.37495134
5.66-S1.R031.C,Yellow,13688215.01,3012307.276,69.362939
5.66-S1.R031.D,Yellow,13688187.53,3012307.276,69.35092666
5.66-S1.R031.E,Yellow,13688160.06,3012307.276,69.33891869
5.66-S1.R031.F,Yellow,13688132.58,3012307.276,69.32690635
5.66-S1.R031.G,Dark Blue,13688105.8,3012307.276,69.3152
5.66-S1.R031.H,Yellow,13688079.03,3012307.276,69.30349802
5.66-S1.R031.I,Yellow,13688051.55,3012307.276,69.29148568
5.66-S1.R031.J,Yellow,13688024.07,3012307.276,69.27947334
5.66-S1.R031.K,Yellow,13687996.59,3012307.276,69.267461
5.66-S1.R031.L,Yellow,13687972.48,3012307.276,69.25692179
5.66-S1.R032.A,Yellow,13688263.24,3012327.276,69.37402179
5.66-S1.R032.B,Yellow,13688242.49,3012327.276,69.36495134
5.66-S1.R032.C,Yellow,13688215.01,3012327.276,69.352939
5.66-S1.R032.D,Yellow,13688187.53,3012327.276,69.34092666
5.66-S1.R032.E,Yellow,13688160.06,3012327.276,69.32891869
5.66-S1.R032.F,Yellow,13688132.58,3012327.276,69.31690635
5.66-S1.R032.G,Dark Blue,13688105.8,3012327.276,69.3052
5.66-S1.R032.H,Yellow,13688079.03,3012327.276,69.29349802
5.66-S1.R032.I,Yellow,13688051.55,3012327.276,69.28148568
5.66-S1.R032.J,Yellow,13688024.07,3012327.276,69.26947334
5.66-S1.R032.K,Yellow,13687996.59,3012327.276,69.257461
5.66-S1.R032.L,Yellow,13687972.48,3012327.276,69.24692179
5.66-S1.R033.A,Yellow,13688263.24,3012347.276,69.36402179
5.66-S1.R033.B,Yellow,13688242.49,3012347.276,69.35495134
5.66-S1.R033.C,Yellow,13688215.01,3012347.276,69.342939
5.66-S1.R033.D,Yellow,13688187.53,3012347.276,69.33092666
5.66-S1.R033.E,Yellow,13688160.06,3012347.276,69.31891869
5.66-S1.R033.F,Yellow,13688132.58,3012347.276,69.30690635
5.66-S1.R033.G,Dark Blue,13688105.8,3012347.276,69.2952
5.66-S1.R033.H,Yellow,13688079.03,3012347.276,69.28349802
5.66-S1.R033.I,Yellow,13688051.55,3012347.276,69.27148568
5.66-S1.R033.J,Yellow,13688024.07,3012347.276,69.25947334
5.66-S1.R033.K,Yellow,13687996.59,3012347.276,69.247461
5.66-S1.R033.L,Yellow,13687972.48,3012347.276,69.23692179
