P,N,E,N,N
2336,2197154.211,6520934.229,0,Standard Array Pier
2337,2195928.707,6520934.229,0,Standard Array Pier
2338,2195864.162,6520934.229,0,Standard Array Pier
2339,2195796.665,6520934.229,0,Standard Array Pier
2340,2195962.979,6520953.76,0,Standard Array Pier
2341,2195929.23,6520953.76,0,Standard Array Pier
2342,2195864.685,6520953.76,0,Standard Array Pier
2343,2196060.087,6520953.76,0,Standard Array Pier
2344,2196030.476,6520953.76,0,Standard Array Pier
2345,2195996.727,6520953.76,0,Standard Array Pier
2346,2195797.189,6520953.76,0,Standard Array Pier
2347,2197120.986,6520953.76,0,Standard Array Pier
2348,2197087.238,6520953.76,0,Standard Array Pier
2349,2197022.693,6520953.76,0,Standard Array Pier
2350,2195830.937,6520953.76,0,Standard Array Pier
2351,2197188.483,6520953.76,0,Standard Array Pier
2352,2197154.735,6520953.76,0,Standard Array Pier
2353,2197119.94,6520914.699,0,Standard Array Pier
2354,2197086.191,6520914.699,0,Standard Array Pier
2355,2197021.646,6520914.699,0,Standard Array Pier
2356,2195829.89,6520914.699,0,Standard Array Pier
2357,2197187.436,6520914.699,0,Standard Array Pier
2358,2197153.688,6520914.699,0,Standard Array Pier
2359,2196954.149,6520914.699,0,Standard Array Pier
2360,2196028.905,6520895.168,0,Standard Array Pier
2361,2195995.157,6520895.168,0,Standard Array Pier
2362,2195961.409,6520895.168,0,Standard Array Pier
2363,2196987.898,6520914.699,0,Standard Array Pier
2364,2196924.538,6520914.699,0,Standard Array Pier
2365,2196058.517,6520895.168,0,Standard Array Pier
2366,2196954.673,6520934.229,0,Standard Array Pier
2367,2196988.421,6520934.229,0,Standard Array Pier
2368,2196925.062,6520934.229,0,Standard Array Pier
2369,2197120.463,6520934.229,0,Standard Array Pier
2370,2197086.715,6520934.229,0,Standard Array Pier
2371,2197022.169,6520934.229,0,Standard Array Pier
2372,2196059.04,6520914.699,0,Standard Array Pier
2373,2195928.184,6520914.699,0,Standard Array Pier
2374,2195863.639,6520914.699,0,Standard Array Pier
2375,2195796.142,6520914.699,0,Standard Array Pier
2376,2196029.429,6520914.699,0,Standard Array Pier
2377,2195995.68,6520914.699,0,Standard Array Pier
2378,2195961.932,6520914.699,0,Standard Array Pier
2379,2197015.889,6520699.862,0,Standard Array Pier
2380,2196948.392,6520699.862,0,Standard Array Pier
2381,2196982.141,6520699.862,0,Standard Array Pier
2382,2197147.931,6520699.862,0,Standard Array Pier
2383,2197114.182,6520699.862,0,Standard Array Pier
2384,2197080.434,6520699.862,0,Standard Array Pier
2385,2196918.781,6520699.862,0,Standard Array Pier
2386,2197079.911,6520680.331,0,Standard Array Pier
2387,2197015.366,6520680.331,0,Standard Array Pier
2388,2196947.869,6520680.331,0,Standard Array Pier
2389,2197181.156,6520680.331,0,Standard Array Pier
2390,2197147.407,6520680.331,0,Standard Array Pier
2391,2197113.659,6520680.331,0,Standard Array Pier
2392,2196919.828,6520738.923,0,Standard Array Pier
2393,2197182.203,6520719.392,0,Standard Array Pier
2394,2197148.454,6520719.392,0,Standard Array Pier
2395,2197016.936,6520738.923,0,Standard Array Pier
2396,2196949.439,6520738.923,0,Standard Array Pier
2397,2196983.187,6520738.923,0,Standard Array Pier
2398,2197114.706,6520719.392,0,Standard Array Pier
2399,2196982.664,6520719.392,0,Standard Array Pier
2400,2196919.304,6520719.392,0,Standard Array Pier
2401,2197181.679,6520699.862,0,Standard Array Pier
2402,2197080.957,6520719.392,0,Standard Array Pier
2403,2197016.412,6520719.392,0,Standard Array Pier
2404,2196948.916,6520719.392,0,Standard Array Pier
2405,2196653.304,6521188.128,0,Standard Array Pier
2406,2196585.807,6521188.128,0,Standard Array Pier
2407,2196619.556,6521188.128,0,Standard Array Pier
2408,2196785.346,6521188.128,0,Standard Array Pier
2409,2196751.598,6521188.128,0,Standard Array Pier
2410,2196717.849,6521188.128,0,Standard Array Pier
2411,2196556.196,6521188.128,0,Standard Array Pier
2412,2196751.074,6521168.597,0,Standard Array Pier
2413,2196717.326,6521168.597,0,Standard Array Pier
2414,2196652.781,6521168.597,0,Standard Array Pier
2415,2196848.182,6521168.597,0,Standard Array Pier
2416,2196818.571,6521168.597,0,Standard Array Pier
2417,2196784.823,6521168.597,0,Standard Array Pier
2418,2196819.618,6521207.658,0,Standard Array Pier
2419,2196785.869,6521207.658,0,Standard Array Pier
2420,2196752.121,6521207.658,0,Standard Array Pier
2421,2196981.617,6520680.331,0,Standard Array Pier
2422,2196918.258,6520680.331,0,Standard Array Pier
2423,2196849.229,6521207.658,0,Standard Array Pier
2424,2196718.373,6521207.658,0,Standard Array Pier
2425,2196556.72,6521207.658,0,Standard Array Pier
2426,2196848.705,6521188.128,0,Standard Array Pier
2427,2196819.094,6521188.128,0,Standard Array Pier
2428,2196653.827,6521207.658,0,Standard Array Pier
2429,2196586.331,6521207.658,0,Standard Array Pier
2430,2196620.079,6521207.658,0,Standard Array Pier
2431,2197184.819,6520817.045,0,Standard Array Pier
2432,2197151.071,6520817.045,0,Standard Array Pier
2433,2197117.323,6520817.045,0,Standard Array Pier
2434,2195861.022,6520817.045,0,Standard Array Pier
2435,2195793.525,6520817.045,0,Standard Array Pier
2436,2195827.274,6520817.045,0,Standard Array Pier
2437,2197083.574,6520817.045,0,Standard Array Pier
2438,2196921.921,6520817.045,0,Standard Array Pier
2439,2197184.296,6520797.515,0,Standard Array Pier
2440,2197150.548,6520797.515,0,Standard Array Pier
2441,2197019.029,6520817.045,0,Standard Array Pier
2442,2196951.533,6520817.045,0,Standard Array Pier
2443,2196985.281,6520817.045,0,Standard Array Pier
2444,2197084.098,6520836.576,0,Standard Array Pier
2445,2197019.553,6520836.576,0,Standard Array Pier
2446,2196952.056,6520836.576,0,Standard Array Pier
2447,2197185.343,6520836.576,0,Standard Array Pier
2448,2197151.594,6520836.576,0,Standard Array Pier
2449,2197117.846,6520836.576,0,Standard Array Pier
2450,2196985.804,6520836.576,0,Standard Array Pier
2451,2195993.064,6520817.045,0,Standard Array Pier
2452,2195959.315,6520817.045,0,Standard Array Pier
2453,2195925.567,6520817.045,0,Standard Array Pier
2454,2196922.445,6520836.576,0,Standard Array Pier
2455,2196056.423,6520817.045,0,Standard Array Pier
2456,2196026.812,6520817.045,0,Standard Array Pier
2457,2197115.753,6520758.453,0,Standard Array Pier
2458,2197082.004,6520758.453,0,Standard Array Pier
2459,2197017.459,6520758.453,0,Standard Array Pier
2460,2196920.875,6520777.984,0,Standard Array Pier
2461,2197183.249,6520758.453,0,Standard Array Pier
2462,2197149.501,6520758.453,0,Standard Array Pier
2463,2196949.962,6520758.453,0,Standard Array Pier
2464,2197148.978,6520738.923,0,Standard Array Pier
2465,2197115.229,6520738.923,0,Standard Array Pier
2466,2197081.481,6520738.923,0,Standard Array Pier
2467,2196983.711,6520758.453,0,Standard Array Pier
2468,2196920.351,6520758.453,0,Standard Array Pier
2469,2197182.726,6520738.923,0,Standard Array Pier
2470,2196951.009,6520797.515,0,Standard Array Pier
2471,2196984.758,6520797.515,0,Standard Array Pier
2472,2196921.398,6520797.515,0,Standard Array Pier
2473,2197116.799,6520797.515,0,Standard Array Pier
2474,2197083.051,6520797.515,0,Standard Array Pier
2475,2197018.506,6520797.515,0,Standard Array Pier
2476,2197183.773,6520777.984,0,Standard Array Pier
2477,2197017.983,6520777.984,0,Standard Array Pier
2478,2196950.486,6520777.984,0,Standard Array Pier
2479,2196984.234,6520777.984,0,Standard Array Pier
2480,2197150.024,6520777.984,0,Standard Array Pier
2481,2197116.276,6520777.984,0,Standard Array Pier
2482,2197082.528,6520777.984,0,Standard Array Pier
2483,2195933.941,6521129.536,0,Standard Array Pier
2484,2195869.396,6521129.536,0,Standard Array Pier
2485,2195801.899,6521129.536,0,Standard Array Pier
2486,2196035.186,6521129.536,0,Standard Array Pier
2487,2196001.438,6521129.536,0,Standard Array Pier
2488,2195967.689,6521129.536,0,Standard Array Pier
2489,2195835.647,6521129.536,0,Standard Array Pier
2490,2197091.948,6521129.536,0,Standard Array Pier
2491,2197027.403,6521129.536,0,Standard Array Pier
2492,2196959.906,6521129.536,0,Standard Array Pier
2493,2197193.193,6521129.536,0,Standard Array Pier
2494,2197159.445,6521129.536,0,Standard Array Pier
2495,2197125.697,6521129.536,0,Standard Array Pier
2496,2195836.171,6521149.066,0,Standard Array Pier
2497,2197193.717,6521149.066,0,Standard Array Pier
2498,2197159.968,6521149.066,0,Standard Array Pier
2499,2195934.464,6521149.066,0,Standard Array Pier
2500,2195869.919,6521149.066,0,Standard Array Pier
2501,2195802.422,6521149.066,0,Standard Array Pier
2502,2197126.22,6521149.066,0,Standard Array Pier
2503,2196994.178,6521149.066,0,Standard Array Pier
2504,2196930.819,6521149.066,0,Standard Array Pier
2505,2196064.797,6521129.536,0,Standard Array Pier
2506,2197092.472,6521149.066,0,Standard Array Pier
2507,2197027.927,6521149.066,0,Standard Array Pier
2508,2196960.43,6521149.066,0,Standard Array Pier
2509,2196993.131,6521110.005,0,Standard Array Pier
2510,2196929.772,6521110.005,0,Standard Array Pier
2511,2196063.75,6521090.474,0,Standard Array Pier
2512,2197091.425,6521110.005,0,Standard Array Pier
2513,2197026.88,6521110.005,0,Standard Array Pier
2514,2196959.383,6521110.005,0,Standard Array Pier
2515,2196034.139,6521090.474,0,Standard Array Pier
2516,2195868.349,6521090.474,0,Standard Array Pier
2517,2195800.852,6521090.474,0,Standard Array Pier
2518,2195834.601,6521090.474,0,Standard Array Pier
2519,2196000.391,6521090.474,0,Standard Array Pier
2520,2195966.642,6521090.474,0,Standard Array Pier
2521,2195932.894,6521090.474,0,Standard Array Pier
2522,2196034.662,6521110.005,0,Standard Array Pier
2523,2196000.914,6521110.005,0,Standard Array Pier
2524,2195967.166,6521110.005,0,Standard Array Pier
2525,2196993.655,6521129.536,0,Standard Array Pier
2526,2196930.295,6521129.536,0,Standard Array Pier
2527,2196064.274,6521110.005,0,Standard Array Pier
2528,2195933.417,6521110.005,0,Standard Array Pier
2529,2197192.67,6521110.005,0,Standard Array Pier
2530,2197158.922,6521110.005,0,Standard Array Pier
2531,2197125.173,6521110.005,0,Standard Array Pier
2532,2195868.872,6521110.005,0,Standard Array Pier
2533,2195801.376,6521110.005,0,Standard Array Pier
2534,2195835.124,6521110.005,0,Standard Array Pier
2535,2196066.367,6521188.128,0,Standard Array Pier
2536,2196036.756,6521188.128,0,Standard Array Pier
2537,2196003.008,6521188.128,0,Standard Array Pier
2538,2196962,6521207.658,0,Standard Array Pier
2539,2196995.748,6521207.658,0,Standard Array Pier
2540,2196932.389,6521207.658,0,Standard Array Pier
2541,2195969.259,6521188.128,0,Standard Array Pier
2542,2195837.217,6521188.128,0,Standard Array Pier
2543,2197194.763,6521188.128,0,Standard Array Pier
2544,2197161.015,6521188.128,0,Standard Array Pier
2545,2195935.511,6521188.128,0,Standard Array Pier
2546,2195870.966,6521188.128,0,Standard Array Pier
2547,2195803.469,6521188.128,0,Standard Array Pier
2548,2195969.783,6521207.658,0,Standard Array Pier
2549,2195936.034,6521207.658,0,Standard Array Pier
2550,2195871.489,6521207.658,0,Standard Array Pier
2551,2196066.891,6521207.658,0,Standard Array Pier
2552,2196037.279,6521207.658,0,Standard Array Pier
2553,2196003.531,6521207.658,0,Standard Array Pier
2554,2195803.992,6521207.658,0,Standard Array Pier
2555,2197127.79,6521207.658,0,Standard Array Pier
2556,2197094.042,6521207.658,0,Standard Array Pier
2557,2197029.497,6521207.658,0,Standard Array Pier
2558,2195837.741,6521207.658,0,Standard Array Pier
2559,2197195.287,6521207.658,0,Standard Array Pier
2560,2197161.538,6521207.658,0,Standard Array Pier
2561,2197126.743,6521168.597,0,Standard Array Pier
2562,2197092.995,6521168.597,0,Standard Array Pier
2563,2197028.45,6521168.597,0,Standard Array Pier
2564,2195836.694,6521168.597,0,Standard Array Pier
2565,2197194.24,6521168.597,0,Standard Array Pier
2566,2197160.492,6521168.597,0,Standard Array Pier
2567,2196960.953,6521168.597,0,Standard Array Pier
2568,2196035.709,6521149.066,0,Standard Array Pier
2569,2196001.961,6521149.066,0,Standard Array Pier
2570,2195968.213,6521149.066,0,Standard Array Pier
2571,2196994.702,6521168.597,0,Standard Array Pier
2572,2196931.342,6521168.597,0,Standard Array Pier
2573,2196065.32,6521149.066,0,Standard Array Pier
2574,2196961.477,6521188.128,0,Standard Array Pier
2575,2196995.225,6521188.128,0,Standard Array Pier
2576,2196931.865,6521188.128,0,Standard Array Pier
2577,2197127.267,6521188.128,0,Standard Array Pier
2578,2197093.518,6521188.128,0,Standard Array Pier
2579,2197028.973,6521188.128,0,Standard Array Pier
2580,2196065.844,6521168.597,0,Standard Array Pier
2581,2195934.988,6521168.597,0,Standard Array Pier
2582,2195870.442,6521168.597,0,Standard Array Pier
2583,2195802.946,6521168.597,0,Standard Array Pier
2584,2196036.233,6521168.597,0,Standard Array Pier
2585,2196002.484,6521168.597,0,Standard Array Pier
2586,2195968.736,6521168.597,0,Standard Array Pier
2587,2197024.263,6521012.352,0,Standard Array Pier
2588,2196956.766,6521012.352,0,Standard Array Pier
2589,2196990.515,6521012.352,0,Standard Array Pier
2590,2197156.305,6521012.352,0,Standard Array Pier
2591,2197122.556,6521012.352,0,Standard Array Pier
2592,2197088.808,6521012.352,0,Standard Array Pier
2593,2196927.155,6521012.352,0,Standard Array Pier
2594,2195964.026,6520992.821,0,Standard Array Pier
2595,2195930.277,6520992.821,0,Standard Array Pier
2596,2195865.732,6520992.821,0,Standard Array Pier
2597,2196061.134,6520992.821,0,Standard Array Pier
2598,2196031.522,6520992.821,0,Standard Array Pier
2599,2195997.774,6520992.821,0,Standard Array Pier
2600,2196927.678,6521031.883,0,Standard Array Pier
2601,2196061.657,6521012.352,0,Standard Array Pier
2602,2196032.046,6521012.352,0,Standard Array Pier
2603,2197024.786,6521031.883,0,Standard Array Pier
2604,2196957.29,6521031.883,0,Standard Array Pier
2605,2196991.038,6521031.883,0,Standard Array Pier
2606,2195998.297,6521012.352,0,Standard Array Pier
2607,2195798.759,6521012.352,0,Standard Array Pier
2608,2195832.507,6521012.352,0,Standard Array Pier
2609,2197190.053,6521012.352,0,Standard Array Pier
2610,2195964.549,6521012.352,0,Standard Array Pier
2611,2195930.801,6521012.352,0,Standard Array Pier
2612,2195866.256,6521012.352,0,Standard Array Pier
2613,2195797.712,6520973.291,0,Standard Array Pier
2614,2195831.46,6520973.291,0,Standard Array Pier
2615,2197189.006,6520973.291,0,Standard Array Pier
2616,2195963.502,6520973.291,0,Standard Array Pier
2617,2195929.754,6520973.291,0,Standard Array Pier
2618,2195865.209,6520973.291,0,Standard Array Pier
2619,2197155.258,6520973.291,0,Standard Array Pier
2620,2196955.719,6520973.291,0,Standard Array Pier
2621,2196989.468,6520973.291,0,Standard Array Pier
2622,2196926.108,6520973.291,0,Standard Array Pier
2623,2197121.51,6520973.291,0,Standard Array Pier
2624,2197087.761,6520973.291,0,Standard Array Pier
2625,2197023.216,6520973.291,0,Standard Array Pier
2626,2197155.781,6520992.821,0,Standard Array Pier
2627,2197122.033,6520992.821,0,Standard Array Pier
2628,2197088.285,6520992.821,0,Standard Array Pier
2629,2195798.235,6520992.821,0,Standard Array Pier
2630,2195831.984,6520992.821,0,Standard Array Pier
2631,2197189.53,6520992.821,0,Standard Array Pier
2632,2197023.74,6520992.821,0,Standard Array Pier
2633,2196060.61,6520973.291,0,Standard Array Pier
2634,2196030.999,6520973.291,0,Standard Array Pier
2635,2195997.251,6520973.291,0,Standard Array Pier
2636,2196956.243,6520992.821,0,Standard Array Pier
2637,2196989.991,6520992.821,0,Standard Array Pier
2638,2196926.632,6520992.821,0,Standard Array Pier
2639,2197191.623,6521070.944,0,Standard Array Pier
2640,2197157.875,6521070.944,0,Standard Array Pier
2641,2197124.126,6521070.944,0,Standard Array Pier
2642,2195867.826,6521070.944,0,Standard Array Pier
2643,2195800.329,6521070.944,0,Standard Array Pier
2644,2195834.077,6521070.944,0,Standard Array Pier
2645,2197090.378,6521070.944,0,Standard Array Pier
2646,2196928.725,6521070.944,0,Standard Array Pier
2647,2196062.704,6521051.413,0,Standard Array Pier
2648,2196033.092,6521051.413,0,Standard Array Pier
2649,2197025.833,6521070.944,0,Standard Array Pier
2650,2196958.336,6521070.944,0,Standard Array Pier
2651,2196992.085,6521070.944,0,Standard Array Pier
2652,2197090.901,6521090.474,0,Standard Array Pier
2653,2197026.356,6521090.474,0,Standard Array Pier
2654,2196958.86,6521090.474,0,Standard Array Pier
2655,2197192.147,6521090.474,0,Standard Array Pier
2656,2197158.398,6521090.474,0,Standard Array Pier
2657,2197124.65,6521090.474,0,Standard Array Pier
2658,2196992.608,6521090.474,0,Standard Array Pier
2659,2195999.867,6521070.944,0,Standard Array Pier
2660,2195966.119,6521070.944,0,Standard Array Pier
2661,2195932.371,6521070.944,0,Standard Array Pier
2662,2196929.248,6521090.474,0,Standard Array Pier
2663,2196063.227,6521070.944,0,Standard Array Pier
2664,2196033.616,6521070.944,0,Standard Array Pier
2665,2195998.821,6521031.883,0,Standard Array Pier
2666,2195965.072,6521031.883,0,Standard Array Pier
2667,2195931.324,6521031.883,0,Standard Array Pier
2668,2196928.202,6521051.413,0,Standard Array Pier
2669,2196062.18,6521031.883,0,Standard Array Pier
2670,2196032.569,6521031.883,0,Standard Array Pier
2671,2195866.779,6521031.883,0,Standard Array Pier
2672,2197156.828,6521031.883,0,Standard Array Pier
2673,2197123.08,6521031.883,0,Standard Array Pier
2674,2197089.331,6521031.883,0,Standard Array Pier
2675,2195799.282,6521031.883,0,Standard Array Pier
2676,2195833.031,6521031.883,0,Standard Array Pier
2677,2197190.576,6521031.883,0,Standard Array Pier
2678,2195867.302,6521051.413,0,Standard Array Pier
2679,2195799.806,6521051.413,0,Standard Array Pier
2680,2195833.554,6521051.413,0,Standard Array Pier
2681,2195999.344,6521051.413,0,Standard Array Pier
2682,2195965.596,6521051.413,0,Standard Array Pier
2683,2195931.847,6521051.413,0,Standard Array Pier
2684,2197191.1,6521051.413,0,Standard Array Pier
2685,2197025.31,6521051.413,0,Standard Array Pier
2686,2196957.813,6521051.413,0,Standard Array Pier
2687,2196991.561,6521051.413,0,Standard Array Pier
2688,2197157.351,6521051.413,0,Standard Array Pier
2689,2197123.603,6521051.413,0,Standard Array Pier
2690,2197089.855,6521051.413,0,Standard Array Pier
2691,2196585.284,6521168.597,0,Standard Array Pier
2692,2196309.087,6521110.005,0,Standard Array Pier
2693,2196244.542,6521110.005,0,Standard Array Pier
2694,2196177.045,6521110.005,0,Standard Array Pier
2695,2196410.332,6521110.005,0,Standard Array Pier
2696,2196376.583,6521110.005,0,Standard Array Pier
2697,2196342.835,6521110.005,0,Standard Array Pier
2698,2196210.793,6521110.005,0,Standard Array Pier
2699,2196376.06,6521090.474,0,Standard Array Pier
2700,2196342.312,6521090.474,0,Standard Array Pier
2701,2196308.563,6521090.474,0,Standard Array Pier
2702,2196147.434,6521110.005,0,Standard Array Pier
2703,2196439.419,6521090.474,0,Standard Array Pier
2704,2196409.808,6521090.474,0,Standard Array Pier
2705,2196440.466,6521129.536,0,Standard Array Pier
2706,2196410.855,6521129.536,0,Standard Array Pier
2707,2196377.107,6521129.536,0,Standard Array Pier
2708,2196178.092,6521149.066,0,Standard Array Pier
2709,2196211.84,6521149.066,0,Standard Array Pier
2710,2196148.48,6521149.066,0,Standard Array Pier
2711,2196343.358,6521129.536,0,Standard Array Pier
2712,2196211.317,6521129.536,0,Standard Array Pier
2713,2196147.957,6521129.536,0,Standard Array Pier
2714,2196439.943,6521110.005,0,Standard Array Pier
2715,2196309.61,6521129.536,0,Standard Array Pier
2716,2196245.065,6521129.536,0,Standard Array Pier
2717,2196177.568,6521129.536,0,Standard Array Pier
2718,2196341.265,6521051.413,0,Standard Array Pier
2719,2196307.516,6521051.413,0,Standard Array Pier
2720,2196242.971,6521051.413,0,Standard Array Pier
2721,2196438.373,6521051.413,0,Standard Array Pier
2722,2196408.762,6521051.413,0,Standard Array Pier
2723,2196375.013,6521051.413,0,Standard Array Pier
2724,2196175.475,6521051.413,0,Standard Array Pier
2725,2196408.238,6521031.883,0,Standard Array Pier
2726,2196374.49,6521031.883,0,Standard Array Pier
2727,2196340.741,6521031.883,0,Standard Array Pier
2728,2196209.223,6521051.413,0,Standard Array Pier
2729,2196145.863,6521051.413,0,Standard Array Pier
2730,2196437.849,6521031.883,0,Standard Array Pier
2731,2196146.91,6521090.474,0,Standard Array Pier
2732,2196438.896,6521070.944,0,Standard Array Pier
2733,2196409.285,6521070.944,0,Standard Array Pier
2734,2196244.018,6521090.474,0,Standard Array Pier
2735,2196176.521,6521090.474,0,Standard Array Pier
2736,2196210.27,6521090.474,0,Standard Array Pier
2737,2196375.537,6521070.944,0,Standard Array Pier
2738,2196175.998,6521070.944,0,Standard Array Pier
2739,2196209.746,6521070.944,0,Standard Array Pier
2740,2196146.387,6521070.944,0,Standard Array Pier
2741,2196341.788,6521070.944,0,Standard Array Pier
2742,2196308.04,6521070.944,0,Standard Array Pier
2743,2196243.495,6521070.944,0,Standard Array Pier
2744,2196572.2,6520680.331,0,Standard Array Pier
2745,2196605.948,6520680.331,0,Standard Array Pier
2746,2196542.589,6520680.331,0,Standard Array Pier
2747,2196737.99,6520680.331,0,Standard Array Pier
2748,2196704.242,6520680.331,0,Standard Array Pier
2749,2196639.697,6520680.331,0,Standard Array Pier
2750,2196442.56,6521207.658,0,Standard Array Pier
2751,2196311.703,6521207.658,0,Standard Array Pier
2752,2196247.158,6521207.658,0,Standard Array Pier
2753,2196179.662,6521207.658,0,Standard Array Pier
2754,2196412.948,6521207.658,0,Standard Array Pier
2755,2196379.2,6521207.658,0,Standard Array Pier
2756,2196345.452,6521207.658,0,Standard Array Pier
2757,2196772.262,6520699.862,0,Standard Array Pier
2758,2196738.513,6520699.862,0,Standard Array Pier
2759,2196704.765,6520699.862,0,Standard Array Pier
2760,2196543.635,6520719.392,0,Standard Array Pier
2761,2196835.621,6520699.862,0,Standard Array Pier
2762,2196806.01,6520699.862,0,Standard Array Pier
2763,2196640.22,6520699.862,0,Standard Array Pier
2764,2196835.098,6520680.331,0,Standard Array Pier
2765,2196805.487,6520680.331,0,Standard Array Pier
2766,2196771.738,6520680.331,0,Standard Array Pier
2767,2196572.723,6520699.862,0,Standard Array Pier
2768,2196606.472,6520699.862,0,Standard Array Pier
2769,2196543.112,6520699.862,0,Standard Array Pier
2770,2196246.112,6521168.597,0,Standard Array Pier
2771,2196178.615,6521168.597,0,Standard Array Pier
2772,2196212.363,6521168.597,0,Standard Array Pier
2773,2196378.153,6521168.597,0,Standard Array Pier
2774,2196344.405,6521168.597,0,Standard Array Pier
2775,2196310.657,6521168.597,0,Standard Array Pier
2776,2196149.004,6521168.597,0,Standard Array Pier
2777,2196343.882,6521149.066,0,Standard Array Pier
2778,2196310.133,6521149.066,0,Standard Array Pier
2779,2196245.588,6521149.066,0,Standard Array Pier
2780,2196440.99,6521149.066,0,Standard Array Pier
2781,2196411.378,6521149.066,0,Standard Array Pier
2782,2196377.63,6521149.066,0,Standard Array Pier
2783,2196412.425,6521188.128,0,Standard Array Pier
2784,2196378.677,6521188.128,0,Standard Array Pier
2785,2196344.928,6521188.128,0,Standard Array Pier
2786,2196213.41,6521207.658,0,Standard Array Pier
2787,2196150.05,6521207.658,0,Standard Array Pier
2788,2196442.036,6521188.128,0,Standard Array Pier
2789,2196311.18,6521188.128,0,Standard Array Pier
2790,2196149.527,6521188.128,0,Standard Array Pier
2791,2196441.513,6521168.597,0,Standard Array Pier
2792,2196411.902,6521168.597,0,Standard Array Pier
2793,2196246.635,6521188.128,0,Standard Array Pier
2794,2196179.138,6521188.128,0,Standard Array Pier
2795,2196212.887,6521188.128,0,Standard Array Pier
2796,2196433.662,6520875.637,0,Standard Array Pier
2797,2196404.051,6520875.637,0,Standard Array Pier
2798,2196370.303,6520875.637,0,Standard Array Pier
2799,2196171.288,6520895.168,0,Standard Array Pier
2800,2196205.036,6520895.168,0,Standard Array Pier
2801,2196141.677,6520895.168,0,Standard Array Pier
2802,2196336.555,6520875.637,0,Standard Array Pier
2803,2196204.513,6520875.637,0,Standard Array Pier
2804,2196141.153,6520875.637,0,Standard Array Pier
2805,2196433.139,6520856.107,0,Standard Array Pier
2806,2196302.806,6520875.637,0,Standard Array Pier
2807,2196238.261,6520875.637,0,Standard Array Pier
2808,2196170.764,6520875.637,0,Standard Array Pier
2809,2196239.308,6520914.699,0,Standard Array Pier
2810,2196171.811,6520914.699,0,Standard Array Pier
2811,2196205.559,6520914.699,0,Standard Array Pier
