P,N,E,N,N
2812,2196371.35,6520914.699,0,Standard Array Pier
2813,2196337.601,6520914.699,0,Standard Array Pier
2814,2196303.853,6520914.699,0,Standard Array Pier
2815,2196142.2,6520914.699,0,Standard Array Pier
2816,2196337.078,6520895.168,0,Standard Array Pier
2817,2196303.33,6520895.168,0,Standard Array Pier
2818,2196238.784,6520895.168,0,Standard Array Pier
2819,2196434.186,6520895.168,0,Standard Array Pier
2820,2196404.575,6520895.168,0,Standard Array Pier
2821,2196370.826,6520895.168,0,Standard Array Pier
2822,2196140.106,6520836.576,0,Standard Array Pier
2823,2196432.092,6520817.045,0,Standard Array Pier
2824,2196402.481,6520817.045,0,Standard Array Pier
2825,2196237.214,6520836.576,0,Standard Array Pier
2826,2196169.718,6520836.576,0,Standard Array Pier
2827,2196203.466,6520836.576,0,Standard Array Pier
2828,2196368.733,6520817.045,0,Standard Array Pier
2829,2196169.194,6520817.045,0,Standard Array Pier
2830,2196202.943,6520817.045,0,Standard Array Pier
2831,2196139.583,6520817.045,0,Standard Array Pier
2832,2196334.984,6520817.045,0,Standard Array Pier
2833,2196301.236,6520817.045,0,Standard Array Pier
2834,2196236.691,6520817.045,0,Standard Array Pier
2835,2196302.283,6520856.107,0,Standard Array Pier
2836,2196237.738,6520856.107,0,Standard Array Pier
2837,2196170.241,6520856.107,0,Standard Array Pier
2838,2196403.528,6520856.107,0,Standard Array Pier
2839,2196369.78,6520856.107,0,Standard Array Pier
2840,2196336.031,6520856.107,0,Standard Array Pier
2841,2196203.989,6520856.107,0,Standard Array Pier
2842,2196369.256,6520836.576,0,Standard Array Pier
2843,2196335.508,6520836.576,0,Standard Array Pier
2844,2196301.759,6520836.576,0,Standard Array Pier
2845,2196140.63,6520856.107,0,Standard Array Pier
2846,2196432.616,6520836.576,0,Standard Array Pier
2847,2196403.004,6520836.576,0,Standard Array Pier
2848,2196373.443,6520992.821,0,Standard Array Pier
2849,2196339.695,6520992.821,0,Standard Array Pier
2850,2196305.946,6520992.821,0,Standard Array Pier
2851,2196144.817,6521012.352,0,Standard Array Pier
2852,2196436.803,6520992.821,0,Standard Array Pier
2853,2196407.191,6520992.821,0,Standard Array Pier
2854,2196241.401,6520992.821,0,Standard Array Pier
2855,2196436.279,6520973.291,0,Standard Array Pier
2856,2196406.668,6520973.291,0,Standard Array Pier
2857,2196372.92,6520973.291,0,Standard Array Pier
2858,2196173.905,6520992.821,0,Standard Array Pier
2859,2196207.653,6520992.821,0,Standard Array Pier
2860,2196144.293,6520992.821,0,Standard Array Pier
2861,2196208.7,6521031.883,0,Standard Array Pier
2862,2196145.34,6521031.883,0,Standard Array Pier
2863,2196437.326,6521012.352,0,Standard Array Pier
2864,2196306.993,6521031.883,0,Standard Array Pier
2865,2196242.448,6521031.883,0,Standard Array Pier
2866,2196174.951,6521031.883,0,Standard Array Pier
2867,2196407.715,6521012.352,0,Standard Array Pier
2868,2196241.925,6521012.352,0,Standard Array Pier
2869,2196174.428,6521012.352,0,Standard Array Pier
2870,2196208.176,6521012.352,0,Standard Array Pier
2871,2196373.966,6521012.352,0,Standard Array Pier
2872,2196340.218,6521012.352,0,Standard Array Pier
2873,2196306.47,6521012.352,0,Standard Array Pier
2874,2196405.621,6520934.229,0,Standard Array Pier
2875,2196371.873,6520934.229,0,Standard Array Pier
2876,2196338.125,6520934.229,0,Standard Array Pier
2877,2196206.606,6520953.76,0,Standard Array Pier
2878,2196143.247,6520953.76,0,Standard Array Pier
2879,2196435.233,6520934.229,0,Standard Array Pier
2880,2196304.376,6520934.229,0,Standard Array Pier
2881,2196142.723,6520934.229,0,Standard Array Pier
2882,2196434.709,6520914.699,0,Standard Array Pier
2883,2196405.098,6520914.699,0,Standard Array Pier
2884,2196239.831,6520934.229,0,Standard Array Pier
2885,2196172.334,6520934.229,0,Standard Array Pier
2886,2196206.083,6520934.229,0,Standard Array Pier
2887,2196173.381,6520973.291,0,Standard Array Pier
2888,2196207.13,6520973.291,0,Standard Array Pier
2889,2196143.77,6520973.291,0,Standard Array Pier
2890,2196339.171,6520973.291,0,Standard Array Pier
2891,2196305.423,6520973.291,0,Standard Array Pier
2892,2196240.878,6520973.291,0,Standard Array Pier
2893,2196435.756,6520953.76,0,Standard Array Pier
2894,2196304.9,6520953.76,0,Standard Array Pier
2895,2196240.355,6520953.76,0,Standard Array Pier
2896,2196172.858,6520953.76,0,Standard Array Pier
2897,2196406.145,6520953.76,0,Standard Array Pier
2898,2196372.396,6520953.76,0,Standard Array Pier
2899,2196338.648,6520953.76,0,Standard Array Pier
2900,2196746.887,6521012.352,0,Standard Array Pier
2901,2196713.139,6521012.352,0,Standard Array Pier
2902,2196648.594,6521012.352,0,Standard Array Pier
2903,2196843.995,6521012.352,0,Standard Array Pier
2904,2196814.384,6521012.352,0,Standard Array Pier
2905,2196780.636,6521012.352,0,Standard Array Pier
2906,2196581.097,6521012.352,0,Standard Array Pier
2907,2196813.861,6520992.821,0,Standard Array Pier
2908,2196780.112,6520992.821,0,Standard Array Pier
2909,2196746.364,6520992.821,0,Standard Array Pier
2910,2196614.845,6521012.352,0,Standard Array Pier
2911,2196551.486,6521012.352,0,Standard Array Pier
2912,2196843.472,6520992.821,0,Standard Array Pier
2913,2196552.533,6521051.413,0,Standard Array Pier
2914,2196844.519,6521031.883,0,Standard Array Pier
2915,2196814.907,6521031.883,0,Standard Array Pier
2916,2196649.641,6521051.413,0,Standard Array Pier
2917,2196582.144,6521051.413,0,Standard Array Pier
2918,2196615.892,6521051.413,0,Standard Array Pier
2919,2196781.159,6521031.883,0,Standard Array Pier
2920,2196581.62,6521031.883,0,Standard Array Pier
2921,2196615.369,6521031.883,0,Standard Array Pier
2922,2196552.009,6521031.883,0,Standard Array Pier
2923,2196747.411,6521031.883,0,Standard Array Pier
2924,2196713.662,6521031.883,0,Standard Array Pier
2925,2196649.117,6521031.883,0,Standard Array Pier
2926,2196779.065,6520953.76,0,Standard Array Pier
2927,2196745.317,6520953.76,0,Standard Array Pier
2928,2196711.569,6520953.76,0,Standard Array Pier
2929,2196550.439,6520973.291,0,Standard Array Pier
2930,2196842.425,6520953.76,0,Standard Array Pier
2931,2196812.814,6520953.76,0,Standard Array Pier
2932,2196647.024,6520953.76,0,Standard Array Pier
2933,2196841.902,6520934.229,0,Standard Array Pier
2934,2196812.29,6520934.229,0,Standard Array Pier
2935,2196778.542,6520934.229,0,Standard Array Pier
2936,2196579.527,6520953.76,0,Standard Array Pier
2937,2196613.275,6520953.76,0,Standard Array Pier
2938,2196549.916,6520953.76,0,Standard Array Pier
2939,2196614.322,6520992.821,0,Standard Array Pier
2940,2196550.962,6520992.821,0,Standard Array Pier
2941,2196842.948,6520973.291,0,Standard Array Pier
2942,2196712.615,6520992.821,0,Standard Array Pier
2943,2196648.07,6520992.821,0,Standard Array Pier
2944,2196580.574,6520992.821,0,Standard Array Pier
2945,2196813.337,6520973.291,0,Standard Array Pier
2946,2196647.547,6520973.291,0,Standard Array Pier
2947,2196580.05,6520973.291,0,Standard Array Pier
2948,2196613.799,6520973.291,0,Standard Array Pier
2949,2196779.589,6520973.291,0,Standard Array Pier
2950,2196745.84,6520973.291,0,Standard Array Pier
2951,2196712.092,6520973.291,0,Standard Array Pier
2952,2196651.734,6521129.536,0,Standard Array Pier
2953,2196584.237,6521129.536,0,Standard Array Pier
2954,2196617.986,6521129.536,0,Standard Array Pier
2955,2196783.776,6521129.536,0,Standard Array Pier
2956,2196750.027,6521129.536,0,Standard Array Pier
2957,2196716.279,6521129.536,0,Standard Array Pier
2958,2196554.626,6521129.536,0,Standard Array Pier
2959,2196749.504,6521110.005,0,Standard Array Pier
2960,2196715.756,6521110.005,0,Standard Array Pier
2961,2196651.211,6521110.005,0,Standard Array Pier
2962,2196846.612,6521110.005,0,Standard Array Pier
2963,2196817.001,6521110.005,0,Standard Array Pier
2964,2196783.252,6521110.005,0,Standard Array Pier
2965,2196818.048,6521149.066,0,Standard Array Pier
2966,2196784.299,6521149.066,0,Standard Array Pier
2967,2196750.551,6521149.066,0,Standard Array Pier
2968,2196619.032,6521168.597,0,Standard Array Pier
2969,2196555.673,6521168.597,0,Standard Array Pier
2970,2196847.659,6521149.066,0,Standard Array Pier
2971,2196716.802,6521149.066,0,Standard Array Pier
2972,2196555.149,6521149.066,0,Standard Array Pier
2973,2196847.135,6521129.536,0,Standard Array Pier
2974,2196817.524,6521129.536,0,Standard Array Pier
2975,2196652.257,6521149.066,0,Standard Array Pier
2976,2196584.761,6521149.066,0,Standard Array Pier
2977,2196618.509,6521149.066,0,Standard Array Pier
2978,2196714.709,6521070.944,0,Standard Array Pier
2979,2196650.164,6521070.944,0,Standard Array Pier
2980,2196582.667,6521070.944,0,Standard Array Pier
2981,2196815.954,6521070.944,0,Standard Array Pier
2982,2196782.206,6521070.944,0,Standard Array Pier
2983,2196748.457,6521070.944,0,Standard Array Pier
2984,2196616.416,6521070.944,0,Standard Array Pier
2985,2196781.682,6521051.413,0,Standard Array Pier
2986,2196747.934,6521051.413,0,Standard Array Pier
2987,2196714.186,6521051.413,0,Standard Array Pier
2988,2196553.056,6521070.944,0,Standard Array Pier
2989,2196845.042,6521051.413,0,Standard Array Pier
2990,2196815.431,6521051.413,0,Standard Array Pier
2991,2196846.089,6521090.474,0,Standard Array Pier
2992,2196816.477,6521090.474,0,Standard Array Pier
2993,2196782.729,6521090.474,0,Standard Array Pier
2994,2196583.714,6521110.005,0,Standard Array Pier
2995,2196617.462,6521110.005,0,Standard Array Pier
2996,2196554.103,6521110.005,0,Standard Array Pier
2997,2196748.981,6521090.474,0,Standard Array Pier
2998,2196616.939,6521090.474,0,Standard Array Pier
2999,2196553.579,6521090.474,0,Standard Array Pier
3000,2196845.565,6521070.944,0,Standard Array Pier
3001,2196715.232,6521090.474,0,Standard Array Pier
3002,2196650.687,6521090.474,0,Standard Array Pier
3003,2196583.191,6521090.474,0,Standard Array Pier
3004,2196545.729,6520797.515,0,Standard Array Pier
3005,2196837.715,6520777.984,0,Standard Array Pier
3006,2196808.104,6520777.984,0,Standard Array Pier
3007,2196642.837,6520797.515,0,Standard Array Pier
3008,2196575.34,6520797.515,0,Standard Array Pier
3009,2196609.088,6520797.515,0,Standard Array Pier
3010,2196774.355,6520777.984,0,Standard Array Pier
3011,2196574.817,6520777.984,0,Standard Array Pier
3012,2196608.565,6520777.984,0,Standard Array Pier
3013,2196545.205,6520777.984,0,Standard Array Pier
3014,2196740.607,6520777.984,0,Standard Array Pier
3015,2196706.858,6520777.984,0,Standard Array Pier
3016,2196642.313,6520777.984,0,Standard Array Pier
3017,2196707.905,6520817.045,0,Standard Array Pier
3018,2196643.36,6520817.045,0,Standard Array Pier
3019,2196575.863,6520817.045,0,Standard Array Pier
3020,2196809.15,6520817.045,0,Standard Array Pier
3021,2196775.402,6520817.045,0,Standard Array Pier
3022,2196741.654,6520817.045,0,Standard Array Pier
3023,2196609.612,6520817.045,0,Standard Array Pier
3024,2196774.879,6520797.515,0,Standard Array Pier
3025,2196741.13,6520797.515,0,Standard Array Pier
3026,2196707.382,6520797.515,0,Standard Array Pier
3027,2196546.252,6520817.045,0,Standard Array Pier
3028,2196838.238,6520797.515,0,Standard Array Pier
3029,2196808.627,6520797.515,0,Standard Array Pier
3030,2196607.518,6520738.923,0,Standard Array Pier
3031,2196544.159,6520738.923,0,Standard Array Pier
3032,2196836.145,6520719.392,0,Standard Array Pier
3033,2196705.812,6520738.923,0,Standard Array Pier
3034,2196641.267,6520738.923,0,Standard Array Pier
3035,2196573.77,6520738.923,0,Standard Array Pier
3036,2196806.533,6520719.392,0,Standard Array Pier
3037,2196640.743,6520719.392,0,Standard Array Pier
3038,2196573.247,6520719.392,0,Standard Array Pier
3039,2196606.995,6520719.392,0,Standard Array Pier
3040,2196772.785,6520719.392,0,Standard Array Pier
3041,2196739.037,6520719.392,0,Standard Array Pier
3042,2196705.288,6520719.392,0,Standard Array Pier
3043,2196740.083,6520758.453,0,Standard Array Pier
3044,2196706.335,6520758.453,0,Standard Array Pier
3045,2196641.79,6520758.453,0,Standard Array Pier
3046,2196837.191,6520758.453,0,Standard Array Pier
3047,2196807.58,6520758.453,0,Standard Array Pier
3048,2196773.832,6520758.453,0,Standard Array Pier
3049,2196574.293,6520758.453,0,Standard Array Pier
3050,2196807.057,6520738.923,0,Standard Array Pier
3051,2196773.308,6520738.923,0,Standard Array Pier
3052,2196739.56,6520738.923,0,Standard Array Pier
3053,2196608.042,6520758.453,0,Standard Array Pier
3054,2196544.682,6520758.453,0,Standard Array Pier
3055,2196836.668,6520738.923,0,Standard Array Pier
3056,2196811.244,6520895.168,0,Standard Array Pier
3057,2196777.495,6520895.168,0,Standard Array Pier
3058,2196743.747,6520895.168,0,Standard Array Pier
3059,2196612.229,6520914.699,0,Standard Array Pier
3060,2196548.869,6520914.699,0,Standard Array Pier
3061,2196840.855,6520895.168,0,Standard Array Pier
3062,2196709.999,6520895.168,0,Standard Array Pier
3063,2196548.346,6520895.168,0,Standard Array Pier
3064,2196840.332,6520875.637,0,Standard Array Pier
3065,2196810.72,6520875.637,0,Standard Array Pier
3066,2196645.454,6520895.168,0,Standard Array Pier
3067,2196577.957,6520895.168,0,Standard Array Pier
3068,2196611.705,6520895.168,0,Standard Array Pier
3069,2196579.004,6520934.229,0,Standard Array Pier
3070,2196612.752,6520934.229,0,Standard Array Pier
3071,2196549.392,6520934.229,0,Standard Array Pier
3072,2196744.794,6520934.229,0,Standard Array Pier
3073,2196711.045,6520934.229,0,Standard Array Pier
3074,2196646.5,6520934.229,0,Standard Array Pier
3075,2196841.378,6520914.699,0,Standard Array Pier
3076,2196710.522,6520914.699,0,Standard Array Pier
3077,2196645.977,6520914.699,0,Standard Array Pier
3078,2196578.48,6520914.699,0,Standard Array Pier
3079,2196811.767,6520914.699,0,Standard Array Pier
3080,2196778.019,6520914.699,0,Standard Array Pier
3081,2196744.27,6520914.699,0,Standard Array Pier
3082,2196839.285,6520836.576,0,Standard Array Pier
3083,2196809.674,6520836.576,0,Standard Array Pier
3084,2196775.925,6520836.576,0,Standard Array Pier
3085,2196576.91,6520856.107,0,Standard Array Pier
3086,2196610.659,6520856.107,0,Standard Array Pier
3087,2196547.299,6520856.107,0,Standard Array Pier
3088,2196742.177,6520836.576,0,Standard Array Pier
3089,2196610.135,6520836.576,0,Standard Array Pier
3090,2196546.776,6520836.576,0,Standard Array Pier
3091,2196838.761,6520817.045,0,Standard Array Pier
3092,2196708.429,6520836.576,0,Standard Array Pier
3093,2196643.884,6520836.576,0,Standard Array Pier
3094,2196576.387,6520836.576,0,Standard Array Pier
3095,2196644.93,6520875.637,0,Standard Array Pier
3096,2196577.434,6520875.637,0,Standard Array Pier
3097,2196611.182,6520875.637,0,Standard Array Pier
3098,2196776.972,6520875.637,0,Standard Array Pier
3099,2196743.224,6520875.637,0,Standard Array Pier
3100,2196709.475,6520875.637,0,Standard Array Pier
3101,2196547.822,6520875.637,0,Standard Array Pier
3102,2196742.7,6520856.107,0,Standard Array Pier
3103,2196708.952,6520856.107,0,Standard Array Pier
3104,2196644.407,6520856.107,0,Standard Array Pier
3105,2196839.808,6520856.107,0,Standard Array Pier
3106,2196810.197,6520856.107,0,Standard Array Pier
3107,2196776.449,6520856.107,0,Standard Array Pier
3108,2196888.647,6520680.331,0,Standard Array Pier Damper
3109,2196878.84,6521207.658,0,Standard Array Pier Damper
3110,2196889.693,6520719.392,0,Standard Array Pier Damper
3111,2196889.17,6520699.862,0,Standard Array Pier Damper
3112,2196527.108,6521207.658,0,Standard Array Pier Damper
3113,2196877.793,6521168.597,0,Standard Array Pier Damper
3114,2196526.062,6521168.597,0,Standard Array Pier Damper
3115,2196878.317,6521188.128,0,Standard Array Pier Damper
3116,2196526.585,6521188.128,0,Standard Array Pier Damper
3117,2196892.833,6520836.576,0,Standard Array Pier Damper
3118,2196086.034,6520817.045,0,Standard Array Pier Damper
3119,2196893.357,6520856.107,0,Standard Array Pier Damper
3120,2196086.558,6520836.576,0,Standard Array Pier Damper
3121,2196892.31,6520817.045,0,Standard Array Pier Damper
3122,2196890.74,6520758.453,0,Standard Array Pier Damper
3123,2196890.217,6520738.923,0,Standard Array Pier Damper
3124,2196891.787,6520797.515,0,Standard Array Pier Damper
3125,2196891.263,6520777.984,0,Standard Array Pier Damper
3126,2196522.921,6521051.413,0,Standard Array Pier Damper
3127,2196874.13,6521031.883,0,Standard Array Pier Damper
3128,2196523.445,6521070.944,0,Standard Array Pier Damper
3129,2196874.653,6521051.413,0,Standard Array Pier Damper
3130,2196522.398,6521031.883,0,Standard Array Pier Damper
3131,2196873.083,6520992.821,0,Standard Array Pier Damper
3132,2196521.351,6520992.821,0,Standard Array Pier Damper
3133,2196873.606,6521012.352,0,Standard Array Pier Damper
3134,2196521.875,6521012.352,0,Standard Array Pier Damper
3135,2196876.747,6521129.536,0,Standard Array Pier Damper
3136,2196525.015,6521129.536,0,Standard Array Pier Damper
3137,2196877.27,6521149.066,0,Standard Array Pier Damper
3138,2196525.538,6521149.066,0,Standard Array Pier Damper
3139,2196876.223,6521110.005,0,Standard Array Pier Damper
3140,2196523.968,6521090.474,0,Standard Array Pier Damper
3141,2196875.176,6521070.944,0,Standard Array Pier Damper
3142,2196524.491,6521110.005,0,Standard Array Pier Damper
3143,2196875.7,6521090.474,0,Standard Array Pier Damper
3144,2196087.081,6520856.107,0,Standard Array Pier Damper
3145,2196900.161,6521110.005,0,Standard Array Pier Damper
3146,2196093.362,6521090.474,0,Standard Array Pier Damper
3147,2196900.684,6521129.536,0,Standard Array Pier Damper
3148,2196093.885,6521110.005,0,Standard Array Pier Damper
3149,2196899.637,6521090.474,0,Standard Array Pier Damper
3150,2196092.315,6521051.413,0,Standard Array Pier Damper
3151,2196898.591,6521051.413,0,Standard Array Pier Damper
3152,2196092.838,6521070.944,0,Standard Array Pier Damper
3153,2196899.114,6521070.944,0,Standard Array Pier Damper
3154,2196095.978,6521188.128,0,Standard Array Pier Damper
3155,2196902.254,6521188.128,0,Standard Array Pier Damper
3156,2196096.502,6521207.658,0,Standard Array Pier Damper
3157,2196902.777,6521207.658,0,Standard Array Pier Damper
3158,2196095.455,6521168.597,0,Standard Array Pier Damper
3159,2196901.207,6521149.066,0,Standard Array Pier Damper
3160,2196094.408,6521129.536,0,Standard Array Pier Damper
3161,2196901.731,6521168.597,0,Standard Array Pier Damper
3162,2196094.932,6521149.066,0,Standard Array Pier Damper
3163,2196895.45,6520934.229,0,Standard Array Pier Damper
3164,2196088.651,6520914.699,0,Standard Array Pier Damper
3165,2196895.974,6520953.76,0,Standard Array Pier Damper
3166,2196089.175,6520934.229,0,Standard Array Pier Damper
3167,2196894.927,6520914.699,0,Standard Array Pier Damper
3168,2196087.605,6520875.637,0,Standard Array Pier Damper
3169,2196893.88,6520875.637,0,Standard Array Pier Damper
3170,2196088.128,6520895.168,0,Standard Array Pier Damper
3171,2196894.404,6520895.168,0,Standard Array Pier Damper
3172,2196091.268,6521012.352,0,Standard Array Pier Damper
3173,2196897.544,6521012.352,0,Standard Array Pier Damper
3174,2196091.791,6521031.883,0,Standard Array Pier Damper
3175,2196898.067,6521031.883,0,Standard Array Pier Damper
3176,2196090.745,6520992.821,0,Standard Array Pier Damper
3177,2196896.497,6520973.291,0,Standard Array Pier Damper
3178,2196089.698,6520953.76,0,Standard Array Pier Damper
3179,2196897.02,6520992.821,0,Standard Array Pier Damper
3180,2196090.221,6520973.291,0,Standard Array Pier Damper
3181,2196872.56,6520973.291,0,Standard Array Pier Damper
3182,2196116.252,6521051.413,0,Standard Array Pier Damper
3183,2196467.461,6521031.883,0,Standard Array Pier Damper
3184,2196116.776,6521070.944,0,Standard Array Pier Damper
3185,2196467.984,6521051.413,0,Standard Array Pier Damper
3186,2196115.729,6521031.883,0,Standard Array Pier Damper
3187,2196466.414,6520992.821,0,Standard Array Pier Damper
3188,2196114.682,6520992.821,0,Standard Array Pier Damper
3189,2196466.937,6521012.352,0,Standard Array Pier Damper
3190,2196115.206,6521012.352,0,Standard Array Pier Damper
3191,2196470.077,6521129.536,0,Standard Array Pier Damper
3192,2196118.346,6521129.536,0,Standard Array Pier Damper
3193,2196470.601,6521149.066,0,Standard Array Pier Damper
3194,2196118.869,6521149.066,0,Standard Array Pier Damper
3195,2196469.554,6521110.005,0,Standard Array Pier Damper
3196,2196117.299,6521090.474,0,Standard Array Pier Damper
3197,2196468.507,6521070.944,0,Standard Array Pier Damper
3198,2196117.822,6521110.005,0,Standard Array Pier Damper
3199,2196469.031,6521090.474,0,Standard Array Pier Damper
3200,2196111.542,6520875.637,0,Standard Array Pier Damper
3201,2196462.75,6520856.107,0,Standard Array Pier Damper
3202,2196112.065,6520895.168,0,Standard Array Pier Damper
3203,2196463.274,6520875.637,0,Standard Array Pier Damper
3204,2196111.019,6520856.107,0,Standard Array Pier Damper
3205,2196461.704,6520817.045,0,Standard Array Pier Damper
3206,2196109.972,6520817.045,0,Standard Array Pier Damper
3207,2196462.227,6520836.576,0,Standard Array Pier Damper
3208,2196110.495,6520836.576,0,Standard Array Pier Damper
3209,2196465.367,6520953.76,0,Standard Array Pier Damper
3210,2196113.635,6520953.76,0,Standard Array Pier Damper
3211,2196465.891,6520973.291,0,Standard Array Pier Damper
3212,2196114.159,6520973.291,0,Standard Array Pier Damper
3213,2196464.844,6520934.229,0,Standard Array Pier Damper
3214,2196112.589,6520914.699,0,Standard Array Pier Damper
3215,2196463.797,6520895.168,0,Standard Array Pier Damper
3216,2196113.112,6520934.229,0,Standard Array Pier Damper
3217,2196464.32,6520914.699,0,Standard Array Pier Damper
3218,2196119.392,6521168.597,0,Standard Array Pier Damper
3219,2196869.419,6520856.107,0,Standard Array Pier Damper
3220,2196517.688,6520856.107,0,Standard Array Pier Damper
3221,2196869.943,6520875.637,0,Standard Array Pier Damper
3222,2196518.211,6520875.637,0,Standard Array Pier Damper
3223,2196868.896,6520836.576,0,Standard Array Pier Damper
3224,2196516.641,6520817.045,0,Standard Array Pier Damper
3225,2196867.849,6520797.515,0,Standard Array Pier Damper
3226,2196517.164,6520836.576,0,Standard Array Pier Damper
3227,2196868.373,6520817.045,0,Standard Array Pier Damper
3228,2196520.305,6520953.76,0,Standard Array Pier Damper
3229,2196871.513,6520934.229,0,Standard Array Pier Damper
3230,2196520.828,6520973.291,0,Standard Array Pier Damper
3231,2196872.036,6520953.76,0,Standard Array Pier Damper
3232,2196519.781,6520934.229,0,Standard Array Pier Damper
3233,2196870.466,6520895.168,0,Standard Array Pier Damper
3234,2196518.734,6520895.168,0,Standard Array Pier Damper
3235,2196870.99,6520914.699,0,Standard Array Pier Damper
3236,2196519.258,6520914.699,0,Standard Array Pier Damper
3237,2196864.709,6520680.331,0,Standard Array Pier Damper
3238,2196512.977,6520680.331,0,Standard Array Pier Damper
3239,2196865.233,6520699.862,0,Standard Array Pier Damper
3240,2196513.501,6520699.862,0,Standard Array Pier Damper
3241,2196472.171,6521207.658,0,Standard Array Pier Damper
3242,2196119.916,6521188.128,0,Standard Array Pier Damper
3243,2196471.124,6521168.597,0,Standard Array Pier Damper
3244,2196120.439,6521207.658,0,Standard Array Pier Damper
3245,2196471.648,6521188.128,0,Standard Array Pier Damper
3246,2196515.594,6520777.984,0,Standard Array Pier Damper
3247,2196866.803,6520758.453,0,Standard Array Pier Damper
3248,2196516.118,6520797.515,0,Standard Array Pier Damper
3249,2196867.326,6520777.984,0,Standard Array Pier Damper
3250,2196515.071,6520758.453,0,Standard Array Pier Damper
3251,2196865.756,6520719.392,0,Standard Array Pier Damper
3252,2196514.024,6520719.392,0,Standard Array Pier Damper
3253,2196866.279,6520738.923,0,Standard Array Pier Damper
3254,2196514.548,6520738.923,0,Standard Array Pier Damper
3255,2197221.234,6521070.944,0,Standard Array Pier_Edge
3256,2195770.194,6521051.413,0,Standard Array Pier_Edge
3257,2197220.711,6521051.413,0,Standard Array Pier_Edge
3258,2195771.241,6521090.474,0,Standard Array Pier_Edge
3259,2197221.758,6521090.474,0,Standard Array Pier_Edge
3260,2195770.718,6521070.944,0,Standard Array Pier_Edge
3261,2197219.664,6521012.352,0,Standard Array Pier_Edge
3262,2195768.624,6520992.821,0,Standard Array Pier_Edge
3263,2197219.141,6520992.821,0,Standard Array Pier_Edge
3264,2195769.671,6521031.883,0,Standard Array Pier_Edge
3265,2197220.188,6521031.883,0,Standard Array Pier_Edge
3266,2195769.148,6521012.352,0,Standard Array Pier_Edge
3267,2197224.375,6521188.128,0,Standard Array Pier_Edge
3268,2195773.335,6521168.597,0,Standard Array Pier_Edge
3269,2197223.851,6521168.597,0,Standard Array Pier_Edge
3270,2195774.381,6521207.658,0,Standard Array Pier_Edge
3271,2197224.898,6521207.658,0,Standard Array Pier_Edge
3272,2195773.858,6521188.128,0,Standard Array Pier_Edge
3273,2197222.804,6521129.536,0,Standard Array Pier_Edge
3274,2195771.764,6521110.005,0,Standard Array Pier_Edge
3275,2197222.281,6521110.005,0,Standard Array Pier_Edge
3276,2195772.811,6521149.066,0,Standard Array Pier_Edge
3277,2197223.328,6521149.066,0,Standard Array Pier_Edge
3278,2195772.288,6521129.536,0,Standard Array Pier_Edge
3279,2195768.101,6520973.291,0,Standard Array Pier_Edge
3280,2195763.914,6520817.045,0,Standard Array Pier_Edge
3281,2197214.431,6520817.045,0,Standard Array Pier_Edge
3282,2197213.907,6520797.515,0,Standard Array Pier_Edge
3283,2197215.477,6520856.107,0,Standard Array Pier_Edge
3284,2195764.437,6520836.576,0,Standard Array Pier_Edge
3285,2197214.954,6520836.576,0,Standard Array Pier_Edge
3286,2197211.814,6520719.392,0,Standard Array Pier_Edge
3287,2197211.29,6520699.862,0,Standard Array Pier_Edge
3288,2197210.767,6520680.331,0,Standard Array Pier_Edge
3289,2197213.384,6520777.984,0,Standard Array Pier_Edge
3290,2197212.861,6520758.453,0,Standard Array Pier_Edge
3291,2197212.337,6520738.923,0,Standard Array Pier_Edge
3292,2195767.054,6520934.229,0,Standard Array Pier_Edge
3293,2197217.571,6520934.229,0,Standard Array Pier_Edge
3294,2195766.531,6520914.699,0,Standard Array Pier_Edge
3295,2197218.618,6520973.291,0,Standard Array Pier_Edge
3296,2195767.577,6520953.76,0,Standard Array Pier_Edge
3297,2197218.094,6520953.76,0,Standard Array Pier_Edge
3298,2195765.484,6520875.637,0,Standard Array Pier_Edge
3299,2197216.001,6520875.637,0,Standard Array Pier_Edge
3300,2195764.961,6520856.107,0,Standard Array Pier_Edge
3301,2197217.047,6520914.699,0,Standard Array Pier_Edge
3302,2195766.007,6520895.168,0,Standard Array Pier_Edge
3303,2197216.524,6520895.168,0,Standard Array Pier_Edge
3304,2197250.846,6521070.944,0,Standard Array Pier_Edge Damper
3305,2195740.583,6521051.413,0,Standard Array Pier_Edge Damper
3306,2197250.322,6521051.413,0,Standard Array Pier_Edge Damper
3307,2195741.63,6521090.474,0,Standard Array Pier_Edge Damper
3308,2197251.369,6521090.474,0,Standard Array Pier_Edge Damper
3309,2195741.106,6521070.944,0,Standard Array Pier_Edge Damper
3310,2197249.276,6521012.352,0,Standard Array Pier_Edge Damper
3311,2195739.013,6520992.821,0,Standard Array Pier_Edge Damper
3312,2197248.752,6520992.821,0,Standard Array Pier_Edge Damper
3313,2195740.06,6521031.883,0,Standard Array Pier_Edge Damper
3314,2197249.799,6521031.883,0,Standard Array Pier_Edge Damper
3315,2195739.536,6521012.352,0,Standard Array Pier_Edge Damper
3316,2197253.986,6521188.128,0,Standard Array Pier_Edge Damper
3317,2195743.723,6521168.597,0,Standard Array Pier_Edge Damper
3318,2197253.462,6521168.597,0,Standard Array Pier_Edge Damper
3319,2195744.77,6521207.658,0,Standard Array Pier_Edge Damper
3320,2197254.509,6521207.658,0,Standard Array Pier_Edge Damper
