Name,Latitude,Longitude,Special WP,Dominant
809,35.0274645,-118.1366426,0,"blue"
797,35.0274630,-118.1367078,0,"blue"
785,35.0274614,-118.1367730,0,"blue"
773,35.0274599,-118.1368383,0,"blue"
761,35.0274584,-118.1369035,0,"blue"
749,35.0274569,-118.1369687,0,"blue"
737,35.0274554,-118.1370340,0,"blue"
725,35.0274539,-118.1370992,0,"blue"
713,35.0274524,-118.1371644,0,"blue"
701,35.0274509,-118.1372296,0,"blue"
689,35.0274494,-118.1372949,0,"blue"
677,35.0274478,-118.1373601,0,"blue"
665,35.0274463,-118.1374253,0,"blue"
653,35.0274448,-118.1374906,0,"green - black"
641,35.0274433,-118.1375558,0,"blue"
629,35.0274418,-118.1376211,0,"blue"
617,35.0274403,-118.1376863,0,"blue"
605,35.0274388,-118.1377515,0,"blue"
593,35.0274373,-118.1378168,0,"blue"
581,35.0274357,-118.1378820,0,"blue"
569,35.0274342,-118.1379472,0,"blue"
557,35.0274327,-118.1380125,0,"blue"
545,35.0274312,-118.1380777,0,"blue"
533,35.0274297,-118.1381429,0,"blue"
521,35.0274282,-118.1382082,0,"yellow - black"
509,35.0274267,-118.1382734,0,"yellow - black"
510,35.0273340,-118.1382732,0,"yellow - black"
522,35.0273355,-118.1382080,0,"yellow - black"
534,35.0273370,-118.1381428,0,"blue"
546,35.0273385,-118.1380775,0,"blue"
558,35.0273400,-118.1380123,0,"blue"
570,35.0273415,-118.1379471,0,"blue"
582,35.0273430,-118.1378818,0,"blue"
594,35.0273445,-118.1378166,0,"blue"
606,35.0273460,-118.1377514,0,"blue"
618,35.0273476,-118.1376861,0,"blue"
630,35.0273491,-118.1376209,0,"blue"
642,35.0273506,-118.1375557,0,"blue"
654,35.0273521,-118.1374904,0,"green - black"
666,35.0273536,-118.1374252,0,"blue"
678,35.0273551,-118.1373600,0,"blue"
690,35.0273566,-118.1372947,0,"blue"
702,35.0273581,-118.1372295,0,"blue"
714,35.0273596,-118.1371643,0,"blue"
726,35.0273612,-118.1370990,0,"blue"
738,35.0273627,-118.1370338,0,"blue"
750,35.0273642,-118.1369686,0,"blue"
762,35.0273657,-118.1369033,0,"blue"
774,35.0273672,-118.1368381,0,"blue"
786,35.0273687,-118.1367729,0,"blue"
798,35.0273702,-118.1367076,0,"blue"
810,35.0273717,-118.1366424,0,"blue"
822,35.0273732,-118.1365772,0,"blue"
834,35.0273748,-118.1365119,0,"blue"
835,35.0272861,-118.1365118,0,"yellow"
823,35.0272846,-118.1365770,0,"green"
811,35.0272831,-118.1366423,0,"green"
799,35.0272815,-118.1367075,0,"green"
787,35.0272800,-118.1367727,0,"green"
775,35.0272785,-118.1368380,0,"green"
763,35.0272770,-118.1369032,0,"green"
751,35.0272755,-118.1369684,0,"green"
739,35.0272740,-118.1370336,0,"green"
727,35.0272725,-118.1370989,0,"green"
715,35.0272710,-118.1371641,0,"green"
703,35.0272695,-118.1372293,0,"green"
691,35.0272679,-118.1372946,0,"green"
679,35.0272664,-118.1373598,0,"green"
667,35.0272649,-118.1374250,0,"green"
655,35.0272634,-118.1374903,0,"green"
643,35.0272619,-118.1375555,0,"green"
631,35.0272604,-118.1376208,0,"green"
619,35.0272589,-118.1376860,0,"green"
607,35.0272574,-118.1377512,0,"green"
595,35.0272559,-118.1378165,0,"green"
583,35.0272543,-118.1378817,0,"green"
571,35.0272528,-118.1379469,0,"green"
559,35.0272513,-118.1380122,0,"green"
547,35.0272498,-118.1380774,0,"green"
535,35.0272483,-118.1381426,0,"green"
523,35.0272468,-118.1382079,0,"yellow"
511,35.0272453,-118.1382731,0,"white"
512,35.0271566,-118.1382729,0,"yellow - black"
524,35.0271581,-118.1382077,0,"yellow - black"
536,35.0271596,-118.1381425,0,"blue"
548,35.0271611,-118.1380772,0,"blue"
560,35.0271626,-118.1380120,0,"blue"
572,35.0271642,-118.1379468,0,"blue"
584,35.0271657,-118.1378816,0,"blue"
596,35.0271672,-118.1378163,0,"blue"
608,35.0271687,-118.1377511,0,"blue"
620,35.0271702,-118.1376859,0,"blue"
632,35.0271717,-118.1376206,0,"blue"
644,35.0271732,-118.1375554,0,"blue"
656,35.0271747,-118.1374901,0,"green - black"
668,35.0271762,-118.1374249,0,"blue"
680,35.0271778,-118.1373597,0,"blue"
692,35.0271793,-118.1372944,0,"blue"
704,35.0271808,-118.1372292,0,"blue"
716,35.0271823,-118.1371640,0,"blue"
728,35.0271838,-118.1370987,0,"blue"
740,35.0271853,-118.1370335,0,"blue"
752,35.0271868,-118.1369683,0,"blue"
764,35.0271883,-118.1369030,0,"blue"
776,35.0271899,-118.1368378,0,"blue"
788,35.0271914,-118.1367726,0,"blue"
800,35.0271929,-118.1367073,0,"blue"
812,35.0271944,-118.1366421,0,"blue"
824,35.0271959,-118.1365769,0,"blue"
836,35.0271974,-118.1365116,0,"blue"
837,35.0271047,-118.1365115,0,"blue"
825,35.0271032,-118.1365767,0,"blue"
813,35.0271017,-118.1366420,0,"blue"
801,35.0271001,-118.1367072,0,"blue"
789,35.0270986,-118.1367724,0,"blue"
777,35.0270971,-118.1368377,0,"blue"
765,35.0270956,-118.1369029,0,"blue"
753,35.0270941,-118.1369681,0,"blue"
741,35.0270926,-118.1370333,0,"blue"
729,35.0270911,-118.1370986,0,"blue"
717,35.0270896,-118.1371638,0,"blue"
705,35.0270881,-118.1372290,0,"blue"
693,35.0270865,-118.1372943,0,"blue"
681,35.0270850,-118.1373595,0,"blue"
669,35.0270835,-118.1374247,0,"blue"
657,35.0270820,-118.1374900,0,"green - black"
645,35.0270805,-118.1375552,0,"blue"
633,35.0270790,-118.1376205,0,"blue"
621,35.0270775,-118.1376857,0,"blue"
609,35.0270760,-118.1377509,0,"blue"
597,35.0270745,-118.1378162,0,"blue"
585,35.0270729,-118.1378814,0,"blue"
573,35.0270714,-118.1379466,0,"blue"
561,35.0270699,-118.1380119,0,"blue"
549,35.0270684,-118.1380771,0,"blue"
537,35.0270669,-118.1381423,0,"blue"
525,35.0270654,-118.1382076,0,"yellow - black"
513,35.0270639,-118.1382728,0,"yellow - black"
514,35.0269711,-118.1382726,0,"yellow - black"
526,35.0269727,-118.1382074,0,"yellow - black"
538,35.0269742,-118.1381422,0,"blue"
550,35.0269757,-118.1380769,0,"blue"
562,35.0269772,-118.1380117,0,"blue"
574,35.0269787,-118.1379465,0,"blue"
586,35.0269802,-118.1378812,0,"blue"
598,35.0269817,-118.1378160,0,"blue"
610,35.0269832,-118.1377508,0,"blue"
622,35.0269847,-118.1376855,0,"blue"
634,35.0269863,-118.1376203,0,"blue"
646,35.0269878,-118.1375551,0,"blue"
658,35.0269893,-118.1374898,0,"blue - black"
670,35.0269908,-118.1374246,0,"blue"
682,35.0269923,-118.1373594,0,"blue"
694,35.0269938,-118.1372941,0,"blue"
706,35.0269953,-118.1372289,0,"blue"
718,35.0269968,-118.1371637,0,"blue"
730,35.0269984,-118.1370984,0,"blue"
742,35.0269999,-118.1370332,0,"blue"
754,35.0270014,-118.1369680,0,"blue"
766,35.0270029,-118.1369027,0,"blue"
778,35.0270044,-118.1368375,0,"blue"
790,35.0270059,-118.1367723,0,"blue"
802,35.0270074,-118.1367070,0,"blue"
814,35.0270089,-118.1366418,0,"blue"
826,35.0270104,-118.1365766,0,"blue"
838,35.0270120,-118.1365113,0,"blue"
839,35.0269306,-118.1365112,0,"blue"
827,35.0269291,-118.1365764,0,"blue"
815,35.0269276,-118.1366417,0,"blue"
803,35.0269261,-118.1367069,0,"blue"
791,35.0269246,-118.1367721,0,"blue"
779,35.0269231,-118.1368374,0,"blue"
767,35.0269215,-118.1369026,0,"blue"
755,35.0269200,-118.1369678,0,"blue"
743,35.0269185,-118.1370331,0,"blue"
731,35.0269170,-118.1370983,0,"blue"
719,35.0269155,-118.1371635,0,"blue"
707,35.0269140,-118.1372288,0,"blue"
695,35.0269125,-118.1372940,0,"blue"
683,35.0269110,-118.1373592,0,"blue"
671,35.0269095,-118.1374245,0,"blue"
659,35.0269079,-118.1374897,0,"blue - black"
647,35.0269064,-118.1375549,0,"blue"
635,35.0269049,-118.1376202,0,"blue"
623,35.0269034,-118.1376854,0,"blue"
611,35.0269019,-118.1377506,0,"blue"
599,35.0269004,-118.1378159,0,"blue"
587,35.0268989,-118.1378811,0,"blue"
575,35.0268974,-118.1379463,0,"blue"
563,35.0268958,-118.1380116,0,"blue"
551,35.0268943,-118.1380768,0,"blue"
539,35.0268928,-118.1381420,0,"blue"
527,35.0268913,-118.1382073,0,"yellow - black"
515,35.0268898,-118.1382725,0,"yellow - black"
516,35.0268084,-118.1382724,0,"yellow - black"
528,35.0268100,-118.1382071,0,"yellow - black"
540,35.0268115,-118.1381419,0,"blue - black"
552,35.0268130,-118.1380767,0,"blue - black"
564,35.0268145,-118.1380114,0,"blue - black"
576,35.0268160,-118.1379462,0,"blue - black"
588,35.0268175,-118.1378810,0,"purple - black"
600,35.0268190,-118.1378157,0,"purple - black"
612,35.0268205,-118.1377505,0,"blue - black"
624,35.0268220,-118.1376853,0,"blue - black"
636,35.0268236,-118.1376200,0,"blue - black"
648,35.0268251,-118.1375548,0,"blue - black"
660,35.0268266,-118.1374895,0,"blue - black"
672,35.0268281,-118.1374243,0,"blue - black"
684,35.0268296,-118.1373591,0,"blue - black"
696,35.0268311,-118.1372939,0,"blue - black"
708,35.0268326,-118.1372286,0,"blue - black"
720,35.0268341,-118.1371634,0,"blue - black"
732,35.0268356,-118.1370982,0,"blue - black"
744,35.0268372,-118.1370329,0,"blue - black"
756,35.0268387,-118.1369677,0,"blue - black"
768,35.0268402,-118.1369025,0,"blue - black"
780,35.0268417,-118.1368372,0,"blue - black"
792,35.0268432,-118.1367720,0,"blue - black"
804,35.0268447,-118.1367068,0,"blue - black"
816,35.0268462,-118.1366415,0,"blue - black"
828,35.0268477,-118.1365763,0,"blue - black"
840,35.0268492,-118.1365110,0,"blue - black"
1165,35.0267835,-118.1365109,0,"blue - black"
1153,35.0267820,-118.1365762,0,"blue - black"
1141,35.0267805,-118.1366414,0,"blue - black"
1129,35.0267789,-118.1367067,0,"blue - black"
1117,35.0267774,-118.1367719,0,"blue - black"
1105,35.0267759,-118.1368371,0,"blue - black"
1093,35.0267744,-118.1369024,0,"blue - black"
1081,35.0267729,-118.1369676,0,"blue - black"
1069,35.0267714,-118.1370328,0,"blue - black"
1057,35.0267699,-118.1370980,0,"blue - black"
1045,35.0267684,-118.1371633,0,"blue - black"
1033,35.0267669,-118.1372285,0,"blue - black"
1021,35.0267654,-118.1372937,0,"blue - black"
1009,35.0267638,-118.1373590,0,"blue - black"
997,35.0267623,-118.1374242,0,"blue - black"
985,35.0267608,-118.1374894,0,"blue - black"
973,35.0267593,-118.1375547,0,"blue - black"
961,35.0267578,-118.1376199,0,"blue - black"
949,35.0267563,-118.1376852,0,"blue - black"
937,35.0267548,-118.1377504,0,"blue - black"
925,35.0267533,-118.1378156,0,"blue - black"
913,35.0267517,-118.1378809,0,"blue - black"
901,35.0267502,-118.1379461,0,"blue - black"
889,35.0267487,-118.1380113,0,"blue - black"
877,35.0267472,-118.1380766,0,"blue - black"
865,35.0267457,-118.1381418,0,"blue - black"
853,35.0267442,-118.1382070,0,"yellow - black"
841,35.0267427,-118.1382722,0,"yellow - black"
842,35.0266613,-118.1382721,0,"yellow - black"
854,35.0266628,-118.1382069,0,"yellow - black"
866,35.0266643,-118.1381416,0,"blue"
878,35.0266658,-118.1380764,0,"blue"
890,35.0266674,-118.1380112,0,"blue"
902,35.0266689,-118.1379460,0,"blue"
914,35.0266704,-118.1378807,0,"blue"
926,35.0266719,-118.1378155,0,"blue"
938,35.0266734,-118.1377503,0,"blue"
950,35.0266749,-118.1376850,0,"blue"
962,35.0266764,-118.1376198,0,"blue"
974,35.0266779,-118.1375546,0,"blue"
986,35.0266794,-118.1374893,0,"blue - black"
998,35.0266810,-118.1374241,0,"blue"
1010,35.0266825,-118.1373588,0,"blue"
1022,35.0266840,-118.1372936,0,"blue"
1034,35.0266855,-118.1372284,0,"blue"
1046,35.0266870,-118.1371631,0,"blue"
1058,35.0266885,-118.1370979,0,"blue"
1070,35.0266900,-118.1370327,0,"blue"
1082,35.0266915,-118.1369675,0,"blue"
1094,35.0266930,-118.1369022,0,"blue"
1106,35.0266946,-118.1368370,0,"blue"
1118,35.0266961,-118.1367718,0,"blue"
1130,35.0266976,-118.1367065,0,"blue"
1142,35.0266991,-118.1366413,0,"blue"
1154,35.0267006,-118.1365761,0,"blue"
1166,35.0267021,-118.1365108,0,"blue"
1167,35.0266207,-118.1365107,0,"blue"
1155,35.0266192,-118.1365759,0,"blue"
1143,35.0266177,-118.1366412,0,"blue"
1131,35.0266162,-118.1367064,0,"blue"
1119,35.0266147,-118.1367716,0,"blue"
1107,35.0266132,-118.1368369,0,"blue"
1095,35.0266117,-118.1369021,0,"blue"
1083,35.0266102,-118.1369673,0,"blue"
1071,35.0266087,-118.1370325,0,"blue"
1059,35.0266071,-118.1370978,0,"blue"
1047,35.0266056,-118.1371630,0,"blue"
1035,35.0266041,-118.1372282,0,"blue"
1023,35.0266026,-118.1372935,0,"blue"
1011,35.0266011,-118.1373587,0,"blue"
999,35.0265996,-118.1374239,0,"blue"
987,35.0265981,-118.1374892,0,"blue - black"
975,35.0265966,-118.1375544,0,"blue"
963,35.0265951,-118.1376197,0,"blue"
951,35.0265935,-118.1376849,0,"blue"
939,35.0265920,-118.1377501,0,"blue"
927,35.0265905,-118.1378154,0,"blue"
915,35.0265890,-118.1378806,0,"blue"
903,35.0265875,-118.1379458,0,"blue"
891,35.0265860,-118.1380111,0,"blue"
879,35.0265845,-118.1380763,0,"blue"
867,35.0265830,-118.1381415,0,"blue"
855,35.0265815,-118.1382067,0,"yellow - black"
843,35.0265799,-118.1382720,0,"yellow - black"
844,35.0264872,-118.1382718,0,"yellow - black"
856,35.0264887,-118.1382066,0,"yellow - black"
868,35.0264902,-118.1381414,0,"blue"
880,35.0264917,-118.1380761,0,"blue"
892,35.0264933,-118.1380109,0,"purple"
904,35.0264948,-118.1379457,0,"purple"
916,35.0264963,-118.1378804,0,"purple"
928,35.0264978,-118.1378152,0,"purple"
940,35.0264993,-118.1377500,0,"purple"
952,35.0265008,-118.1376847,0,"blue"
964,35.0265023,-118.1376195,0,"blue"
976,35.0265038,-118.1375543,0,"blue"
988,35.0265053,-118.1374890,0,"blue - black"
1000,35.0265069,-118.1374238,0,"blue"
1012,35.0265084,-118.1373585,0,"blue"
1024,35.0265099,-118.1372933,0,"blue"
1036,35.0265114,-118.1372281,0,"blue"
1048,35.0265129,-118.1371629,0,"blue"
1060,35.0265144,-118.1370976,0,"blue"
1072,35.0265159,-118.1370324,0,"blue"
1084,35.0265174,-118.1369672,0,"blue"
1096,35.0265189,-118.1369019,0,"blue"
1108,35.0265205,-118.1368367,0,"blue"
1120,35.0265220,-118.1367715,0,"blue"
1132,35.0265235,-118.1367062,0,"blue"
1144,35.0265250,-118.1366410,0,"blue"
1156,35.0265265,-118.1365758,0,"blue"
1168,35.0265280,-118.1365105,0,"blue"
1169,35.0264353,-118.1365104,0,"blue"
1157,35.0264338,-118.1365756,0,"blue"
1145,35.0264323,-118.1366409,0,"blue"
1133,35.0264308,-118.1367061,0,"blue"
1121,35.0264292,-118.1367713,0,"blue"
1109,35.0264277,-118.1368365,0,"blue"
1097,35.0264262,-118.1369018,0,"blue"
1085,35.0264247,-118.1369670,0,"blue"
1073,35.0264232,-118.1370322,0,"blue"
1061,35.0264217,-118.1370975,0,"blue"
1049,35.0264202,-118.1371627,0,"blue"
1037,35.0264187,-118.1372279,0,"blue"
1025,35.0264172,-118.1372932,0,"blue"
1013,35.0264156,-118.1373584,0,"orange"
1001,35.0264141,-118.1374236,0,"blue"
989,35.0264126,-118.1374889,0,"green - black"
977,35.0264111,-118.1375541,0,"blue"
965,35.0264096,-118.1376194,0,"blue"
953,35.0264081,-118.1376846,0,"blue"
941,35.0264066,-118.1377498,0,"blue"
929,35.0264051,-118.1378150,0,"blue"
917,35.0264036,-118.1378803,0,"blue"
905,35.0264020,-118.1379455,0,"blue"
893,35.0264005,-118.1380107,0,"blue"
881,35.0263990,-118.1380760,0,"blue"
869,35.0263975,-118.1381412,0,"blue"
857,35.0263960,-118.1382064,0,"yellow - black"
845,35.0263945,-118.1382717,0,"yellow - black"
846,35.0263018,-118.1382715,0,"yellow - black"
858,35.0263033,-118.1382063,0,"yellow - black"
870,35.0263048,-118.1381410,0,"blue"
882,35.0263063,-118.1380758,0,"blue"
894,35.0263078,-118.1380106,0,"blue"
906,35.0263093,-118.1379454,0,"blue"
918,35.0263108,-118.1378801,0,"blue"
930,35.0263123,-118.1378149,0,"blue"
942,35.0263138,-118.1377497,0,"blue"
954,35.0263154,-118.1376844,0,"blue"
966,35.0263169,-118.1376192,0,"blue"
978,35.0263184,-118.1375540,0,"blue"
990,35.0263199,-118.1374887,0,"green - black"
1002,35.0263214,-118.1374235,0,"blue"
1014,35.0263229,-118.1373582,0,"orange"
1026,35.0263244,-118.1372930,0,"blue"
1038,35.0263259,-118.1372278,0,"blue"
1050,35.0263274,-118.1371625,0,"blue"
1062,35.0263290,-118.1370973,0,"blue"
1074,35.0263305,-118.1370321,0,"blue"
1086,35.0263320,-118.1369669,0,"blue"
1098,35.0263335,-118.1369016,0,"blue"
1110,35.0263350,-118.1368364,0,"blue"
1122,35.0263365,-118.1367712,0,"blue"
1134,35.0263380,-118.1367059,0,"blue"
1146,35.0263395,-118.1366407,0,"blue"
1158,35.0263410,-118.1365755,0,"blue"
1170,35.0263426,-118.1365102,0,"blue"
1171,35.0262539,-118.1365101,0,"yellow"
1159,35.0262524,-118.1365753,0,"green"
1147,35.0262509,-118.1366406,0,"green"
1135,35.0262494,-118.1367058,0,"green"
1123,35.0262479,-118.1367710,0,"green"
1111,35.0262463,-118.1368362,0,"green"
1099,35.0262448,-118.1369015,0,"green"
1087,35.0262433,-118.1369667,0,"green"
1075,35.0262418,-118.1370319,0,"green"
1063,35.0262403,-118.1370972,0,"green"
1051,35.0262388,-118.1371624,0,"green"
1039,35.0262373,-118.1372276,0,"green"
1027,35.0262358,-118.1372929,0,"green"
1015,35.0262343,-118.1373581,0,"green"
1003,35.0262327,-118.1374233,0,"green"
991,35.0262312,-118.1374886,0,"green"
979,35.0262297,-118.1375538,0,"green"
967,35.0262282,-118.1376191,0,"green"
955,35.0262267,-118.1376843,0,"green"
943,35.0262252,-118.1377495,0,"green"
931,35.0262237,-118.1378147,0,"green"
919,35.0262222,-118.1378800,0,"green"
907,35.0262206,-118.1379452,0,"green"
895,35.0262191,-118.1380104,0,"green"
883,35.0262176,-118.1380757,0,"green"
871,35.0262161,-118.1381409,0,"green"
859,35.0262146,-118.1382061,0,"yellow"
847,35.0262131,-118.1382714,0,"white"
848,35.0261244,-118.1382712,0,"yellow - black"
860,35.0261259,-118.1382060,0,"yellow - black"
872,35.0261274,-118.1381408,0,"blue"
884,35.0261290,-118.1380755,0,"blue"
896,35.0261305,-118.1380103,0,"blue"
908,35.0261320,-118.1379451,0,"blue"
920,35.0261335,-118.1378798,0,"blue"
932,35.0261350,-118.1378146,0,"blue"
944,35.0261365,-118.1377494,0,"blue"
956,35.0261380,-118.1376841,0,"blue"
968,35.0261395,-118.1376189,0,"blue"
980,35.0261411,-118.1375537,0,"blue"
992,35.0261426,-118.1374884,0,"green - black"
1004,35.0261441,-118.1374232,0,"blue"
1016,35.0261456,-118.1373579,0,"green - black"
1028,35.0261471,-118.1372927,0,"blue"
1040,35.0261486,-118.1372275,0,"blue"
1052,35.0261501,-118.1371623,0,"blue"
1064,35.0261516,-118.1370970,0,"blue"
1076,35.0261532,-118.1370318,0,"blue"
1088,35.0261547,-118.1369666,0,"blue"
1100,35.0261562,-118.1369013,0,"blue"
1112,35.0261577,-118.1368361,0,"blue"
1124,35.0261592,-118.1367709,0,"blue"
1136,35.0261607,-118.1367056,0,"blue"
1148,35.0261622,-118.1366404,0,"blue"
1160,35.0261637,-118.1365752,0,"blue"
1172,35.0261652,-118.1365099,0,"blue"
1173,35.0260725,-118.1365098,0,"blue"
1161,35.0260710,-118.1365750,0,"blue"
1149,35.0260695,-118.1366403,0,"blue"
1137,35.0260680,-118.1367055,0,"blue"
1125,35.0260665,-118.1367707,0,"blue"
1113,35.0260650,-118.1368359,0,"blue"
1101,35.0260634,-118.1369012,0,"blue"
1089,35.0260619,-118.1369664,0,"blue"
1077,35.0260604,-118.1370316,0,"blue"
1065,35.0260589,-118.1370969,0,"blue"
1053,35.0260574,-118.1371621,0,"blue"
1041,35.0260559,-118.1372273,0,"blue"
1029,35.0260544,-118.1372926,0,"blue"
1017,35.0260529,-118.1373578,0,"green - black"
1005,35.0260514,-118.1374230,0,"blue"
993,35.0260498,-118.1374883,0,"green - black"
981,35.0260483,-118.1375535,0,"blue"
969,35.0260468,-118.1376188,0,"blue"
957,35.0260453,-118.1376840,0,"blue"
945,35.0260438,-118.1377492,0,"blue"
933,35.0260423,-118.1378144,0,"blue"
921,35.0260408,-118.1378797,0,"blue"
909,35.0260393,-118.1379449,0,"blue"
897,35.0260377,-118.1380101,0,"blue"
885,35.0260362,-118.1380754,0,"blue"
873,35.0260347,-118.1381406,0,"blue"
861,35.0260332,-118.1382058,0,"yellow - black"
849,35.0260317,-118.1382711,0,"yellow - black"
850,35.0259390,-118.1382709,0,"yellow - black"
862,35.0259405,-118.1382057,0,"yellow - black"
874,35.0259420,-118.1381404,0,"blue"
886,35.0259435,-118.1380752,0,"blue"
898,35.0259450,-118.1380100,0,"blue"
910,35.0259465,-118.1379448,0,"blue"
922,35.0259481,-118.1378795,0,"blue"
934,35.0259496,-118.1378143,0,"blue"
946,35.0259511,-118.1377491,0,"blue"
958,35.0259526,-118.1376838,0,"blue"
970,35.0259541,-118.1376186,0,"blue"
982,35.0259556,-118.1375534,0,"blue"
994,35.0259571,-118.1374881,0,"orange"
1006,35.0259586,-118.1374229,0,"blue"
1018,35.0259601,-118.1373576,0,"orange"
1030,35.0259617,-118.1372924,0,"blue"
1042,35.0259632,-118.1372272,0,"blue"
1054,35.0259647,-118.1371619,0,"blue"
1066,35.0259662,-118.1370967,0,"blue"
1078,35.0259677,-118.1370315,0,"blue"
1090,35.0259692,-118.1369663,0,"blue"
1102,35.0259707,-118.1369010,0,"blue"
1114,35.0259722,-118.1368358,0,"blue"
1126,35.0259737,-118.1367706,0,"blue"
1138,35.0259753,-118.1367053,0,"blue"
1150,35.0259768,-118.1366401,0,"blue"
1162,35.0259783,-118.1365749,0,"blue"
1174,35.0259798,-118.1365096,0,"blue"
1175,35.0258984,-118.1365095,0,"green - black"
1163,35.0258969,-118.1365747,0,"green - black"
1151,35.0258954,-118.1366400,0,"green - black"
1139,35.0258939,-118.1367052,0,"green - black"
1127,35.0258924,-118.1367704,0,"green - black"
1115,35.0258909,-118.1368357,0,"green - black"
1103,35.0258893,-118.1369009,0,"green - black"
1091,35.0258878,-118.1369661,0,"green - black"
1079,35.0258863,-118.1370313,0,"green - black"
1067,35.0258848,-118.1370966,0,"green - black"
1055,35.0258833,-118.1371618,0,"green - black"
1043,35.0258818,-118.1372270,0,"green - black"
1031,35.0258803,-118.1372923,0,"green - black"
1019,35.0258788,-118.1373575,0,"green - black"
1007,35.0258773,-118.1374227,0,"green - black"
995,35.0258757,-118.1374880,0,"green - black"
983,35.0258742,-118.1375532,0,"green - black"
971,35.0258727,-118.1376185,0,"green - black"
959,35.0258712,-118.1376837,0,"green - black"
947,35.0258697,-118.1377489,0,"green - black"
935,35.0258682,-118.1378142,0,"green - black"
923,35.0258667,-118.1378794,0,"green - black"
911,35.0258652,-118.1379446,0,"green - black"
899,35.0258637,-118.1380098,0,"green - black"
887,35.0258621,-118.1380751,0,"green - black"
875,35.0258606,-118.1381403,0,"green - black"
863,35.0258591,-118.1382055,0,"yellow - black"
851,35.0258576,-118.1382708,0,"yellow - black"
864,35.0257778,-118.1382054,0,"yellow - black"
876,35.0257793,-118.1381402,0,"green - black"
888,35.0257808,-118.1380749,0,"green - black"
900,35.0257823,-118.1380097,0,"green - black"
912,35.0257838,-118.1379445,0,"green - black"
924,35.0257853,-118.1378792,0,"green - black"
936,35.0257868,-118.1378140,0,"green - black"
948,35.0257883,-118.1377488,0,"green - black"
960,35.0257898,-118.1376836,0,"green - black"
972,35.0257914,-118.1376183,0,"green - black"
984,35.0257929,-118.1375531,0,"green - black"
996,35.0257944,-118.1374878,0,"green - black"
1008,35.0257959,-118.1374226,0,"green - black"
1020,35.0257974,-118.1373574,0,"green - black"
1032,35.0257989,-118.1372921,0,"green - black"
1044,35.0258004,-118.1372269,0,"green - black"
1056,35.0258019,-118.1371617,0,"green - black"
1068,35.0258034,-118.1370964,0,"green - black"
1080,35.0258050,-118.1370312,0,"green - black"
1092,35.0258065,-118.1369660,0,"green - black"
1104,35.0258080,-118.1369008,0,"green - black"
1116,35.0258095,-118.1368355,0,"green - black"
1128,35.0258110,-118.1367703,0,"green - black"
1140,35.0258125,-118.1367051,0,"green - black"
1152,35.0258140,-118.1366398,0,"green - black"
1164,35.0258155,-118.1365746,0,"green - black"
1176,35.0258170,-118.1365093,0,"green - black"
852,35.0257762,-118.1382706,0,"yellow - black"
