Name,Latitude,Longitude,Special WP,Dominant
E4.01.S1.R19.B,34.94826608,-118.0971259,0,"blue - white"
E4.01.S1.R18.B,34.94826472,-118.097186,0,"blue - white"
E4.01.S1.R17.B,34.94826335,-118.097246,0,"pink - white"
E4.01.S1.R16.B,34.94826196,-118.0973061,0,"pink - white"
E4.01.S1.R15.B,34.94826059,-118.0973662,0,"pink - white"
E4.01.S1.R14.B,34.94825922,-118.0974262,0,"pink - white"
E4.01.S1.R13.B,34.94825786,-118.0974863,0,"pink - white"
E4.01.S1.R12.B,34.94825649,-118.0975464,0,"pink - white"
E4.01.S1.R11.B,34.94825509,-118.0976064,0,"pink - white"
E4.01.S1.R10.B,34.94825373,-118.0976665,0,"pink - white"
E4.01.S1.R09.B,34.94825236,-118.0977265,0,"pink - white"
E4.01.S1.R08.B,34.94825099,-118.0977866,0,"pink - white"
E4.01.S1.R07.B,34.9482496,-118.0978467,0,"pink - white"
E4.01.S1.R06.B,34.94824823,-118.0979067,0,"pink - white"
E4.01.S1.R05.B,34.94824687,-118.0979668,0,"pink - white"
E4.01.S1.R04.B,34.9482455,-118.0980269,0,"pink - black"
E4.01.S1.R03.B,34.9482441,-118.0980869,0,"pink - black"
E4.01.S1.R03.C,34.94816275,-118.0980868,0,"pink - white"
E4.01.S1.R04.C,34.94816414,-118.0980268,0,"pink - white"
E4.01.S1.R05.C,34.94816551,-118.0979667,0,"blue - white"
E4.01.S1.R06.C,34.94816687,-118.0979066,0,"blue - white"
E4.01.S1.R07.C,34.94816824,-118.0978466,0,"blue - white"
E4.01.S1.R08.C,34.94816961,-118.0977865,0,"blue - white"
E4.01.S1.R09.C,34.948171,-118.0977265,0,"blue - white"
E4.01.S1.R10.C,34.94817237,-118.0976664,0,"blue - white"
E4.01.S1.R11.C,34.94817374,-118.0976063,0,"blue - white"
E4.01.S1.R12.C,34.9481751,-118.0975463,0,"blue - white"
E4.01.S1.R13.C,34.9481765,-118.0974862,0,"blue - white"
E4.01.S1.R14.C,34.94817786,-118.0974261,0,"blue - white"
E4.01.S1.R15.C,34.94817923,-118.0973661,0,"blue - white"
E4.01.S1.R16.C,34.9481806,-118.097306,0,"blue - white"
E4.01.S1.R17.C,34.94818199,-118.0972459,0,"blue - white"
E4.01.S1.R18.C,34.94818336,-118.0971859,0,"blue - white"
E4.01.S1.R19.C,34.94818473,-118.0971258,0,"blue - white"
E4.01.S1.R20.C,34.94818609,-118.0970657,0,"blue - white"
E4.01.S1.R21.C,34.94818749,-118.0970057,0,"blue - white"
E4.01.S1.R22.C,34.94818885,-118.0969456,0,"blue - white"
E4.01.S1.R23.C,34.94819022,-118.0968855,0,"blue - white"
E4.01.S1.R24.C,34.94819159,-118.0968255,0,"blue - white"
E4.01.S1.R25.C,34.94819295,-118.0967654,0,"blue - white"
E4.01.S1.R26.C,34.94819435,-118.0967053,0,"blue - white"
E4.01.S1.R27.C,34.94819571,-118.0966453,0,"blue - white"
E4.01.S1.R28.C,34.94819708,-118.0965852,0,"blue - white"
E4.01.S1.R29.C,34.94819845,-118.0965252,0,"blue - white"
E4.01.S1.R30.C,34.94819984,-118.0964651,0,"blue - white"
E4.01.S1.R31.C,34.94820121,-118.096405,0,"blue - white"
E4.01.S1.R32.C,34.94820257,-118.096345,0,"blue - white"
E4.01.S1.R33.C,34.94820394,-118.0962849,0,"blue - white"
E4.01.S1.R34.C,34.94820533,-118.0962248,0,"blue - white"
E4.01.S1.R35.C,34.9482067,-118.0961648,0,"blue - white"
E4.01.S1.R36.C,34.94820806,-118.0961047,0,"blue - white"
E4.01.S1.R37.C,34.94820943,-118.0960446,0,"blue - white"
E4.01.S1.R37.D,34.9481167,-118.0960445,0,"blue - white"
E4.01.S1.R36.D,34.94811533,-118.0961046,0,"blue - white"
E4.01.S1.R35.D,34.94811397,-118.0961647,0,"blue - white"
E4.01.S1.R34.D,34.9481126,-118.0962247,0,"blue - white"
E4.01.S1.R33.D,34.94811123,-118.0962848,0,"blue - white"
E4.01.S1.R32.D,34.94810984,-118.0963449,0,"blue - white"
E4.01.S1.R31.D,34.94810847,-118.0964049,0,"blue - white"
E4.01.S1.R30.D,34.94810711,-118.096465,0,"blue - white"
E4.01.S1.R29.D,34.94810574,-118.096525,0,"blue - white"
E4.01.S1.R28.D,34.94810435,-118.0965851,0,"blue - white"
E4.01.S1.R27.D,34.94810298,-118.0966452,0,"blue - white"
E4.01.S1.R26.D,34.94810161,-118.0967052,0,"blue - white"
E4.01.S1.R25.D,34.94810025,-118.0967653,0,"blue - white"
E4.01.S1.R24.D,34.94809885,-118.0968254,0,"blue - white"
E4.01.S1.R23.D,34.94809749,-118.0968854,0,"blue - white"
E4.01.S1.R22.D,34.94809612,-118.0969455,0,"blue - white"
E4.01.S1.R21.D,34.94809475,-118.0970056,0,"blue - white"
E4.01.S1.R20.D,34.94809336,-118.0970656,0,"blue - white"
E4.01.S1.R19.D,34.94809199,-118.0971257,0,"blue - white"
E4.01.S1.R18.D,34.94809063,-118.0971858,0,"blue - white"
E4.01.S1.R17.D,34.94808926,-118.0972458,0,"blue - white"
E4.01.S1.R16.D,34.94808789,-118.0973059,0,"blue - white"
E4.01.S1.R15.D,34.9480865,-118.097366,0,"blue - white"
E4.01.S1.R14.D,34.94808513,-118.097426,0,"blue - white"
E4.01.S1.R13.D,34.94808377,-118.0974861,0,"blue - white"
E4.01.S1.R12.D,34.9480824,-118.0975461,0,"blue - white"
E4.01.S1.R11.D,34.948081,-118.0976062,0,"blue - white"
E4.01.S1.R10.D,34.94807964,-118.0976663,0,"blue - white"
E4.01.S1.R09.D,34.94807827,-118.0977263,0,"blue - white"
E4.01.S1.R08.D,34.9480769,-118.0977864,0,"blue - white"
E4.01.S1.R07.D,34.94807551,-118.0978465,0,"blue - white"
E4.01.S1.R06.D,34.94807414,-118.0979065,0,"blue - white"
E4.01.S1.R05.D,34.94807277,-118.0979666,0,"blue - white"
E4.01.S1.R04.D,34.94807141,-118.0980267,0,"green - white"
E4.01.S1.R03.D,34.94807001,-118.0980867,0,"green - white"
E4.01.S1.R03.E,34.94797731,-118.0980866,0,"green - white"
E4.01.S1.R04.E,34.94797867,-118.0980266,0,"green - white"
E4.01.S1.R05.E,34.94798004,-118.0979665,0,"pink - white"
E4.01.S1.R06.E,34.94798141,-118.0979064,0,"pink - white"
E4.01.S1.R07.E,34.9479828,-118.0978464,0,"pink - white"
E4.01.S1.R08.E,34.94798417,-118.0977863,0,"pink - white"
E4.01.S1.R09.E,34.94798554,-118.0977262,0,"pink - white"
E4.01.S1.R10.E,34.9479869,-118.0976662,0,"pink - white"
E4.01.S1.R11.E,34.9479883,-118.0976061,0,"pink - white"
E4.01.S1.R12.E,34.94798967,-118.097546,0,"pink - white"
E4.01.S1.R13.E,34.94799103,-118.097486,0,"pink - white"
E4.01.S1.R14.E,34.9479924,-118.0974259,0,"pink - white"
E4.01.S1.R15.E,34.94799377,-118.0973658,0,"pink - white"
E4.01.S1.R16.E,34.94799516,-118.0973058,0,"pink - white"
E4.01.S1.R17.E,34.94799653,-118.0972457,0,"pink - white"
E4.01.S1.R18.E,34.94799789,-118.0971856,0,"pink - white"
E4.01.S1.R19.E,34.94799926,-118.0971256,0,"pink - white"
E4.01.S1.R20.E,34.94800065,-118.0970655,0,"pink - white"
E4.01.S1.R21.E,34.94800202,-118.0970055,0,"pink - white"
E4.01.S1.R22.E,34.94800339,-118.0969454,0,"pink - white"
E4.01.S1.R23.E,34.94800475,-118.0968853,0,"pink - white"
E4.01.S1.R24.E,34.94800615,-118.0968253,0,"pink - white"
E4.01.S1.R25.E,34.94800751,-118.0967652,0,"pink - white"
E4.01.S1.R26.E,34.94800888,-118.0967051,0,"pink - white"
E4.01.S1.R27.E,34.94801025,-118.0966451,0,"pink - white"
E4.01.S1.R28.E,34.94801164,-118.096585,0,"pink - white"
E4.01.S1.R29.E,34.94801301,-118.0965249,0,"pink - white"
E4.01.S1.R30.E,34.94801437,-118.0964649,0,"pink - white"
E4.01.S1.R31.E,34.94801574,-118.0964048,0,"pink - white"
E4.01.S1.R32.E,34.94801711,-118.0963447,0,"pink - white"
E4.01.S1.R33.E,34.9480185,-118.0962847,0,"pink - white"
E4.01.S1.R34.E,34.94801987,-118.0962246,0,"pink - white"
E4.01.S1.R35.E,34.94802123,-118.0961645,0,"pink - white"
E4.01.S1.R36.E,34.9480226,-118.0961045,0,"pink - white"
E4.01.S1.R37.E,34.94802399,-118.0960444,0,"pink - white"
E4.01.S1.R37.F,34.94793126,-118.0960443,0,"pink - white"
E4.01.S1.R36.F,34.94792989,-118.0961044,0,"pink - white"
E4.01.S1.R35.F,34.9479285,-118.0961644,0,"pink - white"
E4.01.S1.R34.F,34.94792713,-118.0962245,0,"pink - white"
E4.01.S1.R33.F,34.94792577,-118.0962846,0,"pink - white"
E4.01.S1.R32.F,34.9479244,-118.0963446,0,"pink - white"
E4.01.S1.R31.F,34.94792301,-118.0964047,0,"pink - white"
E4.01.S1.R30.F,34.94792164,-118.0964648,0,"pink - white"
E4.01.S1.R29.F,34.94792027,-118.0965248,0,"pink - white"
E4.01.S1.R28.F,34.94791891,-118.0965849,0,"pink - white"
E4.01.S1.R27.F,34.94791751,-118.096645,0,"pink - white"
E4.01.S1.R26.F,34.94791615,-118.096705,0,"pink - white"
E4.01.S1.R25.F,34.94791478,-118.0967651,0,"pink - white"
E4.01.S1.R24.F,34.94791342,-118.0968252,0,"pink - white"
E4.01.S1.R23.F,34.94791202,-118.0968852,0,"pink - white"
E4.01.S1.R22.F,34.94791065,-118.0969453,0,"pink - white"
E4.01.S1.R21.F,34.94790929,-118.0970053,0,"pink - white"
E4.01.S1.R20.F,34.94790792,-118.0970654,0,"pink - white"
E4.01.S1.R19.F,34.94790655,-118.0971255,0,"pink - white"
E4.01.S1.R18.F,34.94790516,-118.0971855,0,"pink - white"
E4.01.S1.R17.F,34.94790379,-118.0972456,0,"pink - white"
E4.01.S1.R16.F,34.94790243,-118.0973057,0,"pink - white"
E4.01.S1.R15.F,34.94790106,-118.0973657,0,"pink - white"
E4.01.S1.R14.F,34.94789967,-118.0974258,0,"pink - white"
E4.01.S1.R13.F,34.9478983,-118.0974859,0,"pink - white"
E4.01.S1.R12.F,34.94789693,-118.0975459,0,"pink - white"
E4.01.S1.R11.F,34.94789557,-118.097606,0,"pink - white"
E4.01.S1.R10.F,34.94789417,-118.0976661,0,"pink - white"
E4.01.S1.R09.F,34.9478928,-118.0977261,0,"pink - white"
E4.01.S1.R08.F,34.94789144,-118.0977862,0,"pink - white"
E4.01.S1.R07.F,34.94789007,-118.0978463,0,"pink - white"
E4.01.S1.R06.F,34.9478887,-118.0979063,0,"pink - white"
E4.01.S1.R05.F,34.94788731,-118.0979664,0,"pink - white"
E4.01.S1.R04.F,34.94788594,-118.0980264,0,"green - white"
E4.01.S1.R03.F,34.94788457,-118.0980865,0,"green - white"
E4.01.S1.R03.G,34.94779591,-118.0980864,0,"black"
E4.01.S1.R04.G,34.94779728,-118.0980263,0,"orange - black"
E4.01.S1.R05.G,34.94779864,-118.0979663,0,"green"
E4.01.S1.R06.G,34.94780001,-118.0979062,0,"green"
E4.01.S1.R07.G,34.94780138,-118.0978461,0,"green"
E4.01.S1.R08.G,34.94780277,-118.0977861,0,"green"
E4.01.S1.R09.G,34.94780414,-118.097726,0,"green"
E4.01.S1.R10.G,34.9478055,-118.097666,0,"green"
E4.01.S1.R11.G,34.94780687,-118.0976059,0,"green"
E4.01.S1.R12.G,34.94780827,-118.0975458,0,"green"
E4.01.S1.R13.G,34.94780963,-118.0974858,0,"green"
E4.01.S1.R14.G,34.947811,-118.0974257,0,"green"
E4.01.S1.R15.G,34.94781237,-118.0973656,0,"green"
E4.01.S1.R16.G,34.94781376,-118.0973056,0,"green"
E4.01.S1.R17.G,34.94781513,-118.0972455,0,"green"
E4.01.S1.R18.G,34.94781649,-118.0971854,0,"green"
E4.01.S1.R19.G,34.94781786,-118.0971254,0,"green"
E4.01.S1.R20.G,34.94781925,-118.0970653,0,"green"
E4.01.S1.R21.G,34.94782062,-118.0970052,0,"green"
E4.01.S1.R22.G,34.94782199,-118.0969452,0,"green"
E4.01.S1.R23.G,34.94782335,-118.0968851,0,"green"
E4.01.S1.R24.G,34.94782472,-118.096825,0,"green"
E4.01.S1.R25.G,34.94782612,-118.096765,0,"green"
E4.01.S1.R26.G,34.94782748,-118.0967049,0,"green"
E4.01.S1.R27.G,34.94782885,-118.0966449,0,"green"
E4.01.S1.R28.G,34.94783021,-118.0965848,0,"green"
E4.01.S1.R29.G,34.94783161,-118.0965247,0,"green"
E4.01.S1.R30.G,34.94783297,-118.0964647,0,"green"
E4.01.S1.R31.G,34.94783434,-118.0964046,0,"green"
E4.01.S1.R32.G,34.94783571,-118.0963445,0,"green"
E4.01.S1.R33.G,34.9478371,-118.0962845,0,"green"
E4.01.S1.R34.G,34.94783847,-118.0962244,0,"green"
E4.01.S1.R35.G,34.94783983,-118.0961643,0,"green"
E4.01.S1.R36.G,34.9478412,-118.0961043,0,"green"
E4.01.S1.R37.G,34.94784259,-118.0960442,0,"green"
E4.01.S1.R37.H,34.9477539,-118.0960441,0,"pink - white"
E4.01.S1.R36.H,34.94775253,-118.0961042,0,"pink - white"
E4.01.S1.R35.H,34.94775117,-118.0961642,0,"pink - white"
E4.01.S1.R34.H,34.9477498,-118.0962243,0,"pink - white"
E4.01.S1.R33.H,34.94774841,-118.0962844,0,"pink - white"
E4.01.S1.R32.H,34.94774704,-118.0963444,0,"pink - white"
E4.01.S1.R31.H,34.94774567,-118.0964045,0,"pink - white"
E4.01.S1.R30.H,34.94774431,-118.0964646,0,"pink - white"
E4.01.S1.R29.H,34.94774291,-118.0965246,0,"pink - white"
E4.01.S1.R28.H,34.94774155,-118.0965847,0,"pink - white"
E4.01.S1.R27.H,34.94774018,-118.0966448,0,"pink - white"
E4.01.S1.R26.H,34.94773882,-118.0967048,0,"pink - white"
E4.01.S1.R25.H,34.94773742,-118.0967649,0,"pink - white"
E4.01.S1.R24.H,34.94773605,-118.0968249,0,"pink - white"
E4.01.S1.R23.H,34.94773469,-118.096885,0,"pink - white"
E4.01.S1.R22.H,34.94773332,-118.0969451,0,"pink - white"
E4.01.S1.R21.H,34.94773196,-118.0970051,0,"pink - white"
E4.01.S1.R20.H,34.94773056,-118.0970652,0,"pink - white"
E4.01.S1.R19.H,34.94772919,-118.0971253,0,"pink - black"
E4.01.S1.R18.H,34.94772783,-118.0971853,0,"pink - white"
E4.01.S1.R17.H,34.94772646,-118.0972454,0,"pink - white"
E4.01.S1.R16.H,34.94772507,-118.0973055,0,"pink - white"
E4.01.S1.R15.H,34.9477237,-118.0973655,0,"pink - white"
E4.01.S1.R14.H,34.94772233,-118.0974256,0,"pink - white"
E4.01.S1.R13.H,34.94772097,-118.0974857,0,"pink - white"
E4.01.S1.R12.H,34.94771957,-118.0975457,0,"pink - white"
E4.01.S1.R11.H,34.94771821,-118.0976058,0,"pink - white"
E4.01.S1.R10.H,34.94771684,-118.0976658,0,"pink - white"
E4.01.S1.R09.H,34.94771547,-118.0977259,0,"pink - white"
E4.01.S1.R08.H,34.94771408,-118.097786,0,"pink - white"
E4.01.S1.R07.H,34.94771271,-118.097846,0,"pink - white"
E4.01.S1.R06.H,34.94771134,-118.0979061,0,"pink - white"
E4.01.S1.R05.H,34.94770998,-118.0979662,0,"pink - white"
E4.01.S1.R04.H,34.94770861,-118.0980262,0,"green - white"
E4.01.S1.R03.H,34.94770721,-118.0980863,0,"green - white"
E4.01.S1.R03.I,34.94761448,-118.0980862,0,"pink - white"
E4.01.S1.R04.I,34.94761588,-118.0980261,0,"pink - white"
E4.01.S1.R05.I,34.94761724,-118.0979661,0,"pink - white"
E4.01.S1.R06.I,34.94761861,-118.097906,0,"pink - white"
E4.01.S1.R07.I,34.94761998,-118.0978459,0,"pink - white"
E4.01.S1.R08.I,34.94762137,-118.0977859,0,"pink - white"
E4.01.S1.R09.I,34.94762274,-118.0977258,0,"pink - white"
E4.01.S1.R10.I,34.94762411,-118.0976657,0,"pink - white"
E4.01.S1.R11.I,34.94762547,-118.0976057,0,"pink - white"
E4.01.S1.R12.I,34.94762687,-118.0975456,0,"pink - white"
E4.01.S1.R13.I,34.94762823,-118.0974855,0,"pink - white"
E4.01.S1.R14.I,34.9476296,-118.0974255,0,"pink - white"
E4.01.S1.R15.I,34.94763097,-118.0973654,0,"pink - white"
E4.01.S1.R16.I,34.94763236,-118.0973054,0,"pink - white"
E4.01.S1.R17.I,34.94763373,-118.0972453,0,"pink - white"
E4.01.S1.R18.I,34.94763509,-118.0971852,0,"pink - white"
E4.01.S1.R19.I,34.94763646,-118.0971252,0,"pink - black"
E4.01.S1.R20.I,34.94763783,-118.0970651,0,"pink - white"
E4.01.S1.R21.I,34.94763922,-118.097005,0,"pink - white"
E4.01.S1.R22.I,34.94764059,-118.096945,0,"pink - white"
E4.01.S1.R23.I,34.94764196,-118.0968849,0,"pink - white"
E4.01.S1.R24.I,34.94764332,-118.0968248,0,"pink - white"
E4.01.S1.R25.I,34.94764472,-118.0967648,0,"pink - white"
E4.01.S1.R26.I,34.94764608,-118.0967047,0,"pink - white"
E4.01.S1.R27.I,34.94764745,-118.0966446,0,"pink - white"
E4.01.S1.R28.I,34.94764882,-118.0965846,0,"pink - white"
E4.01.S1.R29.I,34.94765021,-118.0965245,0,"pink - white"
E4.01.S1.R30.I,34.94765158,-118.0964644,0,"pink - white"
E4.01.S1.R31.I,34.94765294,-118.0964044,0,"pink - white"
E4.01.S1.R32.I,34.94765431,-118.0963443,0,"pink - white"
E4.01.S1.R33.I,34.9476557,-118.0962843,0,"pink - white"
E4.01.S1.R34.I,34.94765707,-118.0962242,0,"pink - white"
E4.01.S1.R35.I,34.94765843,-118.0961641,0,"pink - white"
E4.01.S1.R36.I,34.9476598,-118.0961041,0,"pink - white"
E4.01.S1.R37.I,34.94766117,-118.096044,0,"pink - white"
E4.01.S1.R37.J,34.94756846,-118.0960439,0,"blue - white"
E4.01.S1.R36.J,34.94756707,-118.096104,0,"blue - white"
E4.01.S1.R35.J,34.9475657,-118.096164,0,"blue - white"
E4.01.S1.R34.J,34.94756433,-118.0962241,0,"blue - white"
E4.01.S1.R33.J,34.94756297,-118.0962841,0,"blue - white"
E4.01.S1.R32.J,34.94756157,-118.0963442,0,"blue - white"
E4.01.S1.R31.J,34.94756021,-118.0964043,0,"blue - white"
E4.01.S1.R30.J,34.94755884,-118.0964643,0,"blue - white"
E4.01.S1.R29.J,34.94755748,-118.0965244,0,"blue - white"
E4.01.S1.R28.J,34.94755608,-118.0965845,0,"blue - white"
E4.01.S1.R27.J,34.94755472,-118.0966445,0,"blue - white"
E4.01.S1.R26.J,34.94755335,-118.0967046,0,"blue - white"
E4.01.S1.R25.J,34.94755198,-118.0967647,0,"blue - white"
E4.01.S1.R24.J,34.94755062,-118.0968247,0,"blue - white"
E4.01.S1.R23.J,34.94754922,-118.0968848,0,"blue - white"
E4.01.S1.R22.J,34.94754786,-118.0969449,0,"blue - white"
E4.01.S1.R21.J,34.94754649,-118.0970049,0,"blue - white"
E4.01.S1.R20.J,34.94754512,-118.097065,0,"blue - white"
E4.01.S1.R19.J,34.94754373,-118.097125,0,"yellow - black"
E4.01.S1.R18.J,34.94754236,-118.0971851,0,"blue - white"
E4.01.S1.R17.J,34.947541,-118.0972452,0,"blue - white"
E4.01.S1.R16.J,34.94753963,-118.0973052,0,"blue - white"
E4.01.S1.R15.J,34.94753823,-118.0973653,0,"blue - white"
E4.01.S1.R14.J,34.94753687,-118.0974254,0,"blue - white"
E4.01.S1.R13.J,34.9475355,-118.0974854,0,"blue - white"
E4.01.S1.R12.J,34.94753413,-118.0975455,0,"blue - white"
E4.01.S1.R11.J,34.94753277,-118.0976056,0,"blue - white"
E4.01.S1.R10.J,34.94753137,-118.0976656,0,"blue - white"
E4.01.S1.R09.J,34.94753001,-118.0977257,0,"blue - white"
E4.01.S1.R08.J,34.94752864,-118.0977858,0,"blue - white"
E4.01.S1.R07.J,34.94752727,-118.0978458,0,"blue - white"
E4.01.S1.R06.J,34.94752588,-118.0979059,0,"blue - white"
E4.01.S1.R05.J,34.94752451,-118.097966,0,"blue - white"
E4.01.S1.R04.J,34.94752314,-118.098026,0,"pink - white"
E4.01.S1.R03.J,34.94752178,-118.0980861,0,"pink - white"
E4.01.S1.R03.K,34.94744039,-118.098086,0,"pink - black"
E4.01.S1.R04.K,34.94744179,-118.0980259,0,"pink - black"
E4.01.S1.R05.K,34.94744315,-118.0979659,0,"pink - white"
E4.01.S1.R06.K,34.94744452,-118.0979058,0,"blue - white"
E4.01.S1.R07.K,34.94744589,-118.0978457,0,"blue - white"
E4.01.S1.R08.K,34.94744728,-118.0977857,0,"blue - white"
E4.01.S1.R09.K,34.94744865,-118.0977256,0,"blue - white"
E4.01.S1.R10.K,34.94745001,-118.0976655,0,"blue - white"
E4.01.S1.R11.K,34.94745138,-118.0976055,0,"blue - white"
E4.01.S1.R12.K,34.94745278,-118.0975454,0,"blue - white"
E4.01.S1.R13.K,34.94745414,-118.0974853,0,"blue - white"
E4.01.S1.R14.K,34.94745551,-118.0974253,0,"blue - white"
E4.01.S1.R15.K,34.94745688,-118.0973652,0,"blue - white"
E4.01.S1.R16.K,34.94745827,-118.0973051,0,"blue - white"
E4.01.S1.R17.K,34.94745964,-118.0972451,0,"blue - white"
E4.01.S1.R18.K,34.947461,-118.097185,0,"blue - white"
E4.01.S1.R19.K,34.94746237,-118.097125,0,"yellow - black"
E4.01.S1.R20.K,34.94746374,-118.0970649,0,"blue - white"
E4.01.S1.R21.K,34.94746513,-118.0970048,0,"blue - white"
E4.01.S1.R22.K,34.9474665,-118.0969448,0,"blue - white"
E4.01.S1.R23.K,34.94746786,-118.0968847,0,"blue - white"
E4.01.S1.R24.K,34.94746923,-118.0968246,0,"blue - white"
E4.01.S1.R25.K,34.94747063,-118.0967646,0,"blue - white"
E4.01.S1.R26.K,34.94747199,-118.0967045,0,"blue - white"
E4.01.S1.R27.K,34.94747336,-118.0966444,0,"blue - white"
E4.01.S1.R28.K,34.94747472,-118.0965844,0,"blue - white"
E4.01.S1.R29.K,34.94747612,-118.0965243,0,"blue - white"
E4.01.S1.R30.K,34.94747748,-118.0964642,0,"blue - white"
E4.01.S1.R31.K,34.94747885,-118.0964042,0,"blue - white"
E4.01.S1.R32.K,34.94748022,-118.0963441,0,"blue - white"
E4.01.S1.R33.K,34.94748161,-118.0962841,0,"blue - white"
E4.01.S1.R34.K,34.94748298,-118.096224,0,"blue - white"
E4.01.S1.R35.K,34.94748434,-118.0961639,0,"blue - white"
E4.01.S1.R36.K,34.94748571,-118.0961039,0,"blue - white"
E4.01.S1.R37.K,34.94748708,-118.0960438,0,"blue - white"
E4.01.S1.R37.L,34.94740572,-118.0960437,0,"blue - black"
E4.01.S1.R36.L,34.94740435,-118.0961038,0,"blue - black"
E4.01.S1.R35.L,34.94740299,-118.0961638,0,"blue - black"
E4.01.S1.R34.L,34.94740162,-118.0962239,0,"blue - black"
E4.01.S1.R33.L,34.94740023,-118.096284,0,"blue - black"
E4.01.S1.R32.L,34.94739886,-118.096344,0,"blue - black"
E4.01.S1.R31.L,34.94739749,-118.0964041,0,"blue - black"
E4.01.S1.R30.L,34.94739613,-118.0964642,0,"blue - black"
E4.01.S1.R29.L,34.94739473,-118.0965242,0,"blue - black"
E4.01.S1.R28.L,34.94739337,-118.0965843,0,"blue - black"
E4.01.S1.R27.L,34.947392,-118.0966443,0,"blue - black"
E4.01.S1.R26.L,34.94739063,-118.0967044,0,"blue - black"
E4.01.S1.R25.L,34.94738927,-118.0967645,0,"blue - black"
E4.01.S1.R24.L,34.94738787,-118.0968245,0,"blue - black"
E4.01.S1.R23.L,34.94738651,-118.0968846,0,"blue - black"
E4.01.S1.R22.L,34.94738514,-118.0969447,0,"blue - black"
E4.01.S1.R21.L,34.94738377,-118.0970047,0,"blue - black"
E4.01.S1.R20.L,34.94738238,-118.0970648,0,"blue - black"
