Pile ID,Pile Color,Y,X,Required Top of Pile Elevation
1.02-S2.R020.I,Light Blue,13697325.632750,2996059.327288,80.794360
1.02-S2.R020.J,Light Blue,13697298.154459,2996059.327288,80.766880
1.02-S2.R020.K,Yellow,13697270.676167,2996059.327288,80.739410
1.02-S2.R020.L,Yellow,13697246.564011,2996059.327288,80.715290
1.02-S2.R021.A,Light Blue,13697537.317694,2996079.327248,80.874450
1.02-S2.R021.B,Light Green,13697516.571673,2996079.327248,80.853700
1.02-S2.R021.C,Light Blue,13697489.093381,2996079.327248,80.826220
1.02-S2.R021.D,Light Blue,13697461.615090,2996079.327248,80.798750
1.02-S2.R021.E,Light Blue,13697434.136798,2996079.327248,80.771270
1.02-S2.R021.F,Light Blue,13697406.658507,2996079.327248,80.743790
1.02-S2.R021.G,Dark Blue,13697379.884938,2996079.327248,80.717010
1.02-S2.R021.H,Light Blue,13697353.111042,2996079.327248,80.690240
1.02-S2.R021.I,Light Blue,13697325.632750,2996079.327248,80.662760
1.02-S2.R021.J,Light Blue,13697298.154459,2996079.327248,80.635280
1.02-S2.R021.K,Light Blue,13697270.676167,2996079.327248,80.607810
1.02-S2.R021.L,Light Blue,13697246.564011,2996079.327248,80.583690
1.02-S2.R022.A,Light Blue,13697537.317694,2996099.327208,82.123450
1.02-S2.R022.B,Light Blue,13697516.571673,2996099.327208,82.102700
1.02-S2.R022.C,Light Blue,13697489.093381,2996099.327208,82.075220
1.02-S2.R022.D,Yellow,13697461.615090,2996099.327208,82.047750
1.02-S2.R022.E,Light Blue,13697434.136798,2996099.327208,82.020270
1.02-S2.R022.F,Light Blue,13697406.658507,2996099.327208,81.992790
1.02-S2.R022.G,Dark Blue,13697379.884938,2996099.327208,81.966010
1.02-S2.R022.H,Yellow,13697353.111042,2996099.327208,81.939240
1.02-S2.R022.I,Light Blue,13697325.632750,2996099.327208,81.911760
1.02-S2.R022.J,Light Blue,13697298.154459,2996099.327208,81.884280
1.02-S2.R022.K,Light Blue,13697270.676167,2996099.327208,81.856810
1.02-S2.R022.L,Light Blue,13697246.564011,2996099.327208,81.832690
1.02-S2.R023.A,Light Blue,13697537.317694,2996119.327168,82.172330
1.02-S2.R023.B,Light Blue,13697516.571673,2996119.327168,82.151580
1.02-S2.R023.C,Light Blue,13697489.093381,2996119.327168,82.124100
1.02-S2.R023.D,Light Blue,13697461.615090,2996119.327168,82.096630
1.02-S2.R023.E,Light Blue,13697434.136798,2996119.327168,82.069150
1.02-S2.R023.F,Light Blue,13697406.658507,2996119.327168,82.041670
1.02-S2.R023.G,Dark Blue,13697379.884938,2996119.327168,82.014890
1.02-S2.R023.H,Light Blue,13697353.111042,2996119.327168,81.988120
1.02-S2.R023.I,Light Blue,13697325.632750,2996119.327168,81.960640
1.02-S2.R023.J,Light Blue,13697298.154459,2996119.327168,81.933160
1.02-S2.R023.K,Light Blue,13697270.676167,2996119.327168,81.905690
1.02-S2.R023.L,Light Blue,13697246.564011,2996119.327168,81.881570
1.02-S2.R024.A,Light Blue,13697537.317694,2996139.327128,82.128000
1.02-S2.R024.B,Light Blue,13697516.571673,2996139.327128,82.107250
1.02-S2.R024.C,Light Blue,13697489.093381,2996139.327128,82.079770
1.02-S2.R024.D,Light Blue,13697461.615090,2996139.327128,82.052300
1.02-S2.R024.E,Light Blue,13697434.136798,2996139.327128,82.024820
1.02-S2.R024.F,Light Blue,13697406.658507,2996139.327128,81.997340
1.02-S2.R024.G,Dark Blue,13697379.884938,2996139.327128,81.970560
1.02-S2.R024.H,Yellow,13697353.111042,2996139.327128,81.943790
1.02-S2.R024.I,Light Blue,13697325.632750,2996139.327128,81.916310
1.02-S2.R024.J,Light Blue,13697298.154459,2996139.327128,81.888830
1.02-S2.R024.K,Light Blue,13697270.676167,2996139.327128,81.861360
1.02-S2.R024.L,Light Blue,13697246.564011,2996139.327128,81.837240
1.02-S2.R025.A,Light Blue,13697537.317694,2996159.327088,82.117050
1.02-S2.R025.B,Light Blue,13697516.571673,2996159.327088,82.096300
1.02-S2.R025.C,Light Blue,13697489.093381,2996159.327088,82.068820
1.02-S2.R025.D,Light Blue,13697461.615090,2996159.327088,82.041350
1.02-S2.R025.E,Light Blue,13697434.136798,2996159.327088,82.013870
1.02-S2.R025.F,Light Blue,13697406.658507,2996159.327088,81.986390
1.02-S2.R025.G,Dark Blue,13697379.884938,2996159.327088,81.959610
1.02-S2.R025.H,Light Blue,13697353.111042,2996159.327088,81.932840
1.02-S2.R025.I,Light Blue,13697325.632750,2996159.327088,81.905360
1.02-S2.R025.J,Light Blue,13697298.154459,2996159.327088,81.877880
1.02-S2.R025.K,Light Blue,13697270.676167,2996159.327088,81.850410
1.02-S2.R025.L,Light Blue,13697246.564011,2996159.327088,81.826290
1.02-S2.R026.A,Light Blue,13697537.317694,2996179.327048,82.012800
1.02-S2.R026.B,Light Blue,13697516.571673,2996179.327048,81.992050
1.02-S2.R026.C,Light Blue,13697489.093381,2996179.327048,81.964570
1.02-S2.R026.D,Light Blue,13697461.615090,2996179.327048,81.937100
1.02-S2.R026.E,Light Blue,13697434.136798,2996179.327048,81.909620
1.02-S2.R026.F,Light Blue,13697406.658507,2996179.327048,81.882140
1.02-S2.R026.G,Dark Blue,13697379.884938,2996179.327048,81.855360
1.02-S2.R026.H,Light Blue,13697353.111042,2996179.327048,81.828590
1.02-S2.R026.I,Light Blue,13697325.632750,2996179.327048,81.801110
1.02-S2.R026.J,Light Blue,13697298.154459,2996179.327048,81.773630
1.02-S2.R026.K,Light Blue,13697270.676167,2996179.327048,81.746160
1.02-S2.R026.L,Light Blue,13697246.564011,2996179.327048,81.722040
1.02-S2.R027.A,Light Blue,13697537.317694,2996199.327336,82.003000
1.02-S2.R027.B,Light Blue,13697516.571673,2996199.327336,81.982250
1.02-S2.R027.C,Light Blue,13697489.093381,2996199.327336,81.954770
1.02-S2.R027.D,Light Blue,13697461.615090,2996199.327336,81.927300
1.02-S2.R027.E,Light Blue,13697434.136798,2996199.327336,81.899820
1.02-S2.R027.F,Light Blue,13697406.658507,2996199.327336,81.872340
1.02-S2.R027.G,Dark Blue,13697379.884938,2996199.327336,81.845560
1.02-S2.R027.H,Light Blue,13697353.111042,2996199.327336,81.818790
1.02-S2.R027.I,Light Blue,13697325.632750,2996199.327336,81.791310
1.02-S2.R027.J,Light Blue,13697298.154459,2996199.327336,81.763830
1.02-S2.R027.K,Light Blue,13697270.676167,2996199.327336,81.736360
1.02-S2.R027.L,Light Blue,13697246.564011,2996199.327336,81.712240
1.02-S2.R028.A,Light Blue,13697537.317694,2996219.327296,81.930400
1.02-S2.R028.B,Light Blue,13697516.571673,2996219.327296,81.909650
1.02-S2.R028.C,Light Blue,13697489.093381,2996219.327296,81.882170
1.02-S2.R028.D,Light Blue,13697461.615090,2996219.327296,81.854700
1.02-S2.R028.E,Light Blue,13697434.136798,2996219.327296,81.827220
1.02-S2.R028.F,Light Blue,13697406.658507,2996219.327296,81.799740
1.02-S2.R028.G,Dark Blue,13697379.884938,2996219.327296,81.772960
1.02-S2.R028.H,Light Blue,13697353.111042,2996219.327296,81.746190
1.02-S2.R028.I,Light Blue,13697325.632750,2996219.327296,81.718710
1.02-S2.R028.J,Light Blue,13697298.154459,2996219.327296,81.691230
1.02-S2.R028.K,Yellow,13697270.676167,2996219.327296,81.663760
1.02-S2.R028.L,Light Blue,13697246.564011,2996219.327296,81.639640
1.02-S2.R029.A,Light Blue,13697537.317694,2996239.327256,81.835000
1.02-S2.R029.B,Light Blue,13697516.571673,2996239.327256,81.814250
1.02-S2.R029.C,Light Blue,13697489.093381,2996239.327256,81.786770
1.02-S2.R029.D,Light Blue,13697461.615090,2996239.327256,81.759300
1.02-S2.R029.E,Light Blue,13697434.136798,2996239.327256,81.731820
1.02-S2.R029.F,Light Blue,13697406.658507,2996239.327256,81.704340
1.02-S2.R029.G,Dark Blue,13697379.884938,2996239.327256,81.677560
1.02-S2.R029.H,Light Blue,13697353.111042,2996239.327256,81.650790
1.02-S2.R029.I,Light Blue,13697325.632750,2996239.327256,81.623310
1.02-S2.R029.J,Light Blue,13697298.154459,2996239.327256,81.595830
1.02-S2.R029.K,Light Blue,13697270.676167,2996239.327256,81.568360
1.02-S2.R029.L,Yellow,13697246.564011,2996239.327256,81.544240
1.02-S2.R030.A,Light Blue,13697537.317694,2996259.327216,81.903350
1.02-S2.R030.B,Light Blue,13697516.571673,2996259.327216,81.882600
1.02-S2.R030.C,Light Blue,13697489.093381,2996259.327216,81.855120
1.02-S2.R030.D,Yellow,13697461.615090,2996259.327216,81.827650
1.02-S2.R030.E,Light Blue,13697434.136798,2996259.327216,81.800170
1.02-S2.R030.F,Light Blue,13697406.658507,2996259.327216,81.772690
1.02-S2.R030.G,Dark Blue,13697379.884938,2996259.327216,81.745910
1.02-S2.R030.H,Light Blue,13697353.111042,2996259.327216,81.719140
1.02-S2.R030.I,Light Blue,13697325.632750,2996259.327216,81.691660
1.02-S2.R030.J,Light Blue,13697298.154459,2996259.327216,81.664180
1.02-S2.R030.K,Yellow,13697270.676167,2996259.327216,81.636710
1.02-S2.R030.L,Yellow,13697246.564011,2996259.327216,81.612590
1.02-S2.R031.A,Light Blue,13697537.317694,2996279.327176,81.772800
1.02-S2.R031.B,Light Blue,13697516.571673,2996279.327176,81.752050
1.02-S2.R031.C,Light Blue,13697489.093381,2996279.327176,81.724570
1.02-S2.R031.D,Light Blue,13697461.615090,2996279.327176,81.697100
1.02-S2.R031.E,Light Blue,13697434.136798,2996279.327176,81.669620
1.02-S2.R031.F,Light Blue,13697406.658507,2996279.327176,81.642140
1.02-S2.R031.G,Dark Blue,13697379.884938,2996279.327176,81.615360
1.02-S2.R031.H,Light Blue,13697353.111042,2996279.327176,81.588590
1.02-S2.R031.I,Light Blue,13697325.632750,2996279.327176,81.561110
1.02-S2.R031.J,Light Blue,13697298.154459,2996279.327176,81.533630
1.02-S2.R031.K,Yellow,13697270.676167,2996279.327176,81.506160
1.02-S2.R031.L,Yellow,13697246.564011,2996279.327176,81.482040
1.02-S2.R032.A,Light Blue,13697537.317694,2996299.327136,81.819630
1.02-S2.R032.B,Light Blue,13697516.571673,2996299.327136,81.798880
1.02-S2.R032.C,Light Blue,13697489.093381,2996299.327136,81.771400
1.02-S2.R032.D,Yellow,13697461.615090,2996299.327136,81.743930
1.02-S2.R032.E,Light Blue,13697434.136798,2996299.327136,81.716450
1.02-S2.R032.F,Light Blue,13697406.658507,2996299.327136,81.688970
1.02-S2.R032.G,Dark Blue,13697379.884938,2996299.327136,81.662190
1.02-S2.R032.H,Light Blue,13697353.111042,2996299.327136,81.635420
1.02-S2.R032.I,Light Blue,13697325.632750,2996299.327136,81.607940
1.02-S2.R032.J,Light Blue,13697298.154459,2996299.327136,81.580460
1.02-S2.R032.K,Light Blue,13697270.676167,2996299.327136,81.552990
1.02-S2.R032.L,Yellow,13697246.564011,2996299.327136,81.528870
1.02-S2.R033.A,Light Blue,13697537.317694,2996319.327096,81.624000
1.02-S2.R033.B,Light Blue,13697516.571673,2996319.327096,81.603250
1.02-S2.R033.C,Light Blue,13697489.093381,2996319.327096,81.575770
1.02-S2.R033.D,Yellow,13697461.615090,2996319.327096,81.548300
1.02-S2.R033.E,Light Blue,13697434.136798,2996319.327096,81.520820
1.02-S2.R033.F,Light Blue,13697406.658507,2996319.327096,81.493340
1.02-S2.R033.G,Dark Blue,13697379.884938,2996319.327096,81.466560
1.02-S2.R033.H,Light Blue,13697353.111042,2996319.327096,81.439790
1.02-S2.R033.I,Light Blue,13697325.632750,2996319.327096,81.412310
1.02-S2.R033.J,Yellow,13697298.154459,2996319.327096,81.384830
1.02-S2.R033.K,Yellow,13697270.676167,2996319.327096,81.357360
1.02-S2.R033.L,Yellow,13697246.564011,2996319.327096,81.333240
1.02-S2.R034.A,Light Blue,13697537.317694,2996339.327056,81.509400
1.02-S2.R034.B,Light Blue,13697516.571673,2996339.327056,81.488650
1.02-S2.R034.C,Light Blue,13697489.093381,2996339.327056,81.461170
1.02-S2.R034.D,Yellow,13697461.615090,2996339.327056,81.433700
1.02-S2.R034.E,Light Blue,13697434.136798,2996339.327056,81.406220
1.02-S2.R034.F,Light Blue,13697406.658507,2996339.327056,81.378740
1.02-S2.R034.G,Dark Blue,13697379.884938,2996339.327056,81.351960
1.02-S2.R034.H,Yellow,13697353.111042,2996339.327056,81.325190
1.02-S2.R034.I,Light Blue,13697325.632750,2996339.327056,81.297710
1.02-S2.R034.J,Light Blue,13697298.154459,2996339.327056,81.270230
1.02-S2.R034.K,Light Blue,13697270.676167,2996339.327056,81.242760
1.02-S2.R034.L,Light Blue,13697246.564011,2996339.327056,81.218640
1.02-S2.R035.A,Light Blue,13697537.317694,2996359.327344,81.584900
1.02-S2.R035.B,Light Blue,13697516.571673,2996359.327344,81.564150
1.02-S2.R035.C,Light Blue,13697489.093381,2996359.327344,81.536670
1.02-S2.R035.D,Yellow,13697461.615090,2996359.327344,81.509200
1.02-S2.R035.E,Light Blue,13697434.136798,2996359.327344,81.481720
1.02-S2.R035.F,Light Blue,13697406.658507,2996359.327344,81.454240
1.02-S2.R035.G,Dark Blue,13697379.884938,2996359.327344,81.427460
1.02-S2.R035.H,Light Blue,13697353.111042,2996359.327344,81.400690
1.02-S2.R035.I,Light Blue,13697325.632750,2996359.327344,81.373210
1.02-S2.R035.J,Light Blue,13697298.154459,2996359.327344,81.345730
1.02-S2.R035.K,Yellow,13697270.676167,2996359.327344,81.318260
1.02-S2.R035.L,Yellow,13697246.564011,2996359.327344,81.294140
1.02-S2.R036.A,Light Blue,13697537.317694,2996379.327304,81.594730
1.02-S2.R036.B,Light Blue,13697516.571673,2996379.327304,81.573980
1.02-S2.R036.C,Light Blue,13697489.093381,2996379.327304,81.546500
1.02-S2.R036.D,Yellow,13697461.615090,2996379.327304,81.519030
1.02-S2.R036.E,Yellow,13697434.136798,2996379.327304,81.491550
1.02-S2.R036.F,Yellow,13697406.658507,2996379.327304,81.464070
1.02-S2.R036.G,Dark Blue,13697379.884938,2996379.327304,81.437290
1.02-S2.R036.H,Light Blue,13697353.111042,2996379.327304,81.410520
1.02-S2.R036.I,Yellow,13697325.632750,2996379.327304,81.383040
1.02-S2.R036.J,Yellow,13697298.154459,2996379.327304,81.355560
1.02-S2.R036.K,Yellow,13697270.676167,2996379.327304,81.328090
1.02-S2.R036.L,Yellow,13697246.564011,2996379.327304,81.303970
1.02-S2.R037.A,Light Blue,13697537.317694,2996399.327264,81.437100
1.02-S2.R037.B,Light Blue,13697516.571673,2996399.327264,81.416350
1.02-S2.R037.C,Light Blue,13697489.093381,2996399.327264,81.388870
1.02-S2.R037.D,Yellow,13697461.615090,2996399.327264,81.361400
1.02-S2.R037.E,Light Blue,13697434.136798,2996399.327264,81.333920
1.02-S2.R037.F,Yellow,13697406.658507,2996399.327264,81.306440
1.02-S2.R037.G,Dark Blue,13697379.884938,2996399.327264,81.279660
1.02-S2.R037.H,Light Blue,13697353.111042,2996399.327264,81.252890
1.02-S2.R037.I,Yellow,13697325.632750,2996399.327264,81.225410
1.02-S2.R037.J,Yellow,13697298.154459,2996399.327264,81.197930
1.02-S2.R037.K,Yellow,13697270.676167,2996399.327264,81.170460
1.02-S2.R037.L,Yellow,13697246.564011,2996399.327264,81.146340
1.02-S2.R038.A,Light Blue,13697537.317694,2996419.327224,81.359200
1.02-S2.R038.B,Light Blue,13697516.571673,2996419.327224,81.338450
1.02-S2.R038.C,Light Blue,13697489.093381,2996419.327224,81.310970
1.02-S2.R038.D,Yellow,13697461.615090,2996419.327224,81.283500
1.02-S2.R038.E,Light Blue,13697434.136798,2996419.327224,81.256020
1.02-S2.R038.F,Light Blue,13697406.658507,2996419.327224,81.228540
1.02-S2.R038.G,Dark Blue,13697379.884938,2996419.327224,81.201760
1.02-S2.R038.H,Light Blue,13697353.111042,2996419.327224,81.174990
1.02-S2.R038.I,Light Blue,13697325.632750,2996419.327224,81.147510
1.02-S2.R038.J,Light Blue,13697298.154459,2996419.327224,81.120030
1.02-S2.R038.K,Yellow,13697270.676167,2996419.327224,81.092560
1.02-S2.R038.L,Yellow,13697246.564011,2996419.327224,81.068440
1.02-S2.R039.A,Light Blue,13697537.317694,2996439.327184,81.276600
1.02-S2.R039.B,Light Blue,13697516.571673,2996439.327184,81.255850
1.02-S2.R039.C,Light Blue,13697489.093381,2996439.327184,81.228370
1.02-S2.R039.D,Light Blue,13697461.615090,2996439.327184,81.200900
1.02-S2.R039.E,Light Blue,13697434.136798,2996439.327184,81.173420
1.02-S2.R039.F,Light Blue,13697406.658507,2996439.327184,81.145940
1.02-S2.R039.G,Dark Blue,13697379.884938,2996439.327184,81.119160
1.02-S2.R039.H,Light Blue,13697353.111042,2996439.327184,81.092390
1.02-S2.R039.I,Yellow,13697325.632750,2996439.327184,81.064910
1.02-S2.R039.J,Light Blue,13697298.154459,2996439.327184,81.037430
1.02-S2.R039.K,Yellow,13697270.676167,2996439.327184,81.009960
1.02-S2.R039.L,Yellow,13697246.564011,2996439.327184,80.985840
1.02-S2.R040.A,Light Blue,13697537.317694,2996459.327144,81.231450
1.02-S2.R040.B,Light Blue,13697516.571673,2996459.327144,81.210700
1.02-S2.R040.C,Light Blue,13697489.093381,2996459.327144,81.183220
1.02-S2.R040.D,Yellow,13697461.615090,2996459.327144,81.155750
1.02-S2.R040.E,Light Blue,13697434.136798,2996459.327144,81.128270
1.02-S2.R040.F,Yellow,13697406.658507,2996459.327144,81.100790
1.02-S2.R040.G,Dark Blue,13697379.884938,2996459.327144,81.074010
1.02-S2.R040.H,Yellow,13697353.111042,2996459.327144,81.047240
1.02-S2.R040.I,Yellow,13697325.632750,2996459.327144,81.019760
1.02-S2.R040.J,Light Blue,13697298.154459,2996459.327144,80.992280
1.02-S2.R040.K,Yellow,13697270.676167,2996459.327144,80.964810
1.02-S2.R040.L,Yellow,13697246.564011,2996459.327144,80.940690
1.02-S2.R041.A,Light Blue,13697537.317694,2996479.327104,80.775850
1.02-S2.R041.B,Black,13697516.571673,2996479.327104,80.755100
1.02-S2.R041.C,Light Blue,13697489.093381,2996479.327104,80.727620
1.02-S2.R041.D,Light Blue,13697461.615090,2996479.327104,80.700150
1.02-S2.R041.E,Light Blue,13697434.136798,2996479.327104,80.672670
1.02-S2.R041.F,Yellow,13697406.658507,2996479.327104,80.645190
1.02-S2.R041.G,Dark Blue,13697379.884938,2996479.327104,80.618410
1.02-S2.R041.H,Yellow,13697353.111042,2996479.327104,80.591640
1.02-S2.R041.I,Yellow,13697325.632750,2996479.327104,80.564160
1.02-S2.R041.J,Yellow,13697298.154459,2996479.327104,80.536680
1.02-S2.R041.K,Yellow,13697270.676167,2996479.327104,80.509210
1.02-S2.R041.L,Yellow,13697246.564011,2996479.327104,80.485090
1.02-S2.R042.A,Light Blue,13697537.317694,2996499.327064,79.632850
1.02-S2.R042.B,Light Green,13697516.571673,2996499.327064,79.612100
1.02-S2.R042.C,Light Blue,13697489.093381,2996499.327064,79.584620
1.02-S2.R042.D,Yellow,13697461.615090,2996499.327064,79.557150
1.02-S2.R042.E,Yellow,13697434.136798,2996499.327064,79.529670
1.02-S2.R042.F,Yellow,13697406.658507,2996499.327064,79.502190
1.02-S2.R042.G,Dark Blue,13697379.884938,2996499.327064,79.475410
1.02-S2.R042.H,Yellow,13697353.111042,2996499.327064,79.448640
1.02-S2.R042.I,Yellow,13697325.632750,2996499.327064,79.421160
1.02-S2.R042.J,Yellow,13697298.154459,2996499.327064,79.393680
1.02-S2.R042.K,Yellow,13697270.676167,2996499.327064,79.366210
1.02-S2.R042.L,Yellow,13697246.564011,2996499.327064,79.342090
1.02-S2.R043.A,Light Blue,13697537.317694,2996519.327352,79.618550
1.02-S2.R043.B,Light Green,13697516.571673,2996519.327352,79.597800
1.02-S2.R043.C,Light Blue,13697489.093381,2996519.327352,79.570320
1.02-S2.R043.D,Yellow,13697461.615090,2996519.327352,79.542850
1.02-S2.R043.E,Yellow,13697434.136798,2996519.327352,79.515370
1.02-S2.R043.F,Yellow,13697406.658507,2996519.327352,79.487890
1.02-S2.R043.G,Dark Blue,13697379.884938,2996519.327352,79.461110
1.02-S2.R043.H,Yellow,13697353.111042,2996519.327352,79.434340
1.02-S2.R043.I,Yellow,13697325.632750,2996519.327352,79.406860
1.02-S2.R043.J,Yellow,13697298.154459,2996519.327352,79.379380
1.02-S2.R043.K,Yellow,13697270.676167,2996519.327352,79.351910
1.02-S2.R043.L,Yellow,13697246.564011,2996519.327352,79.327790
1.02-S2.R044.A,Light Blue,13697537.317694,2996539.327312,79.512750
1.02-S2.R044.B,Light Green,13697516.571673,2996539.327312,79.492000
1.02-S2.R044.C,Light Blue,13697489.093381,2996539.327312,79.464520
1.02-S2.R044.D,Light Blue,13697461.615090,2996539.327312,79.437050
1.02-S2.R044.E,Light Blue,13697434.136798,2996539.327312,79.409570
1.02-S2.R044.F,Yellow,13697406.658507,2996539.327312,79.382090
1.02-S2.R044.G,Dark Blue,13697379.884938,2996539.327312,79.355310
1.02-S2.R044.H,Yellow,13697353.111042,2996539.327312,79.328540
1.02-S2.R044.I,Yellow,13697325.632750,2996539.327312,79.301060
1.02-S2.R044.J,Yellow,13697298.154459,2996539.327312,79.273580
1.02-S2.R044.K,Yellow,13697270.676167,2996539.327312,79.246110
1.02-S2.R044.L,Yellow,13697246.564011,2996539.327312,79.221990
1.02-S2.R045.A,Light Blue,13697537.317694,2996559.327272,79.428250
1.02-S2.R045.B,Light Green,13697516.571673,2996559.327272,79.407500
1.02-S2.R045.C,Light Blue,13697489.093381,2996559.327272,79.380020
1.02-S2.R045.D,Light Blue,13697461.615090,2996559.327272,79.352550
1.02-S2.R045.E,Yellow,13697434.136798,2996559.327272,79.325070
1.02-S2.R045.F,Yellow,13697406.658507,2996559.327272,79.297590
1.02-S2.R045.G,Dark Blue,13697379.884938,2996559.327272,79.270810
1.02-S2.R045.H,Yellow,13697353.111042,2996559.327272,79.244040
1.02-S2.R045.I,Yellow,13697325.632750,2996559.327272,79.216560
1.02-S2.R045.J,Yellow,13697298.154459,2996559.327272,79.189080
1.02-S2.R045.K,Yellow,13697270.676167,2996559.327272,79.161610
1.02-S2.R045.L,Yellow,13697246.564011,2996559.327272,79.137490
1.02-S2.R046.A,Light Blue,13697537.317694,2996579.327232,79.368150
1.02-S2.R046.B,Light Green,13697516.571673,2996579.327232,79.347400
1.02-S2.R046.C,Light Blue,13697489.093381,2996579.327232,79.319920
1.02-S2.R046.D,Light Blue,13697461.615090,2996579.327232,79.292450
1.02-S2.R046.E,Yellow,13697434.136798,2996579.327232,79.264970
1.02-S2.R046.F,Yellow,13697406.658507,2996579.327232,79.237490
1.02-S2.R046.G,Dark Blue,13697379.884938,2996579.327232,79.210710
1.02-S2.R046.H,Yellow,13697353.111042,2996579.327232,79.183940
1.02-S2.R046.I,Yellow,13697325.632750,2996579.327232,79.156460
1.02-S2.R046.J,Yellow,13697298.154459,2996579.327232,79.128980
1.02-S2.R046.K,Yellow,13697270.676167,2996579.327232,79.101510
1.02-S2.R046.L,Yellow,13697246.564011,2996579.327232,79.077390
1.02-S2.R047.A,Light Blue,13697537.317694,2996599.327192,79.263350
1.02-S2.R047.B,Light Green,13697516.571673,2996599.327192,79.242600
1.02-S2.R047.C,Light Blue,13697489.093381,2996599.327192,79.215120
1.02-S2.R047.D,Light Blue,13697461.615090,2996599.327192,79.187650
1.02-S2.R047.E,Yellow,13697434.136798,2996599.327192,79.160170
1.02-S2.R047.F,Yellow,13697406.658507,2996599.327192,79.132690
1.02-S2.R047.G,Dark Blue,13697379.884938,2996599.327192,79.105910
1.02-S2.R047.H,Yellow,13697353.111042,2996599.327192,79.079140
1.02-S2.R047.I,Yellow,13697325.632750,2996599.327192,79.051660
1.02-S2.R047.J,Yellow,13697298.154459,2996599.327192,79.024180
1.02-S2.R047.K,Yellow,13697270.676167,2996599.327192,78.996710
1.02-S2.R047.L,Yellow,13697246.564011,2996599.327192,78.972590
1.02-S2.R048.A,Light Blue,13697537.317694,2996619.327152,79.247050
1.02-S2.R048.B,Light Green,13697516.571673,2996619.327152,79.226300
1.02-S2.R048.C,Light Blue,13697489.093381,2996619.327152,79.198820
1.02-S2.R048.D,Yellow,13697461.615090,2996619.327152,79.171350
1.02-S2.R048.E,Yellow,13697434.136798,2996619.327152,79.143870
1.02-S2.R048.F,Yellow,13697406.658507,2996619.327152,79.116390
1.02-S2.R048.G,Dark Blue,13697379.884938,2996619.327152,79.089610
1.02-S2.R048.H,Yellow,13697353.111042,2996619.327152,79.062840
1.02-S2.R048.I,Yellow,13697325.632750,2996619.327152,79.035360
1.02-S2.R048.J,Yellow,13697298.154459,2996619.327152,79.007880
1.02-S2.R048.K,Yellow,13697270.676167,2996619.327152,78.980410
1.02-S2.R048.L,Yellow,13697246.564011,2996619.327152,78.956290
1.02-S2.R049.A,Light Blue,13697537.317694,2996639.327112,79.249950
1.02-S2.R049.B,Light Green,13697516.571673,2996639.327112,79.229200
1.02-S2.R049.C,Light Blue,13697489.093381,2996639.327112,79.201720
1.02-S2.R049.D,Yellow,13697461.615090,2996639.327112,79.174250
1.02-S2.R049.E,Yellow,13697434.136798,2996639.327112,79.146770
1.02-S2.R049.F,Yellow,13697406.658507,2996639.327112,79.119290
1.02-S2.R049.G,Dark Blue,13697379.884938,2996639.327112,79.092510
1.02-S2.R049.H,Yellow,13697353.111042,2996639.327112,79.065740
1.02-S2.R049.I,Yellow,13697325.632750,2996639.327112,79.038260
1.02-S2.R049.J,Yellow,13697298.154459,2996639.327112,79.010780
1.02-S2.R049.K,Yellow,13697270.676167,2996639.327112,78.983310
1.02-S2.R049.L,Yellow,13697246.564011,2996639.327112,78.959190
1.02-S2.R050.A,Light Blue,13697537.317694,2996659.327072,79.305150
1.02-S2.R050.B,Light Green,13697516.571673,2996659.327072,79.284400
1.02-S2.R050.C,Yellow,13697489.093381,2996659.327072,79.256920
1.02-S2.R050.D,Yellow,13697461.615090,2996659.327072,79.229450
1.02-S2.R050.E,Yellow,13697434.136798,2996659.327072,79.201970
1.02-S2.R050.F,Yellow,13697406.658507,2996659.327072,79.174490
1.02-S2.R050.G,Dark Blue,13697379.884938,2996659.327072,79.147710
1.02-S2.R050.H,Yellow,13697353.111042,2996659.327072,79.120940
1.02-S2.R050.I,Yellow,13697325.632750,2996659.327072,79.093460
1.02-S2.R050.J,Yellow,13697298.154459,2996659.327072,79.065980
1.02-S2.R050.K,Yellow,13697270.676167,2996659.327072,79.038510
1.02-S2.R050.L,Yellow,13697246.564011,2996659.327072,79.014390
1.02-S2.R051.A,Light Blue,13697537.317694,2996679.327360,79.321750
1.02-S2.R051.B,Light Green,13697516.571673,2996679.327360,79.301000
1.02-S2.R051.C,Yellow,13697489.093381,2996679.327360,79.273520
1.02-S2.R051.D,Yellow,13697461.615090,2996679.327360,79.246050
1.02-S2.R051.E,Yellow,13697434.136798,2996679.327360,79.218570
1.02-S2.R051.F,Yellow,13697406.658507,2996679.327360,79.191090
1.02-S2.R051.G,Dark Blue,13697379.884938,2996679.327360,79.164310
1.02-S2.R051.H,Yellow,13697353.111042,2996679.327360,79.137540
1.02-S2.R051.I,Yellow,13697325.632750,2996679.327360,79.110060
1.02-S2.R051.J,Yellow,13697298.154459,2996679.327360,79.082580
1.02-S2.R051.K,Yellow,13697270.676167,2996679.327360,79.055110
1.02-S2.R051.L,Yellow,13697246.564011,2996679.327360,79.030990
1.02-S2.R052.A,White,13697537.317694,2996699.327320,79.868740
1.02-S2.R052.B,White,13697516.571673,2996699.327320,79.847990
1.02-S2.R052.C,White,13697489.093381,2996699.327320,79.820510
1.02-S2.R052.D,White,13697461.615090,2996699.327320,79.793040
1.02-S2.R052.E,White,13697434.136798,2996699.327320,79.765560
