Pile ID,Pile Color,Y,X,Required Top of Pile Elevation
1.02-S2.R052.F,White,13697406.658507,2996699.327320,79.738080
1.02-S2.R052.G,Brown,13697379.884938,2996699.327320,79.711300
1.02-S2.R052.H,White,13697353.111042,2996699.327320,79.684530
1.02-S2.R052.I,White,13697325.632750,2996699.327320,79.657050
1.02-S2.R052.J,White,13697298.154459,2996699.327320,79.629570
1.02-S2.R052.K,Red,13697270.676167,2996699.327320,79.602100
1.02-S2.R052.L,Red,13697246.564011,2996699.327320,79.577980
1.02-S2.R053.A,White,13697537.317694,2996719.327280,79.702860
1.02-S2.R053.B,White,13697516.571673,2996719.327280,79.682110
1.02-S2.R053.C,White,13697489.093381,2996719.327280,79.654630
1.02-S2.R053.D,White,13697461.615090,2996719.327280,79.627160
1.02-S2.R053.E,White,13697434.136798,2996719.327280,79.599680
1.02-S2.R053.F,Red,13697406.658507,2996719.327280,79.572200
1.02-S2.R053.G,Purple,13697379.884938,2996719.327280,79.545420
1.02-S2.R053.H,White,13697353.111042,2996719.327280,79.518650
1.02-S2.R053.I,White,13697325.632750,2996719.327280,79.491170
1.02-S2.R053.J,Red,13697298.154459,2996719.327280,79.463690
1.02-S2.R053.K,Red,13697270.676167,2996719.327280,79.436220
1.02-S2.R053.L,Red,13697246.564011,2996719.327280,79.412100
1.02-S3.R001.A,Light Blue,13697218.055865,2995679.327064,82.270675
1.02-S3.R001.B,Light Green,13697197.309844,2995679.327064,82.260300
1.02-S3.R001.C,Light Blue,13697169.831552,2995679.327064,82.246560
1.02-S3.R001.D,Yellow,13697142.353261,2995679.327064,82.232820
1.02-S3.R001.E,Light Blue,13697114.874969,2995679.327064,82.219080
1.02-S3.R001.F,Yellow,13697087.396678,2995679.327064,82.205345
1.02-S3.R001.G,Purple,13697060.623109,2995679.327064,82.191955
1.02-S3.R001.H,Yellow,13697033.849541,2995679.327064,82.178570
1.02-S3.R001.I,Yellow,13697006.370921,2995679.327064,82.164830
1.02-S3.R001.J,Yellow,13696978.892630,2995679.327064,82.151090
1.02-S3.R001.K,Yellow,13696951.414338,2995679.327064,82.137350
1.02-S3.R001.L,Yellow,13696927.302182,2995679.327064,82.125295
1.02-S3.R002.A,Light Blue,13697218.055865,2995699.327352,82.300775
1.02-S3.R002.B,Light Green,13697197.309844,2995699.327352,82.290400
1.02-S3.R002.C,Light Blue,13697169.831552,2995699.327352,82.276660
1.02-S3.R002.D,Yellow,13697142.353261,2995699.327352,82.262920
1.02-S3.R002.E,Yellow,13697114.874969,2995699.327352,82.249180
1.02-S3.R002.F,Yellow,13697087.396678,2995699.327352,82.235445
1.02-S3.R002.G,Dark Blue,13697060.623109,2995699.327352,82.222055
1.02-S3.R002.H,Yellow,13697033.849541,2995699.327352,82.208670
1.02-S3.R002.I,Yellow,13697006.370921,2995699.327352,82.194930
1.02-S3.R002.J,Yellow,13696978.892630,2995699.327352,82.181190
1.02-S3.R002.K,Yellow,13696951.414338,2995699.327352,82.167450
1.02-S3.R002.L,Yellow,13696927.302182,2995699.327352,82.155395
1.02-S3.R003.A,Yellow,13697218.055865,2995719.327312,82.316975
1.02-S3.R003.B,Light Green,13697197.309844,2995719.327312,82.306600
1.02-S3.R003.C,Yellow,13697169.831552,2995719.327312,82.292860
1.02-S3.R003.D,Yellow,13697142.353261,2995719.327312,82.279120
1.02-S3.R003.E,Yellow,13697114.874969,2995719.327312,82.265380
1.02-S3.R003.F,Yellow,13697087.396678,2995719.327312,82.251645
1.02-S3.R003.G,Dark Blue,13697060.623109,2995719.327312,82.238255
1.02-S3.R003.H,Yellow,13697033.849541,2995719.327312,82.224870
1.02-S3.R003.I,Yellow,13697006.370921,2995719.327312,82.211130
1.02-S3.R003.J,Yellow,13696978.892630,2995719.327312,82.197390
1.02-S3.R003.K,Yellow,13696951.414338,2995719.327312,82.183650
1.02-S3.R003.L,Yellow,13696927.302182,2995719.327312,82.171595
1.02-S3.R004.A,Yellow,13697218.055865,2995739.327272,82.331975
1.02-S3.R004.B,Light Green,13697197.309844,2995739.327272,82.321600
1.02-S3.R004.C,Yellow,13697169.831552,2995739.327272,82.307860
1.02-S3.R004.D,Yellow,13697142.353261,2995739.327272,82.294120
1.02-S3.R004.E,Yellow,13697114.874969,2995739.327272,82.280380
1.02-S3.R004.F,Yellow,13697087.396678,2995739.327272,82.266645
1.02-S3.R004.G,Dark Blue,13697060.623109,2995739.327272,82.253255
1.02-S3.R004.H,Yellow,13697033.849541,2995739.327272,82.239870
1.02-S3.R004.I,Yellow,13697006.370921,2995739.327272,82.226130
1.02-S3.R004.J,Yellow,13696978.892630,2995739.327272,82.212390
1.02-S3.R004.K,Yellow,13696951.414338,2995739.327272,82.198650
1.02-S3.R004.L,Yellow,13696927.302182,2995739.327272,82.186595
1.02-S3.R005.A,Yellow,13697218.055865,2995759.327232,82.314075
1.02-S3.R005.B,Light Green,13697197.309844,2995759.327232,82.303700
1.02-S3.R005.C,Yellow,13697169.831552,2995759.327232,82.289960
1.02-S3.R005.D,Yellow,13697142.353261,2995759.327232,82.276220
1.02-S3.R005.E,Yellow,13697114.874969,2995759.327232,82.262480
1.02-S3.R005.F,Yellow,13697087.396678,2995759.327232,82.248745
1.02-S3.R005.G,Dark Blue,13697060.623109,2995759.327232,82.235355
1.02-S3.R005.H,Yellow,13697033.849541,2995759.327232,82.221970
1.02-S3.R005.I,Yellow,13697006.370921,2995759.327232,82.208230
1.02-S3.R005.J,Yellow,13696978.892630,2995759.327232,82.194490
1.02-S3.R005.K,Yellow,13696951.414338,2995759.327232,82.180750
1.02-S3.R005.L,Yellow,13696927.302182,2995759.327232,82.168695
1.02-S3.R006.A,Yellow,13697218.055865,2995779.327192,82.347575
1.02-S3.R006.B,Light Green,13697197.309844,2995779.327192,82.337200
1.02-S3.R006.C,Yellow,13697169.831552,2995779.327192,82.323460
1.02-S3.R006.D,Yellow,13697142.353261,2995779.327192,82.309720
1.02-S3.R006.E,Yellow,13697114.874969,2995779.327192,82.295980
1.02-S3.R006.F,Yellow,13697087.396678,2995779.327192,82.282245
1.02-S3.R006.G,Dark Blue,13697060.623109,2995779.327192,82.268855
1.02-S3.R006.H,Yellow,13697033.849541,2995779.327192,82.255470
1.02-S3.R006.I,Yellow,13697006.370921,2995779.327192,82.241730
1.02-S3.R006.J,Yellow,13696978.892630,2995779.327192,82.227990
1.02-S3.R006.K,Yellow,13696951.414338,2995779.327192,82.214250
1.02-S3.R006.L,Yellow,13696927.302182,2995779.327192,82.202195
1.02-S3.R007.A,Yellow,13697218.055865,2995799.327152,82.139675
1.02-S3.R007.B,Light Green,13697197.309844,2995799.327152,82.129300
1.02-S3.R007.C,Yellow,13697169.831552,2995799.327152,82.115560
1.02-S3.R007.D,Yellow,13697142.353261,2995799.327152,82.101820
1.02-S3.R007.E,Yellow,13697114.874969,2995799.327152,82.088080
1.02-S3.R007.F,Yellow,13697087.396678,2995799.327152,82.074345
1.02-S3.R007.G,Dark Blue,13697060.623109,2995799.327152,82.060955
1.02-S3.R007.H,Yellow,13697033.849541,2995799.327152,82.047570
1.02-S3.R007.I,Yellow,13697006.370921,2995799.327152,82.033830
1.02-S3.R007.J,Yellow,13696978.892630,2995799.327152,82.020090
1.02-S3.R007.K,Yellow,13696951.414338,2995799.327152,82.006350
1.02-S3.R007.L,Yellow,13696927.302182,2995799.327152,81.994295
1.02-S3.R008.A,Yellow,13697218.055865,2995819.327112,83.388675
1.02-S3.R008.B,Yellow,13697197.309844,2995819.327112,83.378300
1.02-S3.R008.C,Yellow,13697169.831552,2995819.327112,83.364560
1.02-S3.R008.D,Yellow,13697142.353261,2995819.327112,83.350820
1.02-S3.R008.E,Yellow,13697114.874969,2995819.327112,83.337080
1.02-S3.R008.F,Yellow,13697087.396678,2995819.327112,83.323345
1.02-S3.R008.G,Dark Blue,13697060.623109,2995819.327112,83.309955
1.02-S3.R008.H,Yellow,13697033.849541,2995819.327112,83.296570
1.02-S3.R008.I,Yellow,13697006.370921,2995819.327112,83.282830
1.02-S3.R008.J,Yellow,13696978.892630,2995819.327112,83.269090
1.02-S3.R008.K,Yellow,13696951.414338,2995819.327112,83.255350
1.02-S3.R008.L,Yellow,13696927.302182,2995819.327112,83.243295
1.02-S3.R009.A,Yellow,13697218.055865,2995839.327072,83.500955
1.02-S3.R009.B,Yellow,13697197.309844,2995839.327072,83.490580
1.02-S3.R009.C,Yellow,13697169.831552,2995839.327072,83.476840
1.02-S3.R009.D,Yellow,13697142.353261,2995839.327072,83.463100
1.02-S3.R009.E,Yellow,13697114.874969,2995839.327072,83.449360
1.02-S3.R009.F,Yellow,13697087.396678,2995839.327072,83.435625
1.02-S3.R009.G,Dark Blue,13697060.623109,2995839.327072,83.422235
1.02-S3.R009.H,Yellow,13697033.849541,2995839.327072,83.408850
1.02-S3.R009.I,Yellow,13697006.370921,2995839.327072,83.395110
1.02-S3.R009.J,Yellow,13696978.892630,2995839.327072,83.381370
1.02-S3.R009.K,Yellow,13696951.414338,2995839.327072,83.367630
1.02-S3.R009.L,Yellow,13696927.302182,2995839.327072,83.355575
1.02-S3.R010.A,Yellow,13697218.055865,2995859.327360,83.536400
1.02-S3.R010.B,Yellow,13697197.309844,2995859.327360,83.526025
1.02-S3.R010.C,Yellow,13697169.831552,2995859.327360,83.512285
1.02-S3.R010.D,Yellow,13697142.353261,2995859.327360,83.498545
1.02-S3.R010.E,Yellow,13697114.874969,2995859.327360,83.484805
1.02-S3.R010.F,Yellow,13697087.396678,2995859.327360,83.471070
1.02-S3.R010.G,Dark Blue,13697060.623109,2995859.327360,83.457680
1.02-S3.R010.H,Yellow,13697033.849541,2995859.327360,83.444295
1.02-S3.R010.I,Yellow,13697006.370921,2995859.327360,83.430555
1.02-S3.R010.J,Yellow,13696978.892630,2995859.327360,83.416815
1.02-S3.R010.K,Yellow,13696951.414338,2995859.327360,83.403075
1.02-S3.R010.L,Yellow,13696927.302182,2995859.327360,83.391020
1.02-S3.R011.A,Yellow,13697218.055865,2995879.327320,83.496175
1.02-S3.R011.B,Yellow,13697197.309844,2995879.327320,83.485800
1.02-S3.R011.C,Yellow,13697169.831552,2995879.327320,83.472060
1.02-S3.R011.D,Yellow,13697142.353261,2995879.327320,83.458320
1.02-S3.R011.E,Yellow,13697114.874969,2995879.327320,83.444580
1.02-S3.R011.F,Yellow,13697087.396678,2995879.327320,83.430845
1.02-S3.R011.G,Dark Blue,13697060.623109,2995879.327320,83.417455
1.02-S3.R011.H,Yellow,13697033.849541,2995879.327320,83.404070
1.02-S3.R011.I,Yellow,13697006.370921,2995879.327320,83.390330
1.02-S3.R011.J,Yellow,13696978.892630,2995879.327320,83.376590
1.02-S3.R011.K,Yellow,13696951.414338,2995879.327320,83.362850
1.02-S3.R011.L,Yellow,13696927.302182,2995879.327320,83.350795
1.02-S3.R012.A,Yellow,13697218.055865,2995899.327280,83.401200
1.02-S3.R012.B,Yellow,13697197.309844,2995899.327280,83.390825
1.02-S3.R012.C,Yellow,13697169.831552,2995899.327280,83.377085
1.02-S3.R012.D,Yellow,13697142.353261,2995899.327280,83.363345
1.02-S3.R012.E,Yellow,13697114.874969,2995899.327280,83.349605
1.02-S3.R012.F,Yellow,13697087.396678,2995899.327280,83.335870
1.02-S3.R012.G,Dark Blue,13697060.623109,2995899.327280,83.322480
1.02-S3.R012.H,Yellow,13697033.849541,2995899.327280,83.309095
1.02-S3.R012.I,Yellow,13697006.370921,2995899.327280,83.295355
1.02-S3.R012.J,Yellow,13696978.892630,2995899.327280,83.281615
1.02-S3.R012.K,Yellow,13696951.414338,2995899.327280,83.267875
1.02-S3.R012.L,Yellow,13696927.302182,2995899.327280,83.255820
1.02-S3.R013.A,Yellow,13697218.055865,2995919.327240,83.370575
1.02-S3.R013.B,Yellow,13697197.309844,2995919.327240,83.360200
1.02-S3.R013.C,Yellow,13697169.831552,2995919.327240,83.346460
1.02-S3.R013.D,Yellow,13697142.353261,2995919.327240,83.332720
1.02-S3.R013.E,Yellow,13697114.874969,2995919.327240,83.318980
1.02-S3.R013.F,Yellow,13697087.396678,2995919.327240,83.305245
1.02-S3.R013.G,Dark Blue,13697060.623109,2995919.327240,83.291855
1.02-S3.R013.H,Yellow,13697033.849541,2995919.327240,83.278470
1.02-S3.R013.I,Yellow,13697006.370921,2995919.327240,83.264730
1.02-S3.R013.J,Yellow,13696978.892630,2995919.327240,83.250990
1.02-S3.R013.K,Yellow,13696951.414338,2995919.327240,83.237250
1.02-S3.R013.L,Yellow,13696927.302182,2995919.327240,83.225195
1.02-S3.R014.A,Light Blue,13697218.055865,2995939.327200,83.114600
1.02-S3.R014.B,Yellow,13697197.309844,2995939.327200,83.104225
1.02-S3.R014.C,Yellow,13697169.831552,2995939.327200,83.090485
1.02-S3.R014.D,Yellow,13697142.353261,2995939.327200,83.076745
1.02-S3.R014.E,Yellow,13697114.874969,2995939.327200,83.063005
1.02-S3.R014.F,Yellow,13697087.396678,2995939.327200,83.049270
1.02-S3.R014.G,Dark Blue,13697060.623109,2995939.327200,83.035880
1.02-S3.R014.H,Yellow,13697033.849541,2995939.327200,83.022495
1.02-S3.R014.I,Yellow,13697006.370921,2995939.327200,83.008755
1.02-S3.R014.J,Yellow,13696978.892630,2995939.327200,82.995015
1.02-S3.R014.K,Yellow,13696951.414338,2995939.327200,82.981275
1.02-S3.R014.L,Yellow,13696927.302182,2995939.327200,82.969220
1.02-S3.R015.A,Light Blue,13697218.055865,2995959.327160,83.064700
1.02-S3.R015.B,Light Blue,13697197.309844,2995959.327160,83.054325
1.02-S3.R015.C,Yellow,13697169.831552,2995959.327160,83.040585
1.02-S3.R015.D,Yellow,13697142.353261,2995959.327160,83.026845
1.02-S3.R015.E,Yellow,13697114.874969,2995959.327160,83.013105
1.02-S3.R015.F,Yellow,13697087.396678,2995959.327160,82.999370
1.02-S3.R015.G,Dark Blue,13697060.623109,2995959.327160,82.985980
1.02-S3.R015.H,Yellow,13697033.849541,2995959.327160,82.972595
1.02-S3.R015.I,Yellow,13697006.370921,2995959.327160,82.958855
1.02-S3.R015.J,Yellow,13696978.892630,2995959.327160,82.945115
1.02-S3.R015.K,Yellow,13696951.414338,2995959.327160,82.931375
1.02-S3.R015.L,Yellow,13696927.302182,2995959.327160,82.919320
1.02-S3.R016.A,Light Blue,13697218.055865,2995979.327120,82.927475
1.02-S3.R016.B,Light Blue,13697197.309844,2995979.327120,82.917100
1.02-S3.R016.C,Yellow,13697169.831552,2995979.327120,82.903360
1.02-S3.R016.D,Yellow,13697142.353261,2995979.327120,82.889620
1.02-S3.R016.E,Yellow,13697114.874969,2995979.327120,82.875880
1.02-S3.R016.F,Yellow,13697087.396678,2995979.327120,82.862145
1.02-S3.R016.G,Dark Blue,13697060.623109,2995979.327120,82.848755
1.02-S3.R016.H,Yellow,13697033.849541,2995979.327120,82.835370
1.02-S3.R016.I,Yellow,13697006.370921,2995979.327120,82.821630
1.02-S3.R016.J,Yellow,13696978.892630,2995979.327120,82.807890
1.02-S3.R016.K,Yellow,13696951.414338,2995979.327120,82.794150
1.02-S3.R016.L,Yellow,13696927.302182,2995979.327120,82.782095
1.02-S3.R017.A,Light Blue,13697218.055865,2995999.327080,82.925415
1.02-S3.R017.B,Yellow,13697197.309844,2995999.327080,82.915040
1.02-S3.R017.C,Light Blue,13697169.831552,2995999.327080,82.901300
1.02-S3.R017.D,Yellow,13697142.353261,2995999.327080,82.887560
1.02-S3.R017.E,Yellow,13697114.874969,2995999.327080,82.873820
1.02-S3.R017.F,Yellow,13697087.396678,2995999.327080,82.860085
1.02-S3.R017.G,Dark Blue,13697060.623109,2995999.327080,82.846695
1.02-S3.R017.H,Yellow,13697033.849541,2995999.327080,82.833310
1.02-S3.R017.I,Yellow,13697006.370921,2995999.327080,82.819570
1.02-S3.R017.J,Yellow,13696978.892630,2995999.327080,82.805830
1.02-S3.R017.K,Yellow,13696951.414338,2995999.327080,82.792090
1.02-S3.R017.L,Yellow,13696927.302182,2995999.327080,82.780035
1.02-S3.R018.A,Yellow,13697218.055865,2996019.327040,82.940275
1.02-S3.R018.B,Yellow,13697197.309844,2996019.327040,82.929900
1.02-S3.R018.C,Yellow,13697169.831552,2996019.327040,82.916160
1.02-S3.R018.D,Yellow,13697142.353261,2996019.327040,82.902420
1.02-S3.R018.E,Yellow,13697114.874969,2996019.327040,82.888680
1.02-S3.R018.F,Yellow,13697087.396678,2996019.327040,82.874945
1.02-S3.R018.G,Dark Blue,13697060.623109,2996019.327040,82.861555
1.02-S3.R018.H,Yellow,13697033.849541,2996019.327040,82.848170
1.02-S3.R018.I,Yellow,13697006.370921,2996019.327040,82.834430
1.02-S3.R018.J,Yellow,13696978.892630,2996019.327040,82.820690
1.02-S3.R018.K,Yellow,13696951.414338,2996019.327040,82.806950
1.02-S3.R018.L,Yellow,13696927.302182,2996019.327040,82.794895
1.02-S3.R019.A,Light Blue,13697218.055865,2996039.327328,82.834000
1.02-S3.R019.B,Light Blue,13697197.309844,2996039.327328,82.823625
1.02-S3.R019.C,Yellow,13697169.831552,2996039.327328,82.809885
1.02-S3.R019.D,Yellow,13697142.353261,2996039.327328,82.796145
1.02-S3.R019.E,Yellow,13697114.874969,2996039.327328,82.782405
1.02-S3.R019.F,Yellow,13697087.396678,2996039.327328,82.768670
1.02-S3.R019.G,Dark Blue,13697060.623109,2996039.327328,82.755280
1.02-S3.R019.H,Yellow,13697033.849541,2996039.327328,82.741895
1.02-S3.R019.I,Yellow,13697006.370921,2996039.327328,82.728155
1.02-S3.R019.J,Yellow,13696978.892630,2996039.327328,82.714415
1.02-S3.R019.K,Yellow,13696951.414338,2996039.327328,82.700675
1.02-S3.R019.L,Yellow,13696927.302182,2996039.327328,82.688620
1.02-S3.R020.A,Light Blue,13697218.055865,2996059.327288,82.536615
1.02-S3.R020.B,Light Blue,13697197.309844,2996059.327288,82.526240
1.02-S3.R020.C,Light Blue,13697169.831552,2996059.327288,82.512500
1.02-S3.R020.D,Light Blue,13697142.353261,2996059.327288,82.498760
1.02-S3.R020.E,Light Blue,13697114.874969,2996059.327288,82.485020
1.02-S3.R020.F,Yellow,13697087.396678,2996059.327288,82.471285
1.02-S3.R020.G,Dark Blue,13697060.623109,2996059.327288,82.457895
1.02-S3.R020.H,Yellow,13697033.849541,2996059.327288,82.444510
1.02-S3.R020.I,Yellow,13697006.370921,2996059.327288,82.430770
1.02-S3.R020.J,Yellow,13696978.892630,2996059.327288,82.417030
1.02-S3.R020.K,Yellow,13696951.414338,2996059.327288,82.403290
1.02-S3.R020.L,Yellow,13696927.302182,2996059.327288,82.391235
1.02-S3.R021.A,Light Blue,13697218.055865,2996079.327248,82.451175
1.02-S3.R021.B,Light Blue,13697197.309844,2996079.327248,82.440800
1.02-S3.R021.C,Light Blue,13697169.831552,2996079.327248,82.427060
1.02-S3.R021.D,Light Blue,13697142.353261,2996079.327248,82.413320
1.02-S3.R021.E,Light Blue,13697114.874969,2996079.327248,82.399580
1.02-S3.R021.F,Light Blue,13697087.396678,2996079.327248,82.385845
1.02-S3.R021.G,Dark Blue,13697060.623109,2996079.327248,82.372455
1.02-S3.R021.H,Yellow,13697033.849541,2996079.327248,82.359070
1.02-S3.R021.I,Yellow,13697006.370921,2996079.327248,82.345330
1.02-S3.R021.J,Yellow,13696978.892630,2996079.327248,82.331590
1.02-S3.R021.K,Yellow,13696951.414338,2996079.327248,82.317850
1.02-S3.R021.L,Yellow,13696927.302182,2996079.327248,82.305795
1.02-S3.R022.A,Light Blue,13697218.055865,2996099.327208,82.385400
1.02-S3.R022.B,Light Blue,13697197.309844,2996099.327208,82.375025
1.02-S3.R022.C,Light Blue,13697169.831552,2996099.327208,82.361285
1.02-S3.R022.D,Light Blue,13697142.353261,2996099.327208,82.347545
1.02-S3.R022.E,Yellow,13697114.874969,2996099.327208,82.333805
1.02-S3.R022.F,Yellow,13697087.396678,2996099.327208,82.320070
1.02-S3.R022.G,Dark Blue,13697060.623109,2996099.327208,82.306680
1.02-S3.R022.H,Yellow,13697033.849541,2996099.327208,82.293295
1.02-S3.R022.I,Yellow,13697006.370921,2996099.327208,82.279555
1.02-S3.R022.J,Yellow,13696978.892630,2996099.327208,82.265815
1.02-S3.R022.K,Yellow,13696951.414338,2996099.327208,82.252075
1.02-S3.R022.L,Yellow,13696927.302182,2996099.327208,82.240020
1.02-S3.R023.A,Light Blue,13697218.055865,2996119.327168,82.222400
1.02-S3.R023.B,Light Blue,13697197.309844,2996119.327168,82.212025
1.02-S3.R023.C,Light Blue,13697169.831552,2996119.327168,82.198285
1.02-S3.R023.D,Light Blue,13697142.353261,2996119.327168,82.184545
1.02-S3.R023.E,Light Blue,13697114.874969,2996119.327168,82.170805
1.02-S3.R023.F,Light Blue,13697087.396678,2996119.327168,82.157070
1.02-S3.R023.G,Dark Blue,13697060.623109,2996119.327168,82.143680
1.02-S3.R023.H,Yellow,13697033.849541,2996119.327168,82.130295
1.02-S3.R023.I,Yellow,13697006.370921,2996119.327168,82.116555
1.02-S3.R023.J,Yellow,13696978.892630,2996119.327168,82.102815
1.02-S3.R023.K,Yellow,13696951.414338,2996119.327168,82.089075
1.02-S3.R023.L,Yellow,13696927.302182,2996119.327168,82.077020
1.02-S3.R024.A,Light Blue,13697218.055865,2996139.327128,82.166500
1.02-S3.R024.B,Light Blue,13697197.309844,2996139.327128,82.156125
1.02-S3.R024.C,Light Blue,13697169.831552,2996139.327128,82.142385
1.02-S3.R024.D,Light Blue,13697142.353261,2996139.327128,82.128645
1.02-S3.R024.E,Light Blue,13697114.874969,2996139.327128,82.114905
1.02-S3.R024.F,Light Blue,13697087.396678,2996139.327128,82.101170
1.02-S3.R024.G,Dark Blue,13697060.623109,2996139.327128,82.087780
1.02-S3.R024.H,Yellow,13697033.849541,2996139.327128,82.074395
1.02-S3.R024.I,Yellow,13697006.370921,2996139.327128,82.060655
1.02-S3.R024.J,Yellow,13696978.892630,2996139.327128,82.046915
1.02-S3.R024.K,Yellow,13696951.414338,2996139.327128,82.033175
1.02-S3.R024.L,Yellow,13696927.302182,2996139.327128,82.021120
1.02-S3.R025.A,Light Blue,13697218.055865,2996159.327088,82.050400
1.02-S3.R025.B,Light Blue,13697197.309844,2996159.327088,82.040025
1.02-S3.R025.C,Light Blue,13697169.831552,2996159.327088,82.026285
1.02-S3.R025.D,Light Blue,13697142.353261,2996159.327088,82.012545
1.02-S3.R025.E,Light Blue,13697114.874969,2996159.327088,81.998805
1.02-S3.R025.F,Light Blue,13697087.396678,2996159.327088,81.985070
1.02-S3.R025.G,Dark Blue,13697060.623109,2996159.327088,81.971680
1.02-S3.R025.H,Yellow,13697033.849541,2996159.327088,81.958295
1.02-S3.R025.I,Yellow,13697006.370921,2996159.327088,81.944555
1.02-S3.R025.J,Yellow,13696978.892630,2996159.327088,81.930815
1.02-S3.R025.K,Yellow,13696951.414338,2996159.327088,81.917075
1.02-S3.R025.L,Yellow,13696927.302182,2996159.327088,81.905020
1.02-S3.R026.A,Light Blue,13697218.055865,2996179.327048,82.206800
1.02-S3.R026.B,Light Blue,13697197.309844,2996179.327048,82.196425
1.02-S3.R026.C,Light Blue,13697169.831552,2996179.327048,82.182685
1.02-S3.R026.D,Light Blue,13697142.353261,2996179.327048,82.168945
1.02-S3.R026.E,Light Blue,13697114.874969,2996179.327048,82.155205
1.02-S3.R026.F,Yellow,13697087.396678,2996179.327048,82.141470
1.02-S3.R026.G,Dark Blue,13697060.623109,2996179.327048,82.128080
1.02-S3.R026.H,Yellow,13697033.849541,2996179.327048,82.114695
1.02-S3.R026.I,Yellow,13697006.370921,2996179.327048,82.100955
1.02-S3.R026.J,Yellow,13696978.892630,2996179.327048,82.087215
1.02-S3.R026.K,Yellow,13696951.414338,2996179.327048,82.073475
1.02-S3.R026.L,Yellow,13696927.302182,2996179.327048,82.061420
1.02-S3.R027.A,Light Blue,13697218.055865,2996199.327336,82.147500
1.02-S3.R027.B,Light Blue,13697197.309844,2996199.327336,82.137125
1.02-S3.R027.C,Light Blue,13697169.831552,2996199.327336,82.123385
1.02-S3.R027.D,Light Blue,13697142.353261,2996199.327336,82.109645
1.02-S3.R027.E,Light Blue,13697114.874969,2996199.327336,82.095905
1.02-S3.R027.F,Light Blue,13697087.396678,2996199.327336,82.082170
1.02-S3.R027.G,Dark Blue,13697060.623109,2996199.327336,82.068780
1.02-S3.R027.H,Yellow,13697033.849541,2996199.327336,82.055395
1.02-S3.R027.I,Yellow,13697006.370921,2996199.327336,82.041655
1.02-S3.R027.J,Yellow,13696978.892630,2996199.327336,82.027915
1.02-S3.R027.K,Yellow,13696951.414338,2996199.327336,82.014175
1.02-S3.R027.L,Yellow,13696927.302182,2996199.327336,82.002120
1.02-S3.R028.A,Light Blue,13697218.055865,2996219.327296,81.936000
1.02-S3.R028.B,Light Blue,13697197.309844,2996219.327296,81.925625
1.02-S3.R028.C,Light Blue,13697169.831552,2996219.327296,81.911885
1.02-S3.R028.D,Light Blue,13697142.353261,2996219.327296,81.898145
1.02-S3.R028.E,Light Blue,13697114.874969,2996219.327296,81.884405
1.02-S3.R028.F,Light Blue,13697087.396678,2996219.327296,81.870670
1.02-S3.R028.G,Dark Blue,13697060.623109,2996219.327296,81.857280
1.02-S3.R028.H,Yellow,13697033.849541,2996219.327296,81.843895
1.02-S3.R028.I,Light Blue,13697006.370921,2996219.327296,81.830155
1.02-S3.R028.J,Yellow,13696978.892630,2996219.327296,81.816415
1.02-S3.R028.K,Yellow,13696951.414338,2996219.327296,81.802675
1.02-S3.R028.L,Yellow,13696927.302182,2996219.327296,81.790620
1.02-S3.R029.A,Light Blue,13697218.055865,2996239.327256,81.932575
1.02-S3.R029.B,Light Blue,13697197.309844,2996239.327256,81.922200
1.02-S3.R029.C,Light Blue,13697169.831552,2996239.327256,81.908460
1.02-S3.R029.D,Light Blue,13697142.353261,2996239.327256,81.894720
1.02-S3.R029.E,Yellow,13697114.874969,2996239.327256,81.880980
1.02-S3.R029.F,Light Blue,13697087.396678,2996239.327256,81.867245
1.02-S3.R029.G,Dark Blue,13697060.623109,2996239.327256,81.853855
1.02-S3.R029.H,Yellow,13697033.849541,2996239.327256,81.840470
1.02-S3.R029.I,Yellow,13697006.370921,2996239.327256,81.826730
1.02-S3.R029.J,Yellow,13696978.892630,2996239.327256,81.812990
1.02-S3.R029.K,Yellow,13696951.414338,2996239.327256,81.799250
1.02-S3.R029.L,Yellow,13696927.302182,2996239.327256,81.787195
1.02-S3.R030.A,Light Blue,13697218.055865,2996259.327216,81.990500
1.02-S3.R030.B,Light Blue,13697197.309844,2996259.327216,81.980125
1.02-S3.R030.C,Light Blue,13697169.831552,2996259.327216,81.966385
1.02-S3.R030.D,Light Blue,13697142.353261,2996259.327216,81.952645
1.02-S3.R030.E,Yellow,13697114.874969,2996259.327216,81.938905
1.02-S3.R030.F,Yellow,13697087.396678,2996259.327216,81.925170
1.02-S3.R030.G,Dark Blue,13697060.623109,2996259.327216,81.911780
1.02-S3.R030.H,Yellow,13697033.849541,2996259.327216,81.898395
1.02-S3.R030.I,Yellow,13697006.370921,2996259.327216,81.884655
1.02-S3.R030.J,Yellow,13696978.892630,2996259.327216,81.870915
1.02-S3.R030.K,Yellow,13696951.414338,2996259.327216,81.857175
1.02-S3.R030.L,Yellow,13696927.302182,2996259.327216,81.845120
1.02-S3.R031.A,Light Blue,13697218.055865,2996279.327176,81.894575
1.02-S3.R031.B,Light Blue,13697197.309844,2996279.327176,81.884200
1.02-S3.R031.C,Light Blue,13697169.831552,2996279.327176,81.870460
1.02-S3.R031.D,Light Blue,13697142.353261,2996279.327176,81.856720
1.02-S3.R031.E,Light Blue,13697114.874969,2996279.327176,81.842980
1.02-S3.R031.F,Light Blue,13697087.396678,2996279.327176,81.829245
