ID,N,E,Z,Color
E4.09.S1.R27.I,2166104.44,6532435.14,0,Pink - White
E4.09.S1.R27.J,2166070.69,6532435.14,0,Blue - White
E4.09.S1.R27.K,2166041.08,6532435.14,0,Blue - White
E4.09.S1.R27.L,2166011.47,6532435.14,0,Blue - Black
E4.09.S1.R28.A,2166363.68,6532453.14,0,Blue - Black
E4.09.S1.R28.B,2166334.07,6532453.14,0,Blue - White
E4.09.S1.R28.C,2166304.46,6532453.14,0,Blue - White
E4.09.S1.R28.D,2166270.71,6532453.14,0,Blue - White
E4.09.S1.R28.E,2166236.96,6532453.14,0,Pink - White
E4.09.S1.R28.F,2166203.21,6532453.14,0,Pink - White
E4.09.S1.R28.G,2166170.94,6532453.14,0,Green
E4.09.S1.R28.H,2166138.67,6532453.14,0,Pink - White
E4.09.S1.R28.I,2166104.92,6532453.14,0,Pink - White
E4.09.S1.R28.J,2166071.17,6532453.14,0,Blue - White
E4.09.S1.R28.K,2166041.56,6532453.14,0,Blue - White
E4.09.S1.R28.L,2166011.95,6532453.14,0,Blue - Black
E4.09.S1.R29.A,2166364.16,6532471.14,0,Blue - Black
E4.09.S1.R29.B,2166334.55,6532471.14,0,Blue - White
E4.09.S1.R29.C,2166304.94,6532471.14,0,Blue - White
E4.09.S1.R29.D,2166271.19,6532471.14,0,Blue - White
E4.09.S1.R29.E,2166237.44,6532471.14,0,Pink - White
E4.09.S1.R29.F,2166203.7,6532471.14,0,Pink - White
E4.09.S1.R29.G,2166171.42,6532471.14,0,Green
E4.09.S1.R29.H,2166139.15,6532471.14,0,Pink - White
E4.09.S1.R29.I,2166105.4,6532471.14,0,Pink - White
E4.09.S1.R29.J,2166071.65,6532471.14,0,Blue - White
E4.09.S1.R29.K,2166042.04,6532471.14,0,Blue - White
E4.09.S1.R29.L,2166012.43,6532471.14,0,Blue - Black
E4.09.S1.R30.A,2166364.65,6532489.14,0,Blue - Black
E4.09.S1.R30.B,2166335.04,6532489.14,0,Blue - White
E4.09.S1.R30.C,2166305.42,6532489.14,0,Blue - White
E4.09.S1.R30.D,2166271.68,6532489.14,0,Blue - White
E4.09.S1.R30.E,2166237.93,6532489.14,0,Pink - White
E4.09.S1.R30.F,2166204.18,6532489.14,0,Pink - White
E4.09.S1.R30.G,2166171.91,6532489.14,0,Green
E4.09.S1.R30.H,2166139.63,6532489.14,0,Pink - White
E4.09.S1.R30.I,2166105.89,6532489.14,0,Pink - White
E4.09.S1.R30.J,2166072.14,6532489.14,0,Blue - White
E4.09.S1.R30.K,2166042.53,6532489.14,0,Blue - White
E4.09.S1.R30.L,2166012.91,6532489.14,0,Blue - Black
E4.09.S1.R31.A,2166365.13,6532507.14,0,Blue - Black
E4.09.S1.R31.B,2166335.52,6532507.14,0,Blue - White
E4.09.S1.R31.C,2166305.91,6532507.14,0,Blue - White
E4.09.S1.R31.D,2166272.16,6532507.14,0,Blue - White
E4.09.S1.R31.E,2166238.41,6532507.14,0,Pink - White
E4.09.S1.R31.F,2166204.66,6532507.14,0,Pink - White
E4.09.S1.R31.G,2166172.39,6532507.14,0,Green
E4.09.S1.R31.H,2166140.12,6532507.14,0,Pink - White
E4.09.S1.R31.I,2166106.37,6532507.14,0,Pink - White
E4.09.S1.R31.J,2166072.62,6532507.14,0,Blue - White
E4.09.S1.R31.K,2166043.01,6532507.14,0,Blue - White
E4.09.S1.R31.L,2166013.4,6532507.14,0,Blue - Black
E4.09.S1.R32.A,2166365.61,6532525.14,0,Blue - Black
E4.09.S1.R32.B,2166336,6532525.14,0,Blue - White
E4.09.S1.R32.C,2166306.39,6532525.14,0,Blue - White
E4.09.S1.R32.D,2166272.64,6532525.14,0,Blue - White
E4.09.S1.R32.E,2166238.89,6532525.14,0,Pink - White
E4.09.S1.R32.F,2166205.14,6532525.14,0,Pink - White
E4.09.S1.R32.G,2166172.87,6532525.14,0,Green
E4.09.S1.R32.H,2166140.6,6532525.14,0,Pink - White
E4.09.S1.R32.I,2166106.85,6532525.14,0,Pink - White
E4.09.S1.R32.J,2166073.1,6532525.14,0,Blue - White
E4.09.S1.R32.K,2166043.49,6532525.14,0,Blue - White
E4.09.S1.R32.L,2166013.88,6532525.14,0,Blue - Black
E4.09.S1.R33.A,2166366.09,6532543.14,0,Blue - Black
E4.09.S1.R33.B,2166336.48,6532543.14,0,Blue - White
E4.09.S1.R33.C,2166306.87,6532543.14,0,Blue - White
E4.09.S1.R33.D,2166273.12,6532543.14,0,Blue - White
E4.09.S1.R33.E,2166239.37,6532543.14,0,Pink - White
E4.09.S1.R33.F,2166205.63,6532543.14,0,Pink - White
E4.09.S1.R33.G,2166173.35,6532543.14,0,Green
E4.09.S1.R33.H,2166141.08,6532543.14,0,Pink - White
E4.09.S1.R33.I,2166107.33,6532543.14,0,Pink - White
E4.09.S1.R33.J,2166073.58,6532543.14,0,Blue - White
E4.09.S1.R33.K,2166043.97,6532543.14,0,Blue - White
E4.09.S1.R33.L,2166014.36,6532543.14,0,Blue - Black
E4.09.S1.R34.A,2166366.58,6532561.14,0,Blue - Black
E4.09.S1.R34.B,2166336.96,6532561.14,0,Blue - White
E4.09.S1.R34.C,2166307.35,6532561.14,0,Blue - White
E4.09.S1.R34.D,2166273.6,6532561.14,0,Blue - White
E4.09.S1.R34.E,2166239.86,6532561.14,0,Pink - White
E4.09.S1.R34.F,2166206.11,6532561.14,0,Pink - White
E4.09.S1.R34.G,2166173.84,6532561.14,0,Green
E4.09.S1.R34.H,2166141.56,6532561.14,0,Pink - White
E4.09.S1.R34.I,2166107.81,6532561.14,0,Pink - White
E4.09.S1.R34.J,2166074.07,6532561.14,0,Blue - White
E4.09.S1.R34.K,2166044.46,6532561.14,0,Blue - White
E4.09.S1.R34.L,2166014.84,6532561.14,0,Blue - Black
