1,13697856.580,2996059.327,,
2,13697835.834,2996059.327,,
3,13697808.355,2996059.327,,
4,13697780.877,2996059.327,,
5,13697753.399,2996059.327,,
6,13697725.920,2996059.327,,
7,13697699.146,2996059.327,,
8,13697672.373,2996059.327,,
9,13697644.895,2996059.327,,
10,13697617.416,2996059.327,,
11,13697589.938,2996059.327,,
12,13697565.826,2996059.327,,
13,13697856.580,2996079.327,,
14,13697835.834,2996079.327,,
15,13697808.355,2996079.327,,
16,13697780.877,2996079.327,,
17,13697753.399,2996079.327,,
18,13697725.920,2996079.327,,
19,13697699.146,2996079.327,,
20,13697672.373,2996079.327,,
21,13697644.895,2996079.327,,
22,13697617.416,2996079.327,,
23,13697589.938,2996079.327,,
24,13697565.826,2996079.327,,
25,13697856.580,2996099.327,,
26,13697835.834,2996099.327,,
27,13697808.355,2996099.327,,
28,13697780.877,2996099.327,,
29,13697753.399,2996099.327,,
30,13697725.920,2996099.327,,
31,13697699.146,2996099.327,,
32,13697672.373,2996099.327,,
33,13697644.895,2996099.327,,
34,13697617.416,2996099.327,,
35,13697589.938,2996099.327,,
36,13697565.826,2996099.327,,
37,13697856.580,2996119.327,,
38,13697835.834,2996119.327,,
39,13697808.355,2996119.327,,
40,13697780.877,2996119.327,,
41,13697753.399,2996119.327,,
42,13697725.920,2996119.327,,
43,13697699.146,2996119.327,,
44,13697672.373,2996119.327,,
45,13697644.895,2996119.327,,
46,13697617.416,2996119.327,,
47,13697589.938,2996119.327,,
48,13697565.826,2996119.327,,
49,13697856.580,2996139.327,,
50,13697835.834,2996139.327,,
51,13697808.355,2996139.327,,
52,13697780.877,2996139.327,,
53,13697753.399,2996139.327,,
54,13697725.920,2996139.327,,
55,13697699.146,2996139.327,,
56,13697672.373,2996139.327,,
57,13697644.895,2996139.327,,
58,13697617.416,2996139.327,,
59,13697589.938,2996139.327,,
60,13697565.826,2996139.327,,
61,13697856.580,2996159.327,,
62,13697835.834,2996159.327,,
63,13697808.355,2996159.327,,
64,13697780.877,2996159.327,,
65,13697753.399,2996159.327,,
66,13697725.920,2996159.327,,
67,13697699.146,2996159.327,,
68,13697672.373,2996159.327,,
69,13697644.895,2996159.327,,
70,13697617.416,2996159.327,,
71,13697589.938,2996159.327,,
72,13697565.826,2996159.327,,
73,13697856.580,2996179.327,,
74,13697835.834,2996179.327,,
75,13697808.355,2996179.327,,
76,13697780.877,2996179.327,,
77,13697753.399,2996179.327,,
78,13697725.920,2996179.327,,
79,13697699.146,2996179.327,,
80,13697672.373,2996179.327,,
81,13697644.895,2996179.327,,
82,13697617.416,2996179.327,,
83,13697589.938,2996179.327,,
84,13697565.826,2996179.327,,
85,13697856.580,2996199.327,,
86,13697835.834,2996199.327,,
87,13697808.355,2996199.327,,
88,13697780.877,2996199.327,,
89,13697753.399,2996199.327,,
90,13697725.920,2996199.327,,
91,13697699.146,2996199.327,,
92,13697672.373,2996199.327,,
93,13697644.895,2996199.327,,
94,13697617.416,2996199.327,,
95,13697589.938,2996199.327,,
96,13697565.826,2996199.327,,
