id,northing,easting,z,color
08.S2.R25.J,2166056.22,6531895.14,0,Blue - White
08.S2.R25.K,2166026.61,6531895.14,0,Blue - White
08.S2.R25.L,2165997,6531895.14,0,Blue - Black
08.S2.R26.A,2166349.21,6531913.14,0,Pink - Black
08.S2.R26.B,2166319.6,6531913.14,0,Pink - White
08.S2.R26.C,2166289.99,6531913.14,0,Blue - White
08.S2.R26.D,2166256.24,6531913.14,0,Blue - White
08.S2.R26.E,2166222.49,6531913.14,0,Pink - White
08.S2.R26.F,2166188.74,6531913.14,0,Pink - White
08.S2.R26.G,2166156.47,6531913.14,0,Green
08.S2.R26.H,2166124.2,6531913.14,0,Pink - White
08.S2.R26.I,2166090.45,6531913.14,0,Pink - White
08.S2.R26.J,2166056.7,6531913.14,0,Blue - White
08.S2.R26.K,2166027.09,6531913.14,0,Blue - White
08.S2.R26.L,2165997.48,6531913.14,0,Blue - Black
08.S2.R27.A,2166349.69,6531931.14,0,Pink - Black
08.S2.R27.B,2166320.08,6531931.14,0,Pink - White
08.S2.R27.C,2166290.47,6531931.14,0,Blue - White
08.S2.R27.D,2166256.72,6531931.14,0,Blue - White
08.S2.R27.E,2166222.97,6531931.14,0,Pink - White
08.S2.R27.F,2166189.23,6531931.14,0,Pink - White
08.S2.R27.G,2166156.95,6531931.14,0,Green
08.S2.R27.H,2166124.68,6531931.14,0,Pink - White
08.S2.R27.I,2166090.93,6531931.14,0,Pink - White
08.S2.R27.J,2166057.18,6531931.14,0,Blue - White
08.S2.R27.K,2166027.57,6531931.14,0,Blue - White
08.S2.R27.L,2165997.96,6531931.14,0,Blue - Black
08.S2.R28.A,2166350.18,6531949.14,0,Pink - Black
08.S2.R28.B,2166320.56,6531949.14,0,Pink - White
08.S2.R28.C,2166290.95,6531949.14,0,Blue - White
08.S2.R28.D,2166257.2,6531949.14,0,Blue - White
08.S2.R28.E,2166223.46,6531949.14,0,Pink - White
08.S2.R28.F,2166189.71,6531949.14,0,Pink - White
08.S2.R28.G,2166157.44,6531949.14,0,Green
08.S2.R28.H,2166125.16,6531949.14,0,Pink - White
08.S2.R28.I,2166091.41,6531949.14,0,Pink - White
08.S2.R28.J,2166057.67,6531949.14,0,Blue - White
08.S2.R28.K,2166028.06,6531949.14,0,Blue - White
08.S2.R28.L,2165998.44,6531949.14,0,Blue - Black
08.S2.R29.A,2166350.66,6531967.14,0,Pink - Black
08.S2.R29.B,2166321.05,6531967.14,0,Pink - White
08.S2.R29.C,2166291.44,6531967.14,0,Blue - White
08.S2.R29.D,2166257.69,6531967.14,0,Blue - White
08.S2.R29.E,2166223.94,6531967.14,0,Pink - White
08.S2.R29.F,2166190.19,6531967.14,0,Pink - White
08.S2.R29.G,2166157.92,6531967.14,0,Green
08.S2.R29.H,2166125.65,6531967.14,0,Pink - White
08.S2.R29.I,2166091.9,6531967.14,0,Pink - White
08.S2.R29.J,2166058.15,6531967.14,0,Blue - White
08.S2.R29.K,2166028.54,6531967.14,0,Blue - White
08.S2.R29.L,2165998.93,6531967.14,0,Blue - Black
08.S2.R30.A,2166351.14,6531985.14,0,Pink - Black
08.S2.R30.B,2166321.53,6531985.14,0,Pink - White
08.S2.R30.C,2166291.92,6531985.14,0,Blue - White
08.S2.R30.D,2166258.17,6531985.14,0,Blue - White
08.S2.R30.E,2166224.42,6531985.14,0,Pink - White
08.S2.R30.F,2166190.67,6531985.14,0,Pink - White
08.S2.R30.G,2166158.4,6531985.14,0,Green
08.S2.R30.H,2166126.13,6531985.14,0,Pink - White
08.S2.R30.I,2166092.38,6531985.14,0,Pink - White
08.S2.R30.J,2166058.63,6531985.14,0,Blue - White
08.S2.R30.K,2166029.02,6531985.14,0,Blue - White
08.S2.R30.L,2165999.41,6531985.14,0,Blue - Black
08.S2.R31.A,2166351.62,6532003.14,0,Pink - Black
08.S2.R31.B,2166322.01,6532003.14,0,Pink - White
08.S2.R31.C,2166292.4,6532003.14,0,Blue - White
08.S2.R31.D,2166258.65,6532003.14,0,Blue - White
08.S2.R31.E,2166224.9,6532003.14,0,Pink - White
08.S2.R31.F,2166191.16,6532003.14,0,Pink - White
08.S2.R31.G,2166158.88,6532003.14,0,Green
08.S2.R31.H,2166126.61,6532003.14,0,Pink - White
08.S2.R31.I,2166092.86,6532003.14,0,Pink - White
08.S2.R31.J,2166059.11,6532003.14,0,Blue - White
08.S2.R31.K,2166029.5,6532003.14,0,Blue - White
08.S2.R31.L,2165999.89,6532003.14,0,Blue - Black
08.S2.R32.A,2166352.11,6532021.14,0,Blue - Black
08.S2.R32.B,2166322.49,6532021.14,0,Yellow - Black
08.S2.R32.C,2166292.88,6532021.14,0,Yellow - Black
08.S2.R32.D,2166259.13,6532021.14,0,Yellow - Black
08.S2.R32.E,2166225.39,6532021.14,0,Pink - Black
08.S2.R32.F,2166191.64,6532021.14,0,Pink - Black
08.S2.R32.G,2166159.37,6532021.14,0,Green
08.S2.R32.H,2166127.09,6532021.14,0,Pink - White
08.S2.R32.I,2166093.34,6532021.14,0,Pink - White
08.S2.R32.J,2166059.6,6532021.14,0,Blue - White
08.S2.R32.K,2166029.98,6532021.14,0,Blue - White
08.S2.R32.L,2166000.37,6532021.14,0,Blue - Black
08.S2.R33.A,2166352.59,6532039.14,0,Blue - Black
08.S2.R33.B,2166322.98,6532039.14,0,Blue - White
08.S2.R33.C,2166293.37,6532039.14,0,Blue - White
08.S2.R33.D,2166259.62,6532039.14,0,Blue - White
08.S2.R33.E,2166225.87,6532039.14,0,Pink - White
08.S2.R33.F,2166192.12,6532039.14,0,Pink - White
08.S2.R33.G,2166159.85,6532039.14,0,Green
08.S2.R33.H,2166127.57,6532039.14,0,Pink - White
08.S2.R33.I,2166093.83,6532039.14,0,Pink - White
08.S2.R33.J,2166060.08,6532039.14,0,Blue - White
08.S2.R33.K,2166030.47,6532039.14,0,Blue - White
08.S2.R33.L,2166000.86,6532039.14,0,Blue - Black
08.S2.R34.A,2166353.07,6532057.14,0,Blue - Black
08.S2.R34.B,2166323.46,6532057.14,0,Blue - White
08.S2.R34.C,2166293.85,6532057.14,0,Blue - White
08.S2.R34.D,2166260.1,6532057.14,0,Blue - White
08.S2.R34.E,2166226.35,6532057.14,0,Pink - White
08.S2.R34.F,2166192.6,6532057.14,0,Pink - White
08.S2.R34.G,2166160.33,6532057.14,0,Green
08.S2.R34.H,2166128.06,6532057.14,0,Pink - White
08.S2.R34.I,2166094.31,6532057.14,0,Pink - White
08.S2.R34.J,2166060.56,6532057.14,0,Blue - White
08.S2.R34.K,2166030.95,6532057.14,0,Blue - White
08.S2.R34.L,2166001.34,6532057.14,0,Blue - Black
08.S1.R30.A,2166726.81,6531985.14,0,Pink - Black
08.S1.R30.B,2166697.2,6531985.14,0,Pink - Black
08.S1.R30.C,2166667.59,6531985.14,0,Pink - White
08.S1.R30.D,2166633.84,6531985.14,0,Pink - White
08.S1.R30.E,2166600.09,6531985.14,0,Green - White
08.S1.R30.F,2166566.34,6531985.14,0,Pink - White
08.S1.R30.G,2166534.07,6531985.14,0,Black
08.S1.R30.H,2166501.8,6531985.14,0,Pink - White
08.S1.R30.I,2166468.05,6531985.14,0,Pink - White
08.S1.R30.J,2166434.3,6531985.14,0,Pink - White
08.S1.R30.K,2166404.69,6531985.14,0,Pink - Black
08.S1.R30.L,2166375.08,6531985.14,0,Pink - Black
08.S1.R31.A,2166727.29,6532003.14,0,Pink - Black
08.S1.R31.B,2166697.68,6532003.14,0,Pink - Black
08.S1.R31.C,2166668.07,6532003.14,0,Pink - White
08.S1.R31.D,2166634.32,6532003.14,0,Pink - White
08.S1.R31.E,2166600.57,6532003.14,0,Green - White
08.S1.R31.F,2166566.82,6532003.14,0,Green - White
08.S1.R31.G,2166534.55,6532003.14,0,Orange - Black
08.S1.R31.H,2166502.28,6532003.14,0,Pink - White
08.S1.R31.I,2166468.53,6532003.14,0,Pink - White
08.S1.R31.J,2166434.78,6532003.14,0,Pink - White
08.S1.R31.K,2166405.17,6532003.14,0,Pink - Black
08.S1.R31.L,2166375.56,6532003.14,0,Pink - Black
08.S1.R32.A,2166727.77,6532021.14,0,Pink - Black
08.S1.R32.B,2166698.16,6532021.14,0,Pink - White
08.S1.R32.C,2166668.55,6532021.14,0,Blue - White
08.S1.R32.D,2166634.8,6532021.14,0,Blue - White
08.S1.R32.E,2166601.06,6532021.14,0,Pink - White
08.S1.R32.F,2166567.31,6532021.14,0,Pink - White
08.S1.R32.G,2166535.03,6532021.14,0,Green
08.S1.R32.H,2166502.76,6532021.14,0,Pink - Black
08.S1.R32.I,2166469.01,6532021.14,0,Pink - Black
08.S1.R32.J,2166435.27,6532021.14,0,Yellow - Black
08.S1.R32.K,2166405.65,6532021.14,0,Yellow - Black
08.S1.R32.L,2166376.04,6532021.14,0,Blue - Black
08.S1.R33.A,2166728.26,6532039.14,0,Pink - Black
08.S1.R33.B,2166698.65,6532039.14,0,Pink - White
08.S1.R33.C,2166669.03,6532039.14,0,Blue - White
08.S1.R33.D,2166635.29,6532039.14,0,Blue - White
08.S1.R33.E,2166601.54,6532039.14,0,Pink - White
08.S1.R33.F,2166567.79,6532039.14,0,Pink - White
08.S1.R33.G,2166535.52,6532039.14,0,Green
08.S1.R33.H,2166503.24,6532039.14,0,Pink - White
08.S1.R33.I,2166469.5,6532039.14,0,Pink - White
08.S1.R33.J,2166435.75,6532039.14,0,Blue - White
08.S1.R33.K,2166406.14,6532039.14,0,Blue - White
08.S1.R33.L,2166376.52,6532039.14,0,Blue - Black
08.S1.R34.A,2166728.74,6532057.14,0,Pink - Black
08.S1.R34.B,2166699.13,6532057.14,0,Pink - White
08.S1.R34.C,2166669.52,6532057.14,0,Blue - White
08.S1.R34.D,2166635.77,6532057.14,0,Blue - White
08.S1.R34.E,2166602.02,6532057.14,0,Pink - White
08.S1.R34.F,2166568.27,6532057.14,0,Pink - White
08.S1.R34.G,2166536,6532057.14,0,Green
08.S1.R34.H,2166503.73,6532057.14,0,Pink - White
08.S1.R34.I,2166469.98,6532057.14,0,Pink - White
08.S1.R34.J,2166436.23,6532057.14,0,Blue - White
08.S1.R34.K,2166406.62,6532057.14,0,Blue - White
08.S1.R34.L,2166377.01,6532057.14,0,Blue - Black
08.S1.R35.A,2166729.22,6532075.14,0,Pink - Black
08.S1.R35.B,2166699.61,6532075.14,0,Pink - White
08.S1.R35.C,2166670,6532075.14,0,Blue - White
08.S1.R35.D,2166636.25,6532075.14,0,Blue - White
08.S1.R35.E,2166602.5,6532075.14,0,Pink - White
08.S1.R35.F,2166568.75,6532075.14,0,Pink - White
08.S1.R35.G,2166536.48,6532075.14,0,Green
08.S1.R35.H,2166504.21,6532075.14,0,Pink - White
08.S1.R35.I,2166470.46,6532075.14,0,Pink - White
08.S1.R35.J,2166436.71,6532075.14,0,Blue - White
08.S1.R35.K,2166407.1,6532075.14,0,Blue - White
08.S1.R35.L,2166377.49,6532075.14,0,Blue - Black
08.S1.R36.A,2166729.7,6532093.14,0,Pink - Black
08.S1.R36.B,2166700.09,6532093.14,0,Pink - White
08.S1.R36.C,2166670.48,6532093.14,0,Blue - White
08.S1.R36.D,2166636.73,6532093.14,0,Blue - White
08.S1.R36.E,2166602.98,6532093.14,0,Pink - White
08.S1.R36.F,2166569.24,6532093.14,0,Pink - White
08.S1.R36.G,2166536.96,6532093.14,0,Green
08.S1.R36.H,2166504.69,6532093.14,0,Pink - White
08.S1.R36.I,2166470.94,6532093.14,0,Pink - White
08.S1.R36.J,2166437.19,6532093.14,0,Blue - White
08.S1.R36.K,2166407.58,6532093.14,0,Blue - White
08.S1.R36.L,2166377.97,6532093.14,0,Blue - Black
08.S1.R37.A,2166730.19,6532111.14,0,Pink - Black
08.S1.R37.B,2166700.57,6532111.14,0,Pink - White
08.S1.R37.C,2166670.96,6532111.14,0,Blue - White
08.S1.R37.D,2166637.22,6532111.14,0,Blue - White
08.S1.R37.E,2166603.47,6532111.14,0,Pink - White
08.S1.R37.F,2166569.72,6532111.14,0,Pink - White
08.S1.R37.G,2166537.45,6532111.14,0,Green
08.S1.R37.H,2166505.17,6532111.14,0,Pink - White
08.S1.R37.I,2166471.43,6532111.14,0,Pink - White
08.S1.R37.J,2166437.68,6532111.14,0,Blue - White
08.S1.R37.K,2166408.07,6532111.14,0,Blue - White
08.S1.R37.L,2166378.45,6532111.14,0,Blue - Black
08.S1.R38.A,2166730.67,6532129.14,0,Pink - Black
08.S1.R38.B,2166701.06,6532129.14,0,Pink - White
08.S1.R38.C,2166671.45,6532129.14,0,Blue - White
08.S1.R38.D,2166637.7,6532129.14,0,Blue - White
08.S1.R38.E,2166603.95,6532129.14,0,Pink - White
08.S1.R38.F,2166570.2,6532129.14,0,Pink - White
08.S1.R38.G,2166537.93,6532129.14,0,Green
08.S1.R38.H,2166505.66,6532129.14,0,Pink - White
08.S1.R38.I,2166471.91,6532129.14,0,Pink - White
08.S1.R38.J,2166438.16,6532129.14,0,Blue - White
08.S1.R38.K,2166408.55,6532129.14,0,Blue - White
08.S1.R38.L,2166378.94,6532129.14,0,Blue - Black
08.S1.R39.A,2166731.15,6532147.14,0,Pink - Black
08.S1.R39.B,2166701.54,6532147.14,0,Pink - White
08.S1.R39.C,2166671.93,6532147.14,0,Blue - White
08.S1.R39.D,2166638.18,6532147.14,0,Blue - White
08.S1.R39.E,2166604.43,6532147.14,0,Pink - White
08.S1.R39.F,2166570.68,6532147.14,0,Pink - White
08.S1.R39.G,2166538.41,6532147.14,0,Green
08.S1.R39.H,2166506.14,6532147.14,0,Pink - White
08.S1.R39.I,2166472.39,6532147.14,0,Pink - White
08.S1.R39.J,2166438.64,6532147.14,0,Blue - White
08.S1.R39.K,2166409.03,6532147.14,0,Blue - White
08.S1.R39.L,2166379.42,6532147.14,0,Blue - Black
08.S1.R40.A,2166731.63,6532165.14,0,Pink - Black
08.S1.R40.B,2166702.02,6532165.14,0,Pink - White
08.S1.R40.C,2166672.41,6532165.14,0,Blue - White
08.S1.R40.D,2166638.66,6532165.14,0,Blue - White
08.S1.R40.E,2166604.91,6532165.14,0,Pink - White
08.S1.R40.F,2166571.17,6532165.14,0,Pink - White
08.S1.R40.G,2166538.89,6532165.14,0,Green
08.S1.R40.H,2166506.62,6532165.14,0,Pink - White
08.S1.R40.I,2166472.87,6532165.14,0,Pink - White
08.S1.R40.J,2166439.12,6532165.14,0,Blue - White
08.S1.R40.K,2166409.51,6532165.14,0,Blue - White
08.S1.R40.L,2166379.9,6532165.14,0,Blue - Black
08.S1.R41.A,2166732.12,6532183.14,0,Pink - Black
08.S1.R41.B,2166702.5,6532183.14,0,Pink - White
08.S1.R41.C,2166672.89,6532183.14,0,Blue - White
08.S1.R41.D,2166639.14,6532183.14,0,Blue - White
08.S1.R41.E,2166605.4,6532183.14,0,Pink - White
08.S1.R41.F,2166571.65,6532183.14,0,Pink - White
08.S1.R41.G,2166539.38,6532183.14,0,Green
08.S1.R41.H,2166507.1,6532183.14,0,Pink - White
08.S1.R41.I,2166473.35,6532183.14,0,Pink - White
08.S1.R41.J,2166439.61,6532183.14,0,Blue - White
08.S1.R41.K,2166409.99,6532183.14,0,Blue - White
08.S1.R41.L,2166380.38,6532183.14,0,Blue - Black
08.S1.R42.A,2166732.6,6532201.14,0,Pink - Black
08.S1.R42.B,2166702.99,6532201.14,0,Pink - White
08.S1.R42.C,2166673.38,6532201.14,0,Blue - White
08.S1.R42.D,2166639.63,6532201.14,0,Blue - White
08.S1.R42.E,2166605.88,6532201.14,0,Pink - White
08.S1.R42.F,2166572.13,6532201.14,0,Pink - White
08.S1.R42.G,2166539.86,6532201.14,0,Green
08.S1.R42.H,2166507.59,6532201.14,0,Pink - White
08.S1.R42.I,2166473.84,6532201.14,0,Pink - White
08.S1.R42.J,2166440.09,6532201.14,0,Blue - White
08.S1.R42.K,2166410.48,6532201.14,0,Blue - White
08.S1.R42.L,2166380.87,6532201.14,0,Blue - Black
08.S1.R43.A,2166733.08,6532219.14,0,Pink - Black
08.S1.R43.B,2166703.47,6532219.14,0,Pink - White
08.S1.R43.C,2166673.86,6532219.14,0,Blue - White
08.S1.R43.D,2166640.11,6532219.14,0,Blue - White
08.S1.R43.E,2166606.36,6532219.14,0,Pink - White
08.S1.R43.F,2166572.61,6532219.14,0,Pink - White
08.S1.R43.G,2166540.34,6532219.14,0,Green
08.S1.R43.H,2166508.07,6532219.14,0,Pink - White
08.S1.R43.I,2166474.32,6532219.14,0,Pink - White
08.S1.R43.J,2166440.57,6532219.14,0,Blue - White
08.S1.R43.K,2166410.96,6532219.14,0,Blue - White
08.S1.R43.L,2166381.35,6532219.14,0,Blue - Black
08.S1.R44.A,2166733.56,6532237.14,0,Pink - Black
08.S1.R44.B,2166703.95,6532237.14,0,Pink - White
08.S1.R44.C,2166674.34,6532237.14,0,Blue - White
08.S1.R44.D,2166640.59,6532237.14,0,Blue - White
08.S1.R44.E,2166606.84,6532237.14,0,Pink - White
08.S1.R44.F,2166573.1,6532237.14,0,Pink - White
08.S1.R44.G,2166540.82,6532237.14,0,Green
08.S1.R44.H,2166508.55,6532237.14,0,Pink - White
08.S1.R44.I,2166474.8,6532237.14,0,Pink - White
08.S1.R44.J,2166441.05,6532237.14,0,Blue - White
08.S1.R44.K,2166411.44,6532237.14,0,Blue - White
08.S1.R44.L,2166381.83,6532237.14,0,Blue - Black
08.S1.R45.A,2166734.04,6532255.14,0,Pink - Black
08.S1.R45.B,2166704.43,6532255.14,0,Pink - White
08.S1.R45.C,2166674.82,6532255.14,0,Blue - White
08.S1.R45.D,2166641.07,6532255.14,0,Blue - White
08.S1.R45.E,2166607.33,6532255.14,0,Pink - White
08.S1.R45.F,2166573.58,6532255.14,0,Pink - White
08.S1.R45.G,2166541.3,6532255.14,0,Green
08.S1.R45.H,2166509.03,6532255.14,0,Pink - White
08.S1.R45.I,2166475.28,6532255.14,0,Pink - White
08.S1.R45.J,2166441.54,6532255.14,0,Blue - White
08.S1.R45.K,2166411.92,6532255.14,0,Blue - White
08.S1.R45.L,2166382.31,6532255.14,0,Blue - Black
08.S1.R46.A,2166734.53,6532273.14,0,Blue - Black
08.S1.R46.B,2166704.92,6532273.14,0,Blue - White
08.S1.R46.C,2166675.3,6532273.14,0,Blue - White
08.S1.R46.D,2166641.56,6532273.14,0,Blue - White
08.S1.R46.E,2166607.81,6532273.14,0,Pink - White
08.S1.R46.F,2166574.06,6532273.14,0,Pink - White
08.S1.R46.G,2166541.79,6532273.14,0,Green
08.S1.R46.H,2166509.51,6532273.14,0,Pink - White
08.S1.R46.I,2166475.77,6532273.14,0,Pink - White
08.S1.R46.J,2166442.02,6532273.14,0,Blue - White
08.S1.R46.K,2166412.41,6532273.14,0,Blue - White
08.S1.R46.L,2166382.8,6532273.14,0,Blue - Black
08.S1.R47.A,2166735.01,6532291.14,0,Blue - Black
08.S1.R47.B,2166705.4,6532291.14,0,Blue - White
08.S1.R47.C,2166675.79,6532291.14,0,Blue - White
08.S1.R47.D,2166642.04,6532291.14,0,Blue - White
08.S1.R47.E,2166608.29,6532291.14,0,Pink - White
08.S1.R47.F,2166574.54,6532291.14,0,Pink - White
08.S1.R47.G,2166542.27,6532291.14,0,Green
08.S1.R47.H,2166510,6532291.14,0,Pink - White
08.S1.R47.I,2166476.25,6532291.14,0,Pink - White
08.S1.R47.J,2166442.5,6532291.14,0,Blue - White
08.S1.R47.K,2166412.89,6532291.14,0,Blue - White
08.S1.R47.L,2166383.28,6532291.14,0,Blue - Black
08.S1.R48.A,2166735.49,6532309.14,0,Blue - Black
08.S1.R48.B,2166705.88,6532309.14,0,Blue - White
08.S1.R48.C,2166676.27,6532309.14,0,Blue - White
08.S1.R48.D,2166642.52,6532309.14,0,Blue - White
08.S1.R48.E,2166608.77,6532309.14,0,Pink - White
08.S1.R48.F,2166575.02,6532309.14,0,Pink - White
08.S1.R48.G,2166542.75,6532309.14,0,Green
08.S1.R48.H,2166510.48,6532309.14,0,Pink - White
08.S1.R48.I,2166476.73,6532309.14,0,Pink - White
08.S1.R48.J,2166442.98,6532309.14,0,Blue - White
08.S1.R48.K,2166413.37,6532309.14,0,Blue - White
08.S1.R48.L,2166383.76,6532309.14,0,Blue - Black
08.S1.R49.A,2166735.97,6532327.14,0,Blue - Black
08.S1.R49.B,2166706.36,6532327.14,0,Blue - White
08.S1.R49.C,2166676.75,6532327.14,0,Blue - White
08.S1.R49.D,2166643,6532327.14,0,Blue - White
08.S1.R49.E,2166609.26,6532327.14,0,Pink - White
08.S1.R49.F,2166575.51,6532327.14,0,Pink - White
08.S1.R49.G,2166543.23,6532327.14,0,Orange - Black
08.S1.R49.H,2166510.96,6532327.14,0,Pink - White
08.S1.R49.I,2166477.21,6532327.14,0,Pink - White
08.S1.R49.J,2166443.46,6532327.14,0,Blue - White
08.S1.R49.K,2166413.85,6532327.14,0,Blue - White
08.S1.R49.L,2166384.24,6532327.14,0,Blue - Black
08.S4.R05.A,2165556.74,6531535.14,0,Blue - Black
08.S4.R05.B,2165527.13,6531535.14,0,Blue - White
08.S4.R05.C,2165497.52,6531535.14,0,Blue - White
08.S4.R05.D,2165463.77,6531535.14,0,Blue - White
08.S4.R05.E,2165430.02,6531535.14,0,Pink - White
08.S4.R05.F,2165396.28,6531535.14,0,Pink - White
08.S4.R05.G,2165364,6531535.14,0,Green
08.S4.R05.H,2165331.73,6531535.14,0,Pink - White
08.S4.R05.I,2165297.98,6531535.14,0,Pink - White
08.S4.R05.J,2165264.23,6531535.14,0,Blue - White
08.S4.R05.K,2165234.62,6531535.14,0,Blue - White
08.S4.R05.L,2165205.01,6531535.14,0,Blue - Black
08.S4.R06.A,2165557.23,6531553.14,0,Blue - Black
08.S4.R06.B,2165527.61,6531553.14,0,Blue - White
08.S4.R06.C,2165498,6531553.14,0,Blue - White
08.S4.R06.D,2165464.26,6531553.14,0,Blue - White
08.S4.R06.E,2165430.51,6531553.14,0,Pink - White
08.S4.R06.F,2165396.76,6531553.14,0,Pink - White
08.S4.R06.G,2165364.49,6531553.14,0,Green
08.S4.R06.H,2165332.21,6531553.14,0,Pink - White
08.S4.R06.I,2165298.46,6531553.14,0,Pink - White
08.S4.R06.J,2165264.72,6531553.14,0,Blue - White
08.S4.R06.K,2165235.11,6531553.14,0,Blue - White
08.S4.R06.L,2165205.49,6531553.14,0,Blue - Black
08.S4.R07.A,2165557.71,6531571.14,0,Blue - Black
08.S4.R07.B,2165528.1,6531571.14,0,Blue - White
08.S4.R07.C,2165498.49,6531571.14,0,Blue - White
08.S4.R07.D,2165464.74,6531571.14,0,Blue - White
08.S4.R07.E,2165430.99,6531571.14,0,Pink - White
08.S4.R07.F,2165397.24,6531571.14,0,Pink - White
08.S4.R07.G,2165364.97,6531571.14,0,Green
08.S4.R07.H,2165332.7,6531571.14,0,Pink - White
08.S4.R07.I,2165298.95,6531571.14,0,Pink - White
08.S4.R07.J,2165265.2,6531571.14,0,Blue - White
08.S4.R07.K,2165235.59,6531571.14,0,Blue - White
08.S4.R07.L,2165205.98,6531571.14,0,Blue - Black
08.S4.R08.A,2165558.19,6531589.14,0,Blue - Black
08.S4.R08.B,2165528.58,6531589.14,0,Blue - White
08.S4.R08.C,2165498.97,6531589.14,0,Blue - White
08.S4.R08.D,2165465.22,6531589.14,0,Blue - White
08.S4.R08.E,2165431.47,6531589.14,0,Pink - White
08.S4.R08.F,2165397.72,6531589.14,0,Pink - White
08.S4.R08.G,2165365.45,6531589.14,0,Green
08.S4.R08.H,2165333.18,6531589.14,0,Pink - White
08.S4.R08.I,2165299.43,6531589.14,0,Pink - White
08.S4.R08.J,2165265.68,6531589.14,0,Blue - White
08.S4.R08.K,2165236.07,6531589.14,0,Blue - White
08.S4.R08.L,2165206.46,6531589.14,0,Blue - Black
08.S4.R09.A,2165558.67,6531607.14,0,Blue - Black
08.S4.R09.B,2165529.06,6531607.14,0,Blue - White
08.S4.R09.C,2165499.45,6531607.14,0,Blue - White
08.S4.R09.D,2165465.7,6531607.14,0,Blue - White
08.S4.R09.E,2165431.95,6531607.14,0,Pink - White
08.S4.R09.F,2165398.21,6531607.14,0,Pink - White
08.S4.R09.G,2165365.93,6531607.14,0,Green
08.S4.R09.H,2165333.66,6531607.14,0,Pink - White
08.S4.R09.I,2165299.91,6531607.14,0,Pink - White
08.S4.R09.J,2165266.16,6531607.14,0,Blue - White
08.S4.R09.K,2165236.55,6531607.14,0,Blue - White
08.S4.R09.L,2165206.94,6531607.14,0,Blue - Black
08.S4.R10.A,2165559.16,6531625.14,0,Blue - Black
08.S4.R10.B,2165529.54,6531625.14,0,Blue - White
08.S4.R10.C,2165499.93,6531625.14,0,Blue - White
08.S4.R10.D,2165466.18,6531625.14,0,Blue - White
08.S4.R10.E,2165432.44,6531625.14,0,Pink - White
08.S4.R10.F,2165398.69,6531625.14,0,Pink - White
08.S4.R10.G,2165366.42,6531625.14,0,Green
08.S4.R10.H,2165334.14,6531625.14,0,Pink - White
08.S4.R10.I,2165300.39,6531625.14,0,Pink - White
08.S4.R10.J,2165266.65,6531625.14,0,Blue - White
08.S4.R10.K,2165237.03,6531625.14,0,Blue - White
08.S4.R10.L,2165207.42,6531625.14,0,Blue - Black
08.S4.R11.A,2165559.64,6531643.14,0,Blue - Black
08.S4.R11.B,2165530.03,6531643.14,0,Blue - White
08.S4.R11.C,2165500.42,6531643.14,0,Blue - White
08.S4.R11.D,2165466.67,6531643.14,0,Blue - White
08.S4.R11.E,2165432.92,6531643.14,0,Pink - White
08.S4.R11.F,2165399.17,6531643.14,0,Pink - White
08.S4.R11.G,2165366.9,6531643.14,0,Green
08.S4.R11.H,2165334.63,6531643.14,0,Pink - White
08.S4.R11.I,2165300.88,6531643.14,0,Pink - White
08.S4.R11.J,2165267.13,6531643.14,0,Blue - White
08.S4.R11.K,2165237.52,6531643.14,0,Blue - White
08.S4.R11.L,2165207.91,6531643.14,0,Blue - Black
08.S4.R12.A,2165560.12,6531661.14,0,Blue - Black
08.S4.R12.B,2165530.51,6531661.14,0,Blue - White
08.S4.R12.C,2165500.9,6531661.14,0,Blue - White
08.S4.R12.D,2165467.15,6531661.14,0,Blue - White
08.S4.R12.E,2165433.4,6531661.14,0,Pink - White
08.S4.R12.F,2165399.65,6531661.14,0,Pink - White
08.S4.R12.G,2165367.38,6531661.14,0,Green
08.S4.R12.H,2165335.11,6531661.14,0,Pink - White
08.S4.R12.I,2165301.36,6531661.14,0,Pink - White
08.S4.R12.J,2165267.61,6531661.14,0,Blue - White
08.S4.R12.K,2165238,6531661.14,0,Blue - White
08.S4.R12.L,2165208.39,6531661.14,0,Blue - Black
08.S4.R13.A,2165560.6,6531679.14,0,Blue - Black
08.S4.R13.B,2165530.99,6531679.14,0,Blue - White
08.S4.R13.C,2165501.38,6531679.14,0,Blue - White
08.S4.R13.D,2165467.63,6531679.14,0,Blue - White
08.S4.R13.E,2165433.88,6531679.14,0,Pink - White
08.S4.R13.F,2165400.13,6531679.14,0,Pink - White
08.S4.R13.G,2165367.86,6531679.14,0,Green
08.S4.R13.H,2165335.59,6531679.14,0,Pink - White
08.S4.R13.I,2165301.84,6531679.14,0,Pink - White
08.S4.R13.J,2165268.09,6531679.14,0,Blue - White
08.S4.R13.K,2165238.48,6531679.14,0,Blue - White
08.S4.R13.L,2165208.87,6531679.14,0,Blue - Black
08.S4.R14.A,2165561.08,6531697.14,0,Blue - Black
08.S4.R14.B,2165531.47,6531697.14,0,Blue - White
08.S4.R14.C,2165501.86,6531697.14,0,Blue - White
08.S4.R14.D,2165468.11,6531697.14,0,Blue - White
08.S4.R14.E,2165434.37,6531697.14,0,Pink - White
08.S4.R14.F,2165400.62,6531697.14,0,Pink - White
08.S4.R14.G,2165368.34,6531697.14,0,Green
08.S4.R14.H,2165336.07,6531697.14,0,Pink - White
